state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,Illiteracy_rate_buddhist_female,Illiteracy_rate_buddhist_male,Illiteracy_rate_christian_female,Illiteracy_rate_christian_male,Illiteracy_rate_hindu_female,Illiteracy_rate_hindu_male,Illiteracy_rate_jain_female,Illiteracy_rate_jain_male,Illiteracy_rate_muslim_female,Illiteracy_rate_muslim_male,Illiteracy_rate_sikh_female,Illiteracy_rate_sikh_male,Literacy_rate_buddhist_female,Literacy_rate_buddhist_male,Literacy_rate_christian_female,Literacy_rate_christian_male,Literacy_rate_hindu_female,Literacy_rate_hindu_male,Literacy_rate_jain_female,Literacy_rate_jain_male,Literacy_rate_muslim_female,Literacy_rate_muslim_male,Literacy_rate_sikh_female,Literacy_rate_sikh_male,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female,CMPR_buddhist_female,CMPR_christian_female,CMPR_hindu_female,CMPR_jain_female,CMPR_muslim_female,CMPR_sikh_female,CMPR_buddhist_male,CMPR_christian_male,CMPR_hindu_male,CMPR_jain_male,CMPR_muslim_male,CMPR_sikh_male
Daman & Diu,age_30_33,25,50.0,5.6962,14.0421,0.0,14.5833,14.2857,33.3333,0.0,16.8421,8.2418,39.255,13.9665,18.1818,7.6923,27.4559,11.8492,0.0,0.0,66.6667,100.0,83.1579,91.7582,60.745,86.0335,81.8182,92.3077,72.5441,88.1508,100.0,100.0,0.0,14.557,19.1219,11.1111,14.2361,14.2857,0.0,7.2289,7.8055,0.0,8.938,0.0,0.0,2.2173,3.9836,0.0,1.4178,45.4545
Daman & Diu,age_34_plus,25,33.3333,30.695,29.7151,6.25,34.6386,0.0,50.0,25.0,23.9354,6.4669,61.7892,23.1024,9.434,0.0,44.6051,15.398,28.5714,7.5,50.0,75.0,76.0646,93.5331,38.2108,76.8976,90.566,100.0,55.3949,84.602,71.4286,92.5,0.0,11.39,11.9688,12.5,10.1406,0.0,0.0,7.2289,7.8055,0.0,8.938,0.0,0.0,2.2173,3.9836,0.0,1.4178,45.4545
Dadra & Nagar Haveli,age_below10,26,100.0,97.973,97.7562,100.0,96.6102,100.0,90.3846,83.3333,81.5461,76.1733,83.0816,79.9623,77.1429,70.5263,75.4508,76.8,66.6667,66.6667,9.6154,16.6667,18.4539,23.8267,16.9184,20.0377,22.8571,29.4737,24.5492,23.2,33.3333,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.245,13.912,8.2645,15.2413,0.0,11.4943,0.0,3.6466,0.0,3.1422,0.0
Dadra & Nagar Haveli,age_10_13,26,50.0,36.7816,39.6731,11.5385,30.916,,57.1429,23.0769,29.8387,11.7216,35.5364,15.2327,3.7037,2.8571,6.4286,6.1151,,0.0,42.8571,76.9231,70.1613,88.2784,64.4636,84.7673,96.2963,97.1429,93.5714,93.8849,,100.0,0.0,5.1724,6.5379,19.2308,6.4885,,0.0,9.245,13.912,8.2645,15.2413,0.0,11.4943,0.0,3.6466,0.0,3.1422,0.0
Dadra & Nagar Haveli,age_14_17,26,0.0,13.7931,14.4641,0.0,10.0629,,33.3333,28.5714,29.8387,9.1873,48.8553,20.6647,0.0,0.0,11.6667,13.0612,,0.0,66.6667,71.4286,70.1613,90.8127,51.1447,79.3353,100.0,100.0,88.3333,86.9388,,100.0,50.0,33.908,34.3179,41.6667,36.478,,0.0,9.245,13.912,8.2645,15.2413,0.0,11.4943,0.0,3.6466,0.0,3.1422,0.0
Dadra & Nagar Haveli,age_18_21,26,0.0,10.3448,13.723,0.0,7.4627,,36.3636,14.2857,38.9474,12.3894,54.5481,19.5409,0.0,0.0,11.8421,24.5614,,0.0,63.6364,85.7143,61.0526,87.6106,45.4519,80.4591,100.0,100.0,88.1579,75.4386,,100.0,14.2857,44.8276,22.1728,16.6667,20.8955,,0.0,9.245,13.912,8.2645,15.2413,0.0,11.4943,0.0,3.6466,0.0,3.1422,0.0
Dadra & Nagar Haveli,age_22_25,26,23.8095,5.9829,10.6794,0.0,11.2069,0.0,38.2353,10.5263,53.3865,12.9568,55.4565,19.7193,10.5263,2.5641,19.4444,15.7815,0.0,9.0909,61.7647,89.4737,46.6135,87.0432,44.5435,80.2807,89.4737,97.4359,80.5556,84.2185,100.0,90.9091,23.8095,18.8034,18.3574,2.9412,13.7931,0.0,0.0,9.245,13.912,8.2645,15.2413,0.0,11.4943,0.0,3.6466,0.0,3.1422,0.0
Dadra & Nagar Haveli,age_26_29,26,9.0909,5.1852,10.5857,0.0,14.4928,0.0,42.1053,20.0,49.8141,22.3164,58.2922,22.2672,4.6154,1.7241,28.6207,15.0905,12.5,16.6667,57.8947,80.0,50.1859,77.6836,41.7078,77.7328,95.3846,98.2759,71.3793,84.9095,87.5,83.3333,9.0909,14.0741,14.9651,4.8387,8.2126,28.5714,0.0,9.245,13.912,8.2645,15.2413,0.0,11.4943,0.0,3.6466,0.0,3.1422,0.0
Dadra & Nagar Haveli,age_30_33,26,0.0,4.386,14.1275,0.0,16.8831,0.0,80.0,4.7619,52.1008,23.1373,68.0079,29.5959,9.375,0.0,29.0323,13.1661,0.0,6.25,20.0,95.2381,47.8992,76.8627,31.9921,70.4041,90.625,100.0,70.9677,86.8339,100.0,93.75,0.0,11.4035,13.6404,10.3448,16.8831,33.3333,0.0,9.245,13.912,8.2645,15.2413,0.0,11.4943,0.0,3.6466,0.0,3.1422,0.0
Dadra & Nagar Haveli,age_34_plus,26,20.0,15.7025,20.2371,12.7119,29.7806,0.0,85.7143,52.0,66.482,39.9225,83.9239,50.4737,15.7143,2.649,48.2143,14.1291,0.0,11.4286,14.2857,48.0,33.518,60.0775,16.0761,49.5263,84.2857,97.351,51.7857,85.8709,100.0,88.5714,0.0,13.6364,9.9165,12.7119,9.7179,0.0,0.0,9.245,13.912,8.2645,15.2413,0.0,11.4943,0.0,3.6466,0.0,3.1422,0.0
Maharashtra,age_below10,27,97.4943,96.9991,97.5395,97.0898,96.3607,96.4441,72.9893,72.9583,71.0763,70.976,73.457,73.3444,69.877,70.2788,73.1559,73.1657,71.426,72.3,27.0107,27.0417,28.9237,29.024,26.543,26.6556,30.123,29.7212,26.8441,26.8343,28.574,27.7,0.0,0.0,0.0,0.0,0.0,0.0,10.3464,9.8853,11.9548,9.1692,11.0521,12.7838,2.161,2.4503,2.8588,2.8395,2.5461,3.2798
Maharashtra,age_10_13,27,34.1689,25.8629,33.6013,22.5872,34.9383,29.1667,4.4887,2.7496,3.2013,2.4924,6.5098,4.0346,1.0651,0.8656,7.087,6.2202,4.8327,4.1157,95.5113,97.2504,96.7987,97.5076,93.4902,95.9654,98.9349,99.1344,92.913,93.7798,95.1673,95.8843,6.0467,10.0495,6.4575,11.8996,7.1928,9.4401,10.3464,9.8853,11.9548,9.1692,11.0521,12.7838,2.161,2.4503,2.8588,2.8395,2.5461,3.2798
Maharashtra,age_14_17,27,6.5611,3.6921,7.4939,1.3084,9.376,3.9412,5.5174,3.1586,4.0385,2.8073,8.5974,4.9479,0.9505,0.7457,9.6541,8.6832,4.9217,3.9466,94.4826,96.8414,95.9615,97.1927,91.4026,95.0521,99.0495,99.2543,90.3459,91.3168,95.0783,96.0534,43.983,40.7817,40.7075,41.308,35.2471,40.7941,10.3464,9.8853,11.9548,9.1692,11.0521,12.7838,2.161,2.4503,2.8588,2.8395,2.5461,3.2798
Maharashtra,age_18_21,27,7.9633,3.854,8.649,1.5495,10.2407,4.2992,9.8764,3.8323,5.9525,3.2134,14.3479,5.9767,1.1755,0.8201,14.6954,11.073,7.6923,4.7593,90.1236,96.1677,94.0475,96.7866,85.6521,94.0233,98.8245,99.1799,85.3046,88.927,92.3077,95.2407,25.6233,12.6364,19.8106,6.5263,19.0486,10.5418,10.3464,9.8853,11.9548,9.1692,11.0521,12.7838,2.161,2.4503,2.8588,2.8395,2.5461,3.2798
Maharashtra,age_22_25,27,10.1918,3.6114,10.6389,1.5959,11.8365,4.2956,15.8184,4.3878,6.9931,3.4093,20.3415,7.0618,1.7777,0.7554,19.8976,11.8236,9.0718,4.4212,84.1816,95.6122,93.0069,96.5907,79.6585,92.9382,98.2223,99.2446,80.1024,88.1764,90.9282,95.5788,22.7013,9.2392,17.2466,6.2417,15.9233,8.4988,10.3464,9.8853,11.9548,9.1692,11.0521,12.7838,2.161,2.4503,2.8588,2.8395,2.5461,3.2798
Maharashtra,age_26_29,27,15.5176,4.6763,14.5585,2.1102,16.6213,4.9724,24.9252,6.5387,8.7425,4.0601,27.5327,9.9836,2.4812,0.8882,27.6533,14.1469,10.7131,5.7687,75.0748,93.4613,91.2575,95.9399,72.4673,90.0164,97.5188,99.1118,72.3467,85.8531,89.2869,94.2313,20.2067,8.9748,15.4393,8.2797,13.876,9.4403,10.3464,9.8853,11.9548,9.1692,11.0521,12.7838,2.161,2.4503,2.8588,2.8395,2.5461,3.2798
Maharashtra,age_30_33,27,25.1839,5.5585,20.1538,3.0758,21.2287,5.2565,36.8625,11.1503,10.3529,4.9094,36.0177,13.6286,3.1164,0.9487,34.6044,17.1379,13.4118,6.7954,63.1375,88.8497,89.6471,95.0906,63.9823,86.3714,96.8836,99.0513,65.3956,82.8621,86.5882,93.2046,16.2104,8.9994,13.2023,10.2732,12.4132,10.5691,10.3464,9.8853,11.9548,9.1692,11.0521,12.7838,2.161,2.4503,2.8588,2.8395,2.5461,3.2798
Maharashtra,age_34_plus,27,37.818,10.1369,28.8381,15.9585,32.2071,9.5619,65.6193,26.2362,19.3664,7.0969,57.5765,24.1984,14.0458,2.1657,52.7135,23.7773,25.1411,10.3334,34.3807,73.7638,80.6336,92.9031,42.4235,75.8016,85.9542,97.8343,47.2865,76.2227,74.8589,89.6666,11.2665,9.4691,9.1598,8.8983,8.6577,11.3251,10.3464,9.8853,11.9548,9.1692,11.0521,12.7838,2.161,2.4503,2.8588,2.8395,2.5461,3.2798
Andhra Pradesh,age_below10,28,95.4724,95.3748,95.7314,93.968,93.8707,93.9439,74.3434,73.4745,70.9283,70.4695,72.2477,70.8189,68.9494,69.2536,72.3357,72.1061,74.4913,75.2798,25.6566,26.5255,29.0717,29.5305,27.7523,29.1811,31.0506,30.7464,27.6643,27.8939,25.5087,24.7202,0.0,0.0,0.0,0.0,0.0,0.0,21.3155,24.4178,28.2436,20.3023,22.3121,30.5344,3.3961,3.9541,3.5976,5.5851,4.138,7.5624
Andhra Pradesh,age_10_13,28,41.4696,25.4584,29.5375,18.985,29.6026,27.5754,24.2482,13.5851,11.3847,7.6146,19.2499,10.5463,4.0865,2.7057,15.9502,12.771,16.6522,15.2457,75.7518,86.4149,88.6153,92.3854,80.7501,89.4537,95.9135,97.2943,84.0498,87.229,83.3478,84.7543,6.5878,12.6479,10.0836,16.9799,10.7891,13.3195,21.3155,24.4178,28.2436,20.3023,22.3121,30.5344,3.3961,3.9541,3.5976,5.5851,4.138,7.5624
Andhra Pradesh,age_14_17,28,15.5433,6.6594,9.9692,1.4815,7.9206,3.5032,30.4306,17.2144,14.0244,10.3219,25.7551,14.7507,2.8194,1.7042,19.5068,15.0043,19.5559,13.212,69.5694,82.7856,85.9756,89.6781,74.2449,85.2493,97.1806,98.2958,80.4932,84.9957,80.4441,86.788,28.0605,32.0661,29.7196,35.8025,27.6471,36.3057,21.3155,24.4178,28.2436,20.3023,22.3121,30.5344,3.3961,3.9541,3.5976,5.5851,4.138,7.5624
Andhra Pradesh,age_18_21,28,9.6953,7.3088,10.5632,0.8037,7.4217,3.3175,41.868,17.9331,19.1443,11.8118,35.5724,17.584,3.4368,2.7322,25.0963,16.0264,24.1007,12.5967,58.132,82.0669,80.8557,88.1882,64.4276,82.416,96.5632,97.2678,74.9037,83.9736,75.8993,87.4033,12.4654,8.5618,9.9497,3.2147,9.1752,8.0569,21.3155,24.4178,28.2436,20.3023,22.3121,30.5344,3.3961,3.9541,3.5976,5.5851,4.138,7.5624
Andhra Pradesh,age_22_25,28,15.6805,7.0453,11.5751,1.5252,8.3451,2.3127,50.6929,20.0755,22.3788,12.9,42.5904,19.9219,5.8852,2.7027,32.301,16.99,21.7234,11.129,49.3071,79.9245,77.6212,87.1,57.4096,80.0781,94.1148,97.2973,67.699,83.01,78.2766,88.871,8.8757,7.087,8.9787,5.2364,7.313,7.0305,21.3155,24.4178,28.2436,20.3023,22.3121,30.5344,3.3961,3.9541,3.5976,5.5851,4.138,7.5624
Andhra Pradesh,age_26_29,28,15.8513,8.515,14.6549,2.193,11.1825,4.559,64.09,24.6066,28.1477,16.3626,51.5188,27.7906,8.0182,2.9141,42.6783,21.5584,24.7576,15.9309,35.91,75.3934,71.8523,83.6374,48.4812,72.2094,91.9818,97.0859,57.3217,78.4416,75.2424,84.0691,8.8063,6.674,8.3397,9.5395,6.9136,8.5233,21.3155,24.4178,28.2436,20.3023,22.3121,30.5344,3.3961,3.9541,3.5976,5.5851,4.138,7.5624
Andhra Pradesh,age_30_33,28,18.1818,10.2367,17.2077,1.7647,13.1105,3.5539,74.6229,37.1009,32.6744,20.6132,58.7962,35.1249,6.8493,2.8013,50.2533,27.278,24.7232,13.9406,25.3771,62.8991,67.3256,79.3868,41.2038,64.8751,93.1507,97.1987,49.7467,72.722,75.2768,86.0594,7.6923,6.1041,7.5138,11.8235,6.3704,7.4755,21.3155,24.4178,28.2436,20.3023,22.3121,30.5344,3.3961,3.9541,3.5976,5.5851,4.138,7.5624
Andhra Pradesh,age_34_plus,28,23.8636,12.7548,21.3761,9.6632,16.7437,5.981,86.4705,51.9846,45.3922,27.8311,73.3401,47.3026,18.2516,3.9689,66.569,34.7631,36.6451,19.4571,13.5295,48.0154,54.6078,72.1689,26.6599,52.6974,81.7484,96.0311,33.431,65.2369,63.3549,80.5429,7.6299,9.1156,7.3071,11.0252,6.029,9.6645,21.3155,24.4178,28.2436,20.3023,22.3121,30.5344,3.3961,3.9541,3.5976,5.5851,4.138,7.5624
Karnataka,age_below10,29,97.3559,97.2892,97.699,97.8558,96.8381,97.8102,76.5314,75.0905,72.0019,72.0647,73.9935,73.3655,71.5358,71.5234,73.0898,73.33,77.1094,75.7796,23.4686,24.9095,27.9981,27.9353,26.0065,26.6345,28.4642,28.4766,26.9102,26.67,22.8906,24.2204,0.0,0.0,0.0,0.0,0.0,0.0,19.2899,13.0448,20.1323,19.7162,15.7169,17.0743,4.7905,4.3165,4.375,4.1864,3.452,6.3821
Karnataka,age_10_13,29,38.3396,28.8398,35.9294,32.654,36.9051,33.1224,21.8803,12.9917,5.2869,4.4155,15.6867,9.1852,2.5997,1.6439,13.4934,11.2102,12.5461,10.3161,78.1197,87.0083,94.7131,95.5845,84.3133,90.8148,97.4003,98.3561,86.5066,88.7898,87.4539,89.6839,5.7241,8.7299,6.0902,6.4488,6.4448,9.4937,19.2899,13.0448,20.1323,19.7162,15.7169,17.0743,4.7905,4.3165,4.375,4.1864,3.452,6.3821
Karnataka,age_14_17,29,9.3213,3.2802,8.5764,2.9002,10.7819,6.5963,26.7194,14.5077,5.5644,4.586,19.2502,11.786,3.5847,2.7453,17.5782,14.9117,11.4486,10.2467,73.2806,85.4923,94.4356,95.414,80.7498,88.214,96.4153,97.2547,82.4218,85.0883,88.5514,89.7533,36.8185,41.6592,37.8148,42.0794,30.0381,35.8839,19.2899,13.0448,20.1323,19.7162,15.7169,17.0743,4.7905,4.3165,4.375,4.1864,3.452,6.3821
Karnataka,age_18_21,29,8.227,3.4996,9.0937,3.9144,11.1377,4.5627,37.2695,17.3296,6.6247,5.5145,25.8068,14.7385,5.8501,3.9868,22.1131,17.0247,12.6246,7.6923,62.7305,82.6704,93.3753,94.4855,74.1932,85.2615,94.1499,96.0132,77.8869,82.9753,87.3754,92.3077,18.0036,10.8446,16.1986,10.4336,13.5672,4.5627,19.2899,13.0448,20.1323,19.7162,15.7169,17.0743,4.7905,4.3165,4.375,4.1864,3.452,6.3821
Karnataka,age_22_25,29,7.3989,3.1956,9.6485,4.5015,12.1529,2.7565,47.0757,18.2521,7.928,4.9242,32.5327,15.2521,9.7883,4.4697,28.191,16.9495,15.3048,5.564,52.9243,81.7479,92.072,95.0758,67.4673,84.7479,90.2117,95.5303,71.809,83.0505,84.6952,94.436,15.8023,9.0988,13.4745,9.0153,11.5181,5.2067,19.2899,13.0448,20.1323,19.7162,15.7169,17.0743,4.7905,4.3165,4.375,4.1864,3.452,6.3821
Karnataka,age_26_29,29,9.1939,4.342,13.1662,6.3251,16.1124,4.0564,57.4591,23.2206,11.8663,6.7216,43.3475,21.004,15.8192,6.2326,38.3046,22.0713,21.9008,10.596,42.5409,76.7794,88.1337,93.2784,56.6525,78.996,84.1808,93.7674,61.6954,77.9287,78.0992,89.404,13.6792,10.0359,11.695,10.3416,10.31,7.9365,19.2899,13.0448,20.1323,19.7162,15.7169,17.0743,4.7905,4.3165,4.375,4.1864,3.452,6.3821
Karnataka,age_30_33,29,12.8806,6.1357,16.3676,8.5271,19.4342,5.3435,69.6193,32.9152,13.9249,8.01,51.2798,26.9228,20.7656,8.3383,45.9295,27.352,25.7089,10.3316,30.3807,67.0848,86.0751,91.99,48.7202,73.0772,79.2344,91.6617,54.0705,72.648,74.2911,89.6684,12.7728,10.082,10.2575,11.0093,9.6389,6.6158,19.2899,13.0448,20.1323,19.7162,15.7169,17.0743,4.7905,4.3165,4.375,4.1864,3.452,6.3821
Karnataka,age_34_plus,29,19.9634,12.9616,23.743,18.8938,26.8363,7.8947,88.0678,60.5316,25.7834,13.0771,67.3525,37.3562,39.5183,14.7248,62.0278,35.0235,31.9064,15.3873,11.9322,39.4684,74.2166,86.9229,32.6475,62.6438,60.4817,85.2752,37.9722,64.9765,68.0936,84.6127,8.9414,10.3893,8.5073,9.1123,7.5229,9.2105,19.2899,13.0448,20.1323,19.7162,15.7169,17.0743,4.7905,4.3165,4.375,4.1864,3.452,6.3821
Goa,age_below10,30,92.8571,94.6922,96.3685,94.7368,96.6797,96.0,75.4386,72.7273,70.3653,71.0322,72.6347,72.3419,64.8148,79.2208,74.0022,73.5993,66.6667,73.5294,24.5614,27.2727,29.6347,28.9678,27.3653,27.6581,35.1852,20.7792,25.9978,26.4007,33.3333,26.4706,0.0,0.0,0.0,0.0,0.0,0.0,10.2041,10.0105,11.0289,8.8496,13.2731,0.0,0.0,2.8272,2.4371,0.0,2.008,7.4074
Goa,age_10_13,30,20.0,17.5467,27.5453,19.4444,34.2781,25.9259,9.0909,20.8333,2.1081,1.7491,6.0445,3.4786,2.7027,0.0,9.988,8.1377,0.0,2.5641,90.9091,79.1667,97.8919,98.2509,93.9555,96.5214,97.2973,100.0,90.012,91.8623,100.0,97.4359,5.0,16.7198,11.058,25.0,8.8503,14.8148,10.2041,10.0105,11.0289,8.8496,13.2731,0.0,0.0,2.8272,2.4371,0.0,2.008,7.4074
Goa,age_14_17,30,0.0,2.12,5.2611,0.0,9.1329,0.0,0.0,12.5,2.7032,1.2619,6.0223,4.089,4.5455,13.6364,12.7696,12.3933,0.0,3.5714,100.0,87.5,97.2968,98.7381,93.9777,95.911,95.4545,86.3636,87.2304,87.6067,100.0,96.4286,63.1579,42.6398,42.0124,42.8571,35.6413,52.6316,10.2041,10.0105,11.0289,8.8496,13.2731,0.0,0.0,2.8272,2.4371,0.0,2.008,7.4074
Goa,age_18_21,30,0.0,3.1459,6.6129,0.0,10.1887,0.0,7.6923,0.0,3.4922,1.7335,9.1722,6.2528,0.0,0.0,18.8361,16.909,11.7647,6.6667,92.3077,100.0,96.5078,98.2665,90.8278,93.7472,100.0,100.0,81.1639,83.091,88.2353,93.3333,33.3333,14.5069,21.6552,20.0,17.7987,6.6667,10.2041,10.0105,11.0289,8.8496,13.2731,0.0,0.0,2.8272,2.4371,0.0,2.008,7.4074
Goa,age_22_25,30,0.0,2.4975,7.001,0.0,11.169,3.0303,3.8462,4.4444,4.9044,2.6501,11.5163,6.5632,4.7619,3.0303,22.9435,16.6723,2.9412,3.4884,96.1538,95.5556,95.0956,97.3499,88.4837,93.4368,95.2381,96.9697,77.0565,83.3277,97.0588,96.5116,20.0,12.3189,19.1053,7.5,14.2975,3.0303,10.2041,10.0105,11.0289,8.8496,13.2731,0.0,0.0,2.8272,2.4371,0.0,2.008,7.4074
Goa,age_26_29,30,6.0606,2.9144,9.6566,0.0,13.3103,5.2632,19.5122,8.6957,8.5154,4.2977,15.912,7.9061,9.5238,2.1277,31.744,20.0245,2.5641,3.8961,80.4878,91.3043,91.4846,95.7023,84.088,92.0939,90.4762,97.8723,68.256,79.9755,97.4359,96.1039,15.1515,13.487,18.4268,5.2632,14.1284,5.2632,10.2041,10.0105,11.0289,8.8496,13.2731,0.0,0.0,2.8272,2.4371,0.0,2.008,7.4074
Goa,age_30_33,30,8.0,4.1835,14.3233,4.3478,15.7393,2.3256,19.3548,5.0,13.3844,6.9412,20.2756,9.5023,4.1667,5.1282,37.1456,24.9207,2.2727,2.0833,80.6452,95.0,86.6156,93.0588,79.7244,90.4977,95.8333,94.8718,62.8544,75.0793,97.7273,97.9167,0.0,14.7234,16.1023,6.5217,13.8847,2.3256,10.2041,10.0105,11.0289,8.8496,13.2731,0.0,0.0,2.8272,2.4371,0.0,2.008,7.4074
Goa,age_34_plus,30,22.7273,17.6376,30.7018,5.4264,29.8922,0.885,46.988,17.7966,36.35,19.3323,46.3491,17.6947,4.4444,3.4286,49.2583,29.0034,8.871,4.2056,53.012,82.2034,63.65,80.6677,53.6509,82.3053,95.5556,96.5714,50.7417,70.9966,91.129,95.7944,18.1818,13.1038,9.2845,6.2016,11.2553,13.2743,10.2041,10.0105,11.0289,8.8496,13.2731,0.0,0.0,2.8272,2.4371,0.0,2.008,7.4074
Lakshadweep,age_below10,31,,100.0,100.0,,98.4808,,,,80.0,80.0,70.0,66.6667,,,76.0557,75.8111,,,,,20.0,20.0,30.0,33.3333,,,23.9443,24.1889,,,,0.0,0.0,,0.0,,,0.0,19.6078,,7.9535,,,0.0,16.0428,,0.6468,
Lakshadweep,age_10_13,31,,100.0,9.5238,,39.5441,,,,0.0,0.0,2.3256,0.0,,,2.9153,2.0342,,,,,100.0,100.0,97.6744,100.0,,,97.0847,97.9658,,,,0.0,9.5238,,3.4732,,,0.0,19.6078,,7.9535,,,0.0,16.0428,,0.6468,
Lakshadweep,age_14_17,31,,16.6667,0.0,,6.3089,,,,0.0,6.25,2.0,1.3699,,,3.2501,1.8904,,,,,100.0,93.75,98.0,98.6301,,,96.7499,98.1096,,,,50.0,42.8571,,46.9889,,,0.0,19.6078,,7.9535,,,0.0,16.0428,,0.6468,
Lakshadweep,age_18_21,31,,0.0,12.5,,7.9966,,,,0.0,13.3333,0.0,2.7027,,,3.0833,3.0645,,,,,100.0,86.6667,100.0,97.2973,,,96.9167,96.9355,,,,0.0,25.0,,47.0335,,,0.0,19.6078,,7.9535,,,0.0,16.0428,,0.6468,
Lakshadweep,age_22_25,31,,0.0,0.0,,13.7727,,,,0.0,1.4706,0.0,3.4014,,,4.9613,3.5314,,,,,100.0,98.5294,100.0,96.5986,,,95.0387,96.4686,,,,14.2857,6.25,,34.2096,,,0.0,19.6078,,7.9535,,,0.0,16.0428,,0.6468,
Lakshadweep,age_26_29,31,,0.0,3.125,,20.4565,,,,0.0,1.2048,0.0,3.1915,,,7.784,3.4065,,0.0,,,100.0,98.7952,100.0,96.8085,,,92.216,96.5935,,100.0,,15.3846,9.375,,24.4617,,,0.0,19.6078,,7.9535,,,0.0,16.0428,,0.6468,
Lakshadweep,age_30_33,31,,0.0,0.0,,23.6296,,,,12.5,3.6364,2.5,2.9412,,,9.0073,4.0614,,0.0,,,87.5,96.3636,97.5,97.0588,,,90.9927,95.9386,,100.0,,0.0,25.641,,24.4279,,,0.0,19.6078,,7.9535,,,0.0,16.0428,,0.6468,
Lakshadweep,age_34_plus,31,0.0,5.0,2.7322,,35.5846,,0.0,,4.7619,1.8405,6.1538,4.3424,,,43.2952,12.429,,0.0,100.0,,95.2381,98.1595,93.8462,95.6576,,,56.7048,87.571,,100.0,0.0,12.5,25.1366,,10.6305,,,0.0,19.6078,,7.9535,,,0.0,16.0428,,0.6468,
Kerala,age_below10,32,100.0,98.0529,97.7893,100.0,98.0739,94.7368,81.1321,73.743,73.698,73.8274,73.9655,74.1857,70.7904,73.3333,73.913,74.1371,70.0,70.4545,18.8679,26.257,26.302,26.1726,26.0345,25.8143,29.2096,26.6667,26.087,25.8629,30.0,29.5455,0.0,0.0,0.0,0.0,0.0,0.0,21.0526,8.0088,9.1155,8.5034,18.8128,11.0803,9.009,1.8703,1.94,3.3333,1.4288,7.4074
Kerala,age_10_13,32,19.3548,22.1855,21.9789,27.2727,26.2266,25.0,0.0,0.0,0.9695,0.9853,1.4711,1.3563,1.3793,1.4184,1.195,1.1366,1.2987,3.1579,100.0,100.0,99.0305,99.0147,98.5289,98.6437,98.6207,98.5816,98.805,98.8634,98.7013,96.8421,6.4516,9.9547,10.2981,9.0909,8.0581,14.4737,21.0526,8.0088,9.1155,8.5034,18.8128,11.0803,9.009,1.8703,1.94,3.3333,1.4288,7.4074
Kerala,age_14_17,32,1.5625,0.982,1.5077,1.3514,1.2995,3.1915,0.0,1.2821,0.9491,0.9296,1.5014,1.2548,2.6316,0.0,1.0846,0.8731,0.0,2.2222,100.0,98.7179,99.0509,99.0704,98.4986,98.7452,97.3684,100.0,98.9154,99.1269,100.0,97.7778,53.125,47.9,50.8887,51.3514,57.6593,45.7447,21.0526,8.0088,9.1155,8.5034,18.8128,11.0803,9.009,1.8703,1.94,3.3333,1.4288,7.4074
Kerala,age_18_21,32,0.0,1.0377,1.8861,3.75,1.7926,6.25,5.5556,2.7778,1.2075,1.3088,2.1439,1.5439,1.2346,0.0,1.3657,1.037,0.0,1.5873,94.4444,97.2222,98.7925,98.6912,97.8561,98.4561,98.7654,100.0,98.6343,98.963,100.0,98.4127,38.2353,16.6621,26.5526,21.25,43.6257,12.5,21.0526,8.0088,9.1155,8.5034,18.8128,11.0803,9.009,1.8703,1.94,3.3333,1.4288,7.4074
Kerala,age_22_25,32,3.2967,1.1451,2.3705,1.0638,2.9806,4.6296,4.2105,1.5267,1.5613,1.4419,2.8218,1.7927,2.0833,2.6738,1.8879,1.3042,5.2632,2.2727,95.7895,98.4733,98.4387,98.5581,97.1782,98.2073,97.9167,97.3262,98.1121,98.6958,94.7368,97.7273,25.2747,17.2607,26.8457,13.2979,40.8127,22.2222,21.0526,8.0088,9.1155,8.5034,18.8128,11.0803,9.009,1.8703,1.94,3.3333,1.4288,7.4074
Kerala,age_26_29,32,3.4091,1.8827,4.1611,1.0417,7.7464,7.1429,2.2222,2.9703,2.0356,1.798,4.3566,2.6258,3.5176,2.1505,3.3488,1.9514,7.5472,2.0979,97.7778,97.0297,97.9644,98.202,95.6434,97.3742,96.4824,97.8495,96.6512,98.0486,92.4528,97.9021,17.0455,19.2756,26.8278,12.5,34.3379,12.2449,21.0526,8.0088,9.1155,8.5034,18.8128,11.0803,9.009,1.8703,1.94,3.3333,1.4288,7.4074
Kerala,age_30_33,32,8.4211,3.7065,7.38,3.5897,16.9672,6.6667,2.0619,2.1505,2.8174,2.2595,6.0453,3.3618,3.4653,1.0,6.1842,3.1266,0.9434,2.6846,97.9381,97.8495,97.1826,97.7405,93.9547,96.6382,96.5347,99.0,93.8158,96.8734,99.0566,97.3154,20.0,21.7831,28.2289,18.4615,28.0688,16.1905,21.0526,8.0088,9.1155,8.5034,18.8128,11.0803,9.009,1.8703,1.94,3.3333,1.4288,7.4074
