state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,Illiteracy_rate_buddhist_female,Illiteracy_rate_buddhist_male,Illiteracy_rate_christian_female,Illiteracy_rate_christian_male,Illiteracy_rate_hindu_female,Illiteracy_rate_hindu_male,Illiteracy_rate_jain_female,Illiteracy_rate_jain_male,Illiteracy_rate_muslim_female,Illiteracy_rate_muslim_male,Illiteracy_rate_sikh_female,Illiteracy_rate_sikh_male,Literacy_rate_buddhist_female,Literacy_rate_buddhist_male,Literacy_rate_christian_female,Literacy_rate_christian_male,Literacy_rate_hindu_female,Literacy_rate_hindu_male,Literacy_rate_jain_female,Literacy_rate_jain_male,Literacy_rate_muslim_female,Literacy_rate_muslim_male,Literacy_rate_sikh_female,Literacy_rate_sikh_male,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female,CMPR_buddhist_female,CMPR_christian_female,CMPR_hindu_female,CMPR_jain_female,CMPR_muslim_female,CMPR_sikh_female,CMPR_buddhist_male,CMPR_christian_male,CMPR_hindu_male,CMPR_jain_male,CMPR_muslim_male,CMPR_sikh_male
Arunachal Pradesh,age_18_21,12,18.9281,15.9149,14.1662,0.0,19.1083,0.0,51.7196,32.7112,38.1773,22.5356,37.8289,22.4608,0.0,0.0,49.3548,33.4513,0.0,4.0,48.2804,67.2888,61.8227,77.4644,62.1711,77.5392,100.0,100.0,50.6452,66.5487,100.0,96.0,27.5441,25.3025,23.4668,0.0,19.1083,9.0909,12.1918,14.2401,14.2839,34.4828,26.271,5.848,3.0262,3.5734,3.6012,0.0,5.1738,21.978
Arunachal Pradesh,age_22_25,12,19.7318,15.0107,13.7388,0.0,13.0556,6.4516,58.7678,35.7458,47.3532,26.918,41.5275,19.8838,50.0,10.0,50.3448,29.8307,13.8889,1.1111,41.2322,64.2542,52.6468,73.082,58.4725,80.1162,50.0,90.0,49.6552,70.1693,86.1111,98.8889,24.8276,23.4215,21.7284,50.0,21.1111,19.3548,12.1918,14.2401,14.2839,34.4828,26.271,5.848,3.0262,3.5734,3.6012,0.0,5.1738,21.978
Arunachal Pradesh,age_26_29,12,19.7097,16.3621,12.5335,0.0,15.5263,2.6316,65.189,39.1091,59.2274,32.5197,44.3608,22.3042,6.6667,11.1111,54.5998,31.7382,24.0,2.193,34.811,60.8909,40.7726,67.4803,55.6392,77.6958,93.3333,88.8889,45.4002,68.2618,76.0,97.807,23.0337,20.6916,18.6941,14.2857,21.5789,18.4211,12.1918,14.2401,14.2839,34.4828,26.271,5.848,3.0262,3.5734,3.6012,0.0,5.1738,21.978
Arunachal Pradesh,age_30_33,12,22.6415,19.168,12.595,0.0,17.5732,0.0,70.5556,43.023,71.1617,37.1157,48.9616,21.3843,25.0,0.0,61.3269,31.0165,18.9189,1.5873,29.4444,56.977,28.8383,62.8843,51.0384,78.6157,75.0,100.0,38.6731,68.9835,81.0811,98.4127,19.4969,16.693,16.4704,16.6667,23.431,16.6667,12.1918,14.2401,14.2839,34.4828,26.271,5.848,3.0262,3.5734,3.6012,0.0,5.1738,21.978
Arunachal Pradesh,age_34_plus,12,31.1894,27.2071,15.9108,0.0,23.399,7.4074,88.6783,61.2289,90.3778,64.1271,66.3415,32.113,36.8421,6.6667,69.588,37.2856,36.4706,6.9498,11.3217,38.7711,9.6222,35.8729,33.6585,67.887,63.1579,93.3333,30.412,62.7144,63.5294,93.0502,13.4252,12.8183,14.8083,25.0,13.7931,20.3704,12.1918,14.2401,14.2839,34.4828,26.271,5.848,3.0262,3.5734,3.6012,0.0,5.1738,21.978
Nagaland,age_below10,13,96.1538,93.1083,93.9923,92.4528,90.8867,84.2105,76.3636,79.0698,79.2132,77.6953,79.1418,78.0208,67.6829,73.7113,91.4001,90.0616,74.3243,81.0811,23.6364,20.9302,20.7868,22.3047,20.8582,21.9792,32.3171,26.2887,8.5999,9.9384,25.6757,18.9189,0.0,0.0,0.0,0.0,0.0,0.0,8.4034,14.2152,16.7783,6.4516,28.9477,26.6667,8.0645,3.9036,4.7932,2.849,5.8458,13.6986
Nagaland,age_10_13,13,35.0,36.687,40.4485,17.1053,45.9016,18.1818,13.0435,21.5686,25.2527,22.7951,23.8799,20.226,9.5238,2.8169,63.8786,56.5679,37.1429,21.4286,86.9565,78.4314,74.7473,77.2049,76.1201,79.774,90.4762,97.1831,36.1214,43.4321,62.8571,78.5714,11.6667,8.0503,9.2281,17.1053,4.918,18.1818,8.4034,14.2152,16.7783,6.4516,28.9477,26.6667,8.0645,3.9036,4.7932,2.849,5.8458,13.6986
Nagaland,age_14_17,13,6.1224,8.6125,11.5774,3.2787,16.8022,3.3333,16.9492,14.7059,22.7848,19.618,20.4824,18.6207,1.6129,3.4884,55.914,46.6495,26.8293,29.5455,83.0508,85.2941,77.2152,80.382,79.5176,81.3793,98.3871,96.5116,44.086,53.3505,73.1707,70.4545,40.8163,38.916,37.7149,37.7049,31.9783,43.3333,8.4034,14.2152,16.7783,6.4516,28.9477,26.6667,8.0645,3.9036,4.7932,2.849,5.8458,13.6986
Nagaland,age_18_21,13,11.5385,6.6529,8.607,3.125,12.3153,16.6667,13.3333,8.1081,25.8268,21.914,23.6489,21.3265,5.8824,2.439,59.481,40.0786,53.8462,15.7895,86.6667,91.8919,74.1732,78.086,76.3511,78.6735,94.1176,97.561,40.519,59.9214,46.1538,84.2105,30.7692,28.1395,23.1597,9.375,26.1084,16.6667,8.4034,14.2152,16.7783,6.4516,28.9477,26.6667,8.0645,3.9036,4.7932,2.849,5.8458,13.6986
Nagaland,age_22_25,13,4.3478,6.4049,8.6677,0.0,13.6364,8.6957,23.3333,10.7143,29.3745,24.368,26.5551,18.5689,3.2258,2.3622,56.727,34.2977,32.3529,18.3908,76.6667,89.2857,70.6255,75.632,73.4449,81.4311,96.7742,97.6378,43.273,65.7023,67.6471,81.6092,17.3913,22.0847,21.6444,4.4444,25.8182,4.3478,8.4034,14.2152,16.7783,6.4516,28.9477,26.6667,8.0645,3.9036,4.7932,2.849,5.8458,13.6986
Nagaland,age_26_29,13,5.3571,8.2047,9.6456,0.9524,12.8773,0.0,22.2222,9.5745,33.8264,25.944,32.3758,17.1349,0.9434,0.0,65.3417,32.4239,12.5,9.1954,77.7778,90.4255,66.1736,74.056,67.6242,82.8651,99.0566,100.0,34.6583,67.5761,87.5,90.8046,25.0,21.8148,19.9014,7.619,21.1268,4.7619,8.4034,14.2152,16.7783,6.4516,28.9477,26.6667,8.0645,3.9036,4.7932,2.849,5.8458,13.6986
Nagaland,age_30_33,13,6.25,10.1464,11.1953,0.0,19.863,3.5714,27.2727,14.2857,38.7619,26.4893,36.9655,14.8062,5.4945,3.3333,71.7602,37.6151,15.1515,5.1852,72.7273,85.7143,61.2381,73.5107,63.0345,85.1938,94.5055,96.6667,28.2398,62.3849,84.8485,94.8148,9.375,22.4923,18.7356,12.7907,20.8904,14.2857,8.4034,14.2152,16.7783,6.4516,28.9477,26.6667,8.0645,3.9036,4.7932,2.849,5.8458,13.6986
Nagaland,age_34_plus,13,8.5714,16.1356,15.1611,9.0909,21.374,4.3478,53.6424,36.1111,59.6824,39.7679,49.4975,21.2727,12.8049,3.9267,75.3759,44.4752,30.303,9.0301,46.3576,63.8889,40.3176,60.2321,50.5025,78.7273,87.1951,96.0733,24.6241,55.5248,69.697,90.9699,20.0,19.1056,16.4561,16.4336,15.2672,17.3913,8.4034,14.2152,16.7783,6.4516,28.9477,26.6667,8.0645,3.9036,4.7932,2.849,5.8458,13.6986
Manipur,age_below10,14,95.6522,92.7026,94.5655,91.6667,93.4588,100.0,90.1288,88.1481,84.2494,82.806,80.3331,79.545,73.3333,69.2308,84.3179,82.6293,81.1881,77.3585,9.8712,11.8519,15.7506,17.194,19.6669,20.455,26.6667,30.7692,15.6821,17.3707,18.8119,22.6415,0.0,0.0,0.0,0.0,0.0,0.0,11.8765,12.9322,11.7475,31.5789,10.7265,11.1111,2.2573,3.7486,2.8728,12.0968,2.7142,20.4082
Manipur,age_10_13,14,50.0,46.7443,35.0635,15.3846,42.2056,33.3333,41.2844,20.6186,30.1323,25.982,13.7787,11.2784,1.8868,5.3571,31.9718,21.1069,10.6383,12.5,58.7156,79.3814,69.8677,74.018,86.2213,88.7216,98.1132,94.6429,68.0282,78.8931,89.3617,87.5,3.125,6.0807,11.1526,25.0,8.8359,19.0476,11.8765,12.9322,11.7475,31.5789,10.7265,11.1111,2.2573,3.7486,2.8728,12.0968,2.7142,20.4082
Manipur,age_14_17,14,20.8333,12.7131,4.5195,2.2222,9.083,7.1429,39.2405,18.4211,21.8433,17.0469,10.274,5.9791,4.2553,1.6129,32.0057,15.0666,12.5,8.8235,60.7595,81.5789,78.1567,82.9531,89.726,94.0209,95.7447,98.3871,67.9943,84.9334,87.5,91.1765,31.25,34.1096,50.7559,48.8889,44.3689,50.0,11.8765,12.9322,11.7475,31.5789,10.7265,11.1111,2.2573,3.7486,2.8728,12.0968,2.7142,20.4082
Manipur,age_18_21,14,20.0,8.8619,3.0552,0.0,6.1723,7.1429,53.4884,22.6415,23.7903,16.9041,13.1395,6.4114,6.8966,7.1429,41.5143,14.522,12.5,8.0,46.5116,77.3585,76.2097,83.0959,86.8605,93.5886,93.1034,92.8571,58.4857,85.478,87.5,92.0,15.0,30.2322,34.5866,0.0,38.6373,21.4286,11.8765,12.9322,11.7475,31.5789,10.7265,11.1111,2.2573,3.7486,2.8728,12.0968,2.7142,20.4082
Manipur,age_22_25,14,22.7273,7.2072,2.6226,1.4085,5.153,3.3898,54.1667,29.703,27.2895,17.5155,16.459,6.7824,5.3333,4.2857,49.4887,13.5945,10.6061,3.4483,45.8333,70.297,72.7105,82.4845,83.541,93.2176,94.6667,95.7143,50.5113,86.4055,89.3939,96.5517,22.7273,22.329,23.4829,5.6338,31.447,13.5593,11.8765,12.9322,11.7475,31.5789,10.7265,11.1111,2.2573,3.7486,2.8728,12.0968,2.7142,20.4082
Manipur,age_26_29,14,9.0909,8.4448,2.8607,0.0,6.3732,1.6393,63.7363,19.4175,34.7831,20.0503,23.3683,8.086,6.4516,2.4096,61.7924,16.3265,10.2941,4.7945,36.2637,80.5825,65.2169,79.9497,76.6317,91.914,93.5484,97.5904,38.2076,83.6735,89.7059,95.2055,27.2727,20.238,21.0993,8.6207,31.3732,6.5574,11.8765,12.9322,11.7475,31.5789,10.7265,11.1111,2.2573,3.7486,2.8728,12.0968,2.7142,20.4082
Manipur,age_30_33,14,0.0,10.2984,3.7595,0.0,10.2066,6.1224,76.9231,39.4366,41.0108,22.388,30.5957,9.1547,1.9231,1.3699,72.1291,20.0872,12.5,3.4146,23.0769,60.5634,58.9892,77.612,69.4043,90.8453,98.0769,98.6301,27.8709,79.9128,87.5,96.5854,25.0,20.5294,18.2841,3.9216,28.1152,4.0816,11.8765,12.9322,11.7475,31.5789,10.7265,11.1111,2.2573,3.7486,2.8728,12.0968,2.7142,20.4082
Manipur,age_34_plus,14,5.8824,16.4387,7.7461,4.7619,15.2696,3.4188,82.7411,41.1067,61.1591,32.8684,61.5336,20.7621,8.3333,3.8328,87.9115,33.594,31.1765,8.134,17.2589,58.8933,38.8409,67.1316,38.4664,79.2379,91.6667,96.1672,12.0885,66.406,68.8235,91.866,23.5294,19.5297,21.2511,16.0173,25.1869,15.3846,11.8765,12.9322,11.7475,31.5789,10.7265,11.1111,2.2573,3.7486,2.8728,12.0968,2.7142,20.4082
Mizoram,age_below10,15,91.6745,98.6675,98.0932,85.7143,100.0,100.0,89.1659,86.8198,75.224,75.5189,75.4933,75.2343,69.5652,94.1176,89.2909,88.6486,75.8621,76.4706,10.8341,13.1802,24.776,24.4811,24.5067,24.7657,30.4348,5.8824,10.7091,11.3514,24.1379,23.5294,0.0,0.0,0.0,0.0,0.0,0.0,9.7704,8.1968,11.7233,26.3158,24.9554,24.3902,2.8335,1.8563,5.1401,30.303,2.0284,0.0
Mizoram,age_10_13,15,81.6154,57.2422,55.54,100.0,61.194,44.4444,54.6473,41.7955,4.6267,4.6103,12.7295,9.8434,60.0,41.6667,44.856,47.1186,0.0,0.0,45.3527,58.2045,95.3733,95.3897,87.2705,90.1566,40.0,58.3333,55.144,52.8814,100.0,100.0,0.2411,1.9344,2.3843,0.0,2.2388,0.0,9.7704,8.1968,11.7233,26.3158,24.9554,24.3902,2.8335,1.8563,5.1401,30.303,2.0284,0.0
Mizoram,age_14_17,15,45.0457,13.9568,12.6496,66.6667,33.0189,50.0,53.9811,35.7938,2.9871,2.213,12.5561,10.4497,40.0,25.0,43.617,30.8559,33.3333,0.0,46.0189,64.2062,97.0129,97.787,87.4439,89.5503,60.0,75.0,56.383,69.1441,66.6667,100.0,5.4878,33.7541,37.9487,0.0,19.8113,0.0,9.7704,8.1968,11.7233,26.3158,24.9554,24.3902,2.8335,1.8563,5.1401,30.303,2.0284,0.0
Mizoram,age_18_21,15,30.5634,13.7686,9.8485,0.0,41.2698,,54.0453,31.199,3.0959,2.359,17.2414,22.1037,0.0,40.0,25.8824,18.4433,,33.3333,45.9547,68.801,96.9041,97.641,82.7586,77.8963,100.0,60.0,74.1176,81.5567,,66.6667,14.0845,33.9909,31.8182,50.0,19.0476,,9.7704,8.1968,11.7233,26.3158,24.9554,24.3902,2.8335,1.8563,5.1401,30.303,2.0284,0.0
Mizoram,age_22_25,15,31.4264,14.1135,10.8434,60.0,21.1268,0.0,58.5974,31.9293,3.3716,2.6192,16.443,36.4804,16.6667,28.5714,36.8889,17.0797,0.0,0.0,41.4026,68.0707,96.6284,97.3808,83.557,63.5196,83.3333,71.4286,63.1111,82.9203,100.0,100.0,11.2927,29.8416,21.6867,20.0,30.2817,40.0,9.7704,8.1968,11.7233,26.3158,24.9554,24.3902,2.8335,1.8563,5.1401,30.303,2.0284,0.0
Mizoram,age_26_29,15,28.6749,17.1034,11.0828,0.0,28.972,0.0,64.4983,34.4828,4.0381,2.7992,17.801,28.6918,66.6667,33.3333,43.6842,17.0588,30.0,2.439,35.5017,65.5172,95.9619,97.2008,82.199,71.3082,33.3333,66.6667,56.3158,82.9412,70.0,97.561,8.5921,25.7846,20.1274,25.0,21.4953,0.0,9.7704,8.1968,11.7233,26.3158,24.9554,24.3902,2.8335,1.8563,5.1401,30.303,2.0284,0.0
Mizoram,age_30_33,15,28.4053,23.3163,16.129,,37.6238,11.1111,70.2863,40.7028,5.9493,3.1695,18.0978,15.5222,100.0,14.2857,38.0368,18.2819,0.0,4.878,29.7137,59.2972,94.0507,96.8305,81.9022,84.4778,0.0,85.7143,61.9632,81.7181,100.0,95.122,7.6412,24.1893,16.129,,14.8515,33.3333,9.7704,8.1968,11.7233,26.3158,24.9554,24.3902,2.8335,1.8563,5.1401,30.303,2.0284,0.0
Mizoram,age_34_plus,15,26.267,53.1459,27.8862,44.4444,49.0826,25.0,79.8254,53.7232,14.7983,5.429,26.611,13.805,40.0,35.8974,40.4372,20.1777,20.0,9.322,20.1746,46.2768,85.2017,94.571,73.389,86.195,60.0,64.1026,59.5628,79.8223,80.0,90.678,3.5229,12.6265,15.3659,11.1111,10.0917,0.0,9.7704,8.1968,11.7233,26.3158,24.9554,24.3902,2.8335,1.8563,5.1401,30.303,2.0284,0.0
Tripura,age_below10,16,98.597,97.3243,98.2815,86.6667,98.443,100.0,83.9394,80.2822,77.0076,74.7815,75.179,73.9589,69.3878,67.4419,78.5173,77.2564,85.7143,80.0,16.0606,19.7178,22.9924,25.2185,24.821,26.0411,30.6122,32.5581,21.4827,22.7436,14.2857,20.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8862,11.4582,17.3104,21.978,27.411,25.0,2.7878,3.4599,3.2048,0.0,3.0432,31.25
Tripura,age_10_13,16,62.4928,48.17,51.535,21.0526,64.5179,50.0,36.5342,24.9589,23.3624,16.5053,13.9232,9.6976,5.0,7.1429,18.1153,15.0395,0.0,9.0909,63.4658,75.0411,76.6376,83.4947,86.0768,90.3024,95.0,92.8571,81.8847,84.9605,100.0,90.9091,2.2029,4.1146,3.4403,0.0,1.5503,16.6667,14.8862,11.4582,17.3104,21.978,27.411,25.0,2.7878,3.4599,3.2048,0.0,3.0432,31.25
Tripura,age_14_17,16,27.1615,15.6786,15.7273,10.5263,26.9032,0.0,39.6617,22.4707,23.417,13.0648,14.3999,8.0431,13.6364,0.0,23.5809,15.7384,16.6667,0.0,60.3383,77.5293,76.583,86.9352,85.6001,91.9569,86.3636,100.0,76.4191,84.2616,83.3333,100.0,26.4114,35.3094,35.6994,36.8421,24.6366,60.0,14.8862,11.4582,17.3104,21.978,27.411,25.0,2.7878,3.4599,3.2048,0.0,3.0432,31.25
Tripura,age_18_21,16,24.6407,16.0912,15.7142,0.0,27.0095,0.0,53.7512,29.0909,27.8791,12.8811,18.5843,9.3503,0.0,27.2727,32.2251,17.9141,0.0,0.0,46.2488,70.9091,72.1209,87.1189,81.4157,90.6497,100.0,72.7273,67.7749,82.0859,100.0,100.0,25.9754,30.7028,28.3718,50.0,23.3156,0.0,14.8862,11.4582,17.3104,21.978,27.411,25.0,2.7878,3.4599,3.2048,0.0,3.0432,31.25
Tripura,age_22_25,16,23.924,15.1639,16.086,0.0,31.6098,9.0909,57.8861,30.6094,33.2351,14.1329,21.453,9.7358,17.6471,13.3333,40.8258,21.0231,15.3846,1.1628,42.1139,69.3906,66.7649,85.8671,78.547,90.2642,82.3529,86.6667,59.1742,78.9769,84.6154,98.8372,23.4209,29.319,26.1591,14.2857,19.1098,27.2727,14.8862,11.4582,17.3104,21.978,27.411,25.0,2.7878,3.4599,3.2048,0.0,3.0432,31.25
Tripura,age_26_29,16,26.8414,16.062,19.0551,6.6667,37.5521,7.1429,66.0168,34.7462,39.5957,16.2913,27.3854,12.672,16.6667,12.5,52.8556,27.2993,6.6667,0.0,33.9832,65.2538,60.4043,83.7087,72.6146,87.328,83.3333,87.5,47.1444,72.7007,93.3333,100.0,20.4674,28.8482,25.1109,13.3333,16.7223,21.4286,14.8862,11.4582,17.3104,21.978,27.411,25.0,2.7878,3.4599,3.2048,0.0,3.0432,31.25
Tripura,age_30_33,16,29.0888,19.2671,22.4428,0.0,43.508,0.0,73.9422,43.4587,48.7916,16.7657,33.7876,15.1487,29.1667,10.0,63.7361,33.949,10.5263,0.3759,26.0578,56.5413,51.2084,83.2343,66.2124,84.8513,70.8333,90.0,36.2639,66.051,89.4737,99.6241,15.1869,26.7074,22.8779,23.5294,12.9515,11.7647,14.8862,11.4582,17.3104,21.978,27.411,25.0,2.7878,3.4599,3.2048,0.0,3.0432,31.25
Tripura,age_34_plus,16,39.0087,31.6456,31.5422,13.2075,49.3783,17.6471,85.7,55.9,70.2591,33.8389,52.1744,25.4124,28.3784,15.7407,78.9249,47.3015,5.5556,1.0204,14.3,44.1,29.7409,66.1611,47.8256,74.5876,71.6216,84.2593,21.0751,52.6985,94.4444,98.9796,13.2945,18.4575,17.2945,39.6226,10.5203,17.6471,14.8862,11.4582,17.3104,21.978,27.411,25.0,2.7878,3.4599,3.2048,0.0,3.0432,31.25
Meghalaya,age_below10,17,96.875,95.3595,94.9274,88.2353,93.7333,96.5517,85.1163,82.4528,86.0549,86.8793,81.024,79.8886,79.5181,85.0,89.8717,89.7505,77.4319,73.7374,14.8837,17.5472,13.9451,13.1207,18.976,20.1114,20.4819,15.0,10.1283,10.2495,22.5681,26.2626,0.0,0.0,0.0,0.0,0.0,0.0,24.055,14.2242,17.9418,0.0,22.6127,14.2276,8.2305,2.951,5.2202,0.0,4.7207,3.4904
Meghalaya,age_10_13,17,47.7419,65.7381,49.3342,31.8182,61.6129,62.2222,31.4159,28.91,27.7613,31.5743,26.0401,21.931,38.8889,48.3871,53.6102,48.7336,16.6667,11.6883,68.5841,71.09,72.2387,68.4257,73.9599,78.069,61.1111,51.6129,46.3898,51.2664,83.3333,88.3117,10.9677,3.105,7.4971,18.1818,4.6774,1.1111,24.055,14.2242,17.9418,0.0,22.6127,14.2276,8.2305,2.951,5.2202,0.0,4.7207,3.4904
Meghalaya,age_14_17,17,18.6441,31.2688,17.1531,5.5556,22.9693,15.5963,18.4332,17.316,18.9543,23.7576,23.0634,18.2076,25.0,30.303,46.2561,44.1292,14.1732,21.3115,81.5668,82.684,81.0457,76.2424,76.9366,81.7924,75.0,69.697,53.7439,55.8708,85.8268,78.6885,30.5085,22.5529,33.7203,27.7778,30.2313,30.2752,24.055,14.2242,17.9418,0.0,22.6127,14.2276,8.2305,2.951,5.2202,0.0,4.7207,3.4904
Meghalaya,age_18_21,17,6.1224,25.2087,13.6824,22.2222,16.469,13.2075,16.9492,16.0256,21.7038,22.8876,27.2089,18.0475,35.7143,44.4444,53.0322,40.1322,30.2632,8.2645,83.0508,83.9744,78.2962,77.1124,72.7911,81.9525,64.2857,55.5556,46.9678,59.8678,69.7368,91.7355,27.551,22.4949,24.3967,11.1111,23.3202,30.1887,24.055,14.2242,17.9418,0.0,22.6127,14.2276,8.2305,2.951,5.2202,0.0,4.7207,3.4904
Meghalaya,age_22_25,17,10.0,26.4551,13.5734,15.7895,15.1797,8.8889,20.354,9.4915,25.0086,24.5178,30.1713,17.1797,34.4828,19.3548,57.7487,41.4939,36.1702,13.913,79.646,90.5085,74.9914,75.4822,69.8287,82.8203,65.5172,80.6452,42.2513,58.5061,63.8298,86.087,23.3333,17.2081,18.4916,0.0,18.6493,23.3333,24.055,14.2242,17.9418,0.0,22.6127,14.2276,8.2305,2.951,5.2202,0.0,4.7207,3.4904
Meghalaya,age_26_29,17,9.5588,30.1755,15.6526,0.0,18.117,16.25,33.3333,22.0994,32.465,27.6428,37.7611,20.4241,34.375,15.3846,64.871,46.178,35.4839,18.125,66.6667,77.9006,67.535,72.3572,62.2389,79.5759,65.625,84.6154,35.129,53.822,64.5161,81.875,17.6471,14.0279,17.2318,14.2857,19.4009,13.75,24.055,14.2242,17.9418,0.0,22.6127,14.2276,8.2305,2.951,5.2202,0.0,4.7207,3.4904
Meghalaya,age_30_33,17,21.2121,33.0313,16.7385,0.0,21.7438,10.1695,35.2941,17.1779,36.3015,28.6661,42.2428,20.1531,17.8571,16.0,71.4505,50.5203,42.1569,13.1868,64.7059,82.8221,63.6985,71.3339,57.7572,79.8469,82.1429,84.0,28.5495,49.4797,57.8431,86.8132,25.2525,12.2551,16.3538,8.6957,17.5457,15.2542,24.055,14.2242,17.9418,0.0,22.6127,14.2276,8.2305,2.951,5.2202,0.0,4.7207,3.4904
Meghalaya,age_34_plus,17,20.339,41.9318,21.9117,6.4103,35.7559,14.6067,51.4803,27.907,52.134,35.9478,54.4507,26.3475,35.5372,18.6335,78.4658,54.916,50.9642,24.0296,48.5197,72.093,47.866,64.0522,45.5493,73.6525,64.4628,81.3665,21.5342,45.084,49.0358,75.9704,20.678,9.8946,13.8141,11.5385,11.7541,10.6742,24.055,14.2242,17.9418,0.0,22.6127,14.2276,8.2305,2.951,5.2202,0.0,4.7207,3.4904
Assam,age_below10,18,95.1747,95.7667,95.4243,95.3206,96.1416,92.8717,77.4653,75.5306,82.2651,80.6295,77.3927,75.7565,68.3662,70.0367,85.8491,85.0715,68.3226,70.1156,22.5347,24.4694,17.7349,19.3705,22.6073,24.2435,31.6338,29.9633,14.1509,14.9285,31.6774,29.8844,0.0,0.0,0.0,0.0,0.0,0.0,14.198,13.3897,16.2632,17.3793,21.1167,15.2116,3.0811,3.0741,3.3134,3.1687,2.6428,4.0311
Assam,age_10_13,18,40.6904,53.3875,35.3601,21.2911,49.0675,26.0749,20.532,17.8558,33.8357,27.8925,21.9154,15.9741,3.3917,2.6804,38.8308,36.8212,8.3863,4.0046,79.468,82.1442,66.1643,72.1075,78.0846,84.0259,96.6083,97.3196,61.1692,63.1788,91.6137,95.9954,9.0481,4.8881,10.6674,14.3828,6.0585,12.344,14.198,13.3897,16.2632,17.3793,21.1167,15.2116,3.0811,3.0741,3.3134,3.1687,2.6428,4.0311
Assam,age_14_17,18,12.0631,20.3875,10.4692,1.0381,17.7652,4.3956,19.0324,14.4535,34.1941,26.2358,21.209,14.3493,2.2548,3.1938,37.1216,35.229,7.278,3.9642,80.9676,85.5465,65.8059,73.7642,78.791,85.6507,97.7452,96.8062,62.8784,64.771,92.722,96.0358,38.726,31.4718,43.6575,45.7901,37.7533,44.427,14.198,13.3897,16.2632,17.3793,21.1167,15.2116,3.0811,3.0741,3.3134,3.1687,2.6428,4.0311
Assam,age_18_21,18,10.9541,17.5609,9.7272,1.432,18.097,4.1667,23.9928,13.4862,39.4083,27.7073,24.6775,14.9936,4.3379,2.5948,45.6267,35.1846,11.8644,2.7778,76.0072,86.5138,60.5917,72.2927,75.3225,85.0064,95.6621,97.4052,54.3733,64.8154,88.1356,97.2222,26.1484,27.351,27.8111,9.0692,25.7085,20.1923,14.198,13.3897,16.2632,17.3793,21.1167,15.2116,3.0811,3.0741,3.3134,3.1687,2.6428,4.0311
Assam,age_22_25,18,9.8632,18.0372,9.6583,0.8841,18.6502,3.8511,27.8486,13.7465,44.8493,28.279,28.4307,15.078,3.5071,2.2189,52.7186,35.1767,9.5238,3.3694,72.1514,86.2535,55.1507,71.721,71.5693,84.922,96.4929,97.7811,47.2814,64.8233,90.4762,96.6306,24.1163,23.5358,24.0054,6.0904,23.7604,17.3299,14.198,13.3897,16.2632,17.3793,21.1167,15.2116,3.0811,3.0741,3.3134,3.1687,2.6428,4.0311
Assam,age_26_29,18,13.5338,20.6725,13.0251,1.4778,22.5905,4.3695,38.1134,17.3292,53.7975,32.7461,36.1785,19.082,3.2412,2.4876,61.8413,41.0738,14.1479,3.4763,61.8866,82.6708,46.2025,67.2539,63.8215,80.918,96.7588,97.5124,38.1587,58.9262,85.8521,96.5237,20.7109,20.4085,22.3175,12.7094,22.0059,22.3471,14.198,13.3897,16.2632,17.3793,21.1167,15.2116,3.0811,3.0741,3.3134,3.1687,2.6428,4.0311
Assam,age_30_33,18,17.002,25.0926,16.9605,1.8443,28.4708,4.8649,44.4693,18.8199,60.5056,37.0784,42.5432,22.514,4.3137,2.3593,68.9491,46.8943,14.5497,3.7206,55.5307,81.1801,39.4944,62.9216,57.4568,77.486,95.6863,97.6407,31.0509,53.1057,85.4503,96.2794,18.7123,17.6535,20.4236,15.2664,19.0047,19.1892,14.198,13.3897,16.2632,17.3793,21.1167,15.2116,3.0811,3.0741,3.3134,3.1687,2.6428,4.0311
Assam,age_34_plus,18,30.1222,34.2864,28.7666,13.1266,42.3892,10.8157,60.5054,27.5111,70.1797,42.9582,57.2743,27.7557,11.9193,2.6683,79.7076,51.2832,25.0338,7.303,39.4946,72.4889,29.8203,57.0418,42.7257,72.2443,88.0807,97.3317,20.2924,48.7168,74.9662,92.697,16.6068,13.8095,17.2645,21.6749,13.3519,19.3781,14.198,13.3897,16.2632,17.3793,21.1167,15.2116,3.0811,3.0741,3.3134,3.1687,2.6428,4.0311
West Bengal,age_below10,19,94.571,97.3747,97.8324,96.7343,97.5472,96.2138,73.073,71.384,76.425,74.5962,75.1204,73.7021,70.1842,68.6535,79.7435,79.4053,71.0509,69.7321,26.927,28.616,23.575,25.4038,24.8796,26.2979,29.8158,31.3465,20.2565,20.5947,28.9491,30.2679,0.0,0.0,0.0,0.0,0.0,0.0,22.2794,15.8234,22.6793,13.2629,27.9635,17.3607,5.1797,3.5045,4.1395,2.9572,3.8238,6.8978
