state_name,age_bracket,state_code,Below_primary_share_total_female,CMPR_agri_labourers_female,CMPR_below_primary_female,CMPR_cultivators_female,CMPR_household_industry_female,CMPR_illiterate_female,CMPR_main_workers_female,CMPR_matric_female,CMPR_middle_female,CMPR_non_workers_female,CMPR_other_workers_female,CMPR_primary_female,CMPR_total_female,Child_labour_attending_total_female,Child_labour_dropout_total_female,Dropout_rate_total_female,Graduate_share_total_female,Illiteracy_rate_total_female,Literacy_rate_total_female,Non_worker_dropout_total_female,School_attendance_rate_total_female
Meghalaya,age_below10,17,95.2147,1.4145,1.3456,1.7963,,1.5746,1.5316,1.3671,1.481,,,1.6187,1.5175,44.9479,54.0565,54.0565,0.0,86.1179,13.8821,0.0,45.9435
Assam,age_10_13,18,39.8643,2.2993,3.1337,1.7731,,3.059,1.9119,0.7093,1.3851,,,2.5724,2.547,67.72,30.9878,30.9878,0.0,27.9565,72.0435,0.0,69.0122
Assam,age_14_17,18,12.4425,25.5016,29.3719,21.9841,,28.7518,21.624,13.7635,24.2621,,,29.2564,26.2085,55.9849,39.9434,39.9434,0.0,25.8867,74.1133,0.0,60.0566
Assam,age_18_21,18,11.7614,46.9185,44.339,46.197,,44.8828,44.4449,42.9807,46.5291,,,44.5317,44.2082,32.7642,59.6173,59.6173,0.0,30.8754,69.1246,0.0,40.3827
Assam,age_22_25,18,11.7667,14.4448,12.6288,17.2719,,12.3164,17.5592,23.5493,15.4229,,,12.5462,14.4723,,,,6.0227,35.818,64.182,,
Assam,age_26_29,18,15.0922,3.7143,3.2243,4.9471,,3.1376,5.9297,7.5586,3.9547,,,3.2375,4.0892,,,,8.6534,44.1008,55.8992,,
Assam,age_30_33,18,19.1527,1.7974,1.4031,2.1016,,1.5699,2.48,2.1844,1.2093,,,1.174,1.6456,,,,7.9692,50.4788,49.5212,,
Assam,age_34_plus,18,30.9082,0.7995,0.5771,0.9408,,0.7613,0.9729,0.5924,0.3519,,,0.4329,0.6748,,,,5.1594,63.7069,36.2931,,
Assam,age_below10,18,95.6406,1.0242,1.1517,0.9728,,1.1429,0.9815,1.0549,1.1592,,,1.1638,1.1352,49.7348,49.9473,49.9473,0.0,80.8951,19.1049,0.0,50.0527
West Bengal,age_10_13,19,55.6529,6.1819,7.4633,6.4962,,9.7035,6.3569,1.0498,2.5339,,,4.8172,6.986,75.2174,23.0295,23.0295,0.0,19.367,80.633,0.0,76.9705
West Bengal,age_14_17,19,20.2687,46.1876,47.3002,41.1092,,45.6868,39.9696,17.0563,34.9214,,,44.5361,40.9367,51.1757,42.782,42.782,0.0,22.366,77.634,0.0,57.218
West Bengal,age_18_21,19,20.3205,36.4886,33.6509,38.0267,,31.8229,34.4537,45.8632,43.0474,,,37.0412,34.8809,22.723,68.9123,68.9123,0.0,28.1521,71.8479,0.0,31.0877
West Bengal,age_22_25,19,21.8027,6.0929,5.3663,7.7709,,5.4055,9.3176,21.1743,11.024,,,6.7183,8.5631,,,,7.1851,33.2102,66.7898,,
West Bengal,age_26_29,19,24.1902,1.2234,1.147,1.765,,1.1548,3.3624,6.2813,2.6979,,,1.4771,2.2855,,,,10.0435,39.229,60.771,,
West Bengal,age_30_33,19,25.508,0.4924,0.4035,0.7317,,0.5253,1.4415,1.9583,0.8045,,,0.4504,0.7944,,,,9.8089,44.2036,55.7964,,
West Bengal,age_34_plus,19,32.4469,0.2347,0.2465,0.4218,,0.403,0.6342,0.6801,0.3027,,,0.2022,0.4109,,,,8.4946,56.7133,43.2867,,
West Bengal,age_below10,19,97.7387,1.2083,1.3476,1.5471,,1.9861,1.3449,0.9827,1.0138,,,1.1405,1.565,55.2257,44.5593,44.5593,0.0,76.7027,23.2973,0.0,55.4407
Jharkhand,age_10_13,20,46.5121,8.0406,7.9644,6.559,,9.0811,6.9467,2.4316,4.1459,,,6.1905,7.9272,57.2236,40.9258,40.9258,0.0,39.1907,60.8093,0.0,59.0742
Jharkhand,age_14_17,20,12.981,42.2928,44.2094,36.1243,,43.2912,37.7115,27.4001,38.1903,,,42.2651,41.1737,41.761,52.0351,52.0351,0.0,39.4418,60.5582,0.0,47.9649
Jharkhand,age_18_21,20,10.4415,37.3136,34.5424,41.5984,,34.9377,39.117,47.3053,41.8799,,,38.1394,36.4213,20.5077,69.1123,69.1123,0.0,48.1349,51.8651,0.0,30.8877
Jharkhand,age_22_25,20,10.7498,5.7483,5.048,8.1602,,5.2736,8.0437,12.9623,7.6204,,,5.9944,6.5752,,,,10.2195,56.1379,43.8621,,
Jharkhand,age_26_29,20,12.355,0.9471,0.8108,1.4254,,0.8428,1.7073,2.4921,1.2704,,,0.9516,1.166,,,,14.1195,63.3125,36.6875,,
Jharkhand,age_30_33,20,13.9753,0.3618,0.2927,0.5933,,0.3921,0.7217,0.7069,0.3426,,,0.3051,0.4385,,,,12.6061,70.076,29.924,,
Jharkhand,age_34_plus,20,16.9382,0.1772,0.1474,0.2362,,0.2005,0.2795,0.2008,0.1156,,,0.1199,0.1974,,,,8.2875,78.7949,21.2051,,
Jharkhand,age_below10,20,94.9918,3.4714,3.5579,3.4945,,3.6928,3.4452,2.1619,2.6278,,,2.9862,3.4235,39.2944,60.3648,60.3648,0.0,84.4811,15.5189,0.0,39.6352
State - ORISSA  21,age_10_13,21,35.1104,2.2478,3.3946,2.2997,,3.2874,2.3218,0.6174,1.1724,,,2.382,2.8345,67.6055,31.1915,31.1915,0.0,26.0426,73.9574,0.0,68.8085
State - ORISSA  21,age_14_17,21,11.6542,35.3838,37.206,33.6779,,36.9719,32.9555,15.6565,25.6614,,,33.9467,33.8944,41.5057,53.8898,53.8898,0.0,28.1293,71.8707,0.0,46.1102
State - ORISSA  21,age_18_21,21,12.0764,48.502,45.5651,49.398,,45.6037,46.2785,50.4974,50.8766,,,48.0002,46.1939,20.0059,72.6635,72.6635,0.0,31.6338,68.3662,0.0,27.3365
State - ORISSA  21,age_22_25,21,13.5809,8.6352,8.2308,9.0737,,8.0372,11.0535,22.0456,14.2743,,,9.8562,10.265,,,,10.6484,37.6126,62.3874,,
State - ORISSA  21,age_26_29,21,17.9069,1.232,1.0866,1.3218,,1.1459,2.5357,3.8862,1.8211,,,1.2622,1.6242,,,,11.6092,47.2139,52.7861,,
State - ORISSA  21,age_30_33,21,22.1301,0.4784,0.3024,0.5124,,0.4711,0.8041,0.5769,0.268,,,0.2602,0.456,,,,7.9182,54.5405,45.4595,,
State - ORISSA  21,age_34_plus,21,33.396,0.2052,0.1304,0.205,,0.244,0.2599,0.1109,0.065,,,0.0852,0.1967,,,,3.6951,69.4055,30.5945,,
State - ORISSA  21,age_below10,21,96.6607,1.4882,1.7213,1.7338,,1.7768,1.5821,1.2767,1.4464,,,1.5196,1.6726,55.0512,44.7626,44.7626,0.0,79.0577,20.9423,0.0,55.2374
Chhattisgarh,age_10_13,22,52.5461,9.2122,7.7147,8.7648,,9.7594,8.7127,1.4927,2.6971,,,5.5066,8.0348,73.9287,23.2095,23.2095,0.0,17.2843,82.7157,0.0,76.7905
Chhattisgarh,age_14_17,22,14.603,42.3347,41.0781,37.8271,,40.2614,38.9502,18.1077,33.0449,,,40.018,37.8714,41.793,43.9352,43.9352,0.0,21.9473,78.0527,0.0,56.0648
Chhattisgarh,age_18_21,22,13.8215,38.4036,39.9821,41.5077,,38.0156,39.8284,54.0664,50.6626,,,43.1977,40.4529,18.8316,56.7749,56.7749,0.0,29.7989,70.2011,0.0,43.2251
Chhattisgarh,age_22_25,22,16.2198,2.6833,3.3715,3.8759,,3.5402,4.2879,17.0887,7.0862,,,4.2696,5.3042,,,,7.7958,37.3795,62.6205,,
Chhattisgarh,age_26_29,22,19.4088,0.3264,0.4661,0.4871,,0.4678,0.8297,3.1557,0.9197,,,0.5458,0.8797,,,,10.1926,46.199,53.801,,
Chhattisgarh,age_30_33,22,22.7102,0.1268,0.1516,0.1512,,0.1951,0.2601,0.6745,0.1683,,,0.1409,0.2494,,,,8.7607,54.8411,45.1589,,
Chhattisgarh,age_34_plus,22,30.31,0.0765,0.09,0.0926,,0.1528,0.1289,0.2016,0.062,,,0.0639,0.1408,,,,5.97,73.4037,26.5963,,
Chhattisgarh,age_below10,22,98.4397,5.7804,5.0943,6.333,,5.9328,5.8768,2.1167,2.7594,,,3.778,5.1535,56.7661,42.8661,42.8661,0.0,78.1586,21.8414,0.0,57.1339
Madhya Pradesh,age_10_13,23,55.0027,12.7465,11.4485,13.5612,,14.3882,12.7357,2.7479,5.2726,,,8.7413,11.8941,71.5601,25.7856,25.7856,0.0,22.1534,77.8466,0.0,74.2144
Madhya Pradesh,age_14_17,23,16.5869,44.2294,44.3033,43.0004,,44.5597,42.4104,24.9479,39.1995,,,44.3979,41.9276,44.0912,45.2632,45.2632,0.0,26.653,73.347,0.0,54.7368
Madhya Pradesh,age_18_21,23,13.9106,33.9162,33.8928,34.1846,,31.1744,33.8697,50.4201,43.3725,,,36.6324,34.114,20.7881,60.4402,60.4402,0.0,36.0479,63.9521,0.0,39.5598
Madhya Pradesh,age_22_25,23,15.3341,2.4375,2.9037,2.346,,2.4867,3.6858,14.0201,6.0584,,,3.7869,4.5905,,,,9.4722,43.893,56.107,,
Madhya Pradesh,age_26_29,23,17.829,0.3089,0.3799,0.2973,,0.3353,0.764,2.2413,0.7336,,,0.4895,0.7541,,,,12.4407,50.627,49.373,,
Madhya Pradesh,age_30_33,23,20.5626,0.113,0.1303,0.1028,,0.1495,0.2281,0.4358,0.1531,,,0.1282,0.2042,,,,11.5761,56.7201,43.2799,,
Madhya Pradesh,age_34_plus,23,25.2708,0.073,0.0827,0.0708,,0.1351,0.1113,0.1305,0.0619,,,0.0633,0.1249,,,,9.3421,71.7231,28.2769,,
Madhya Pradesh,age_below10,23,97.6967,5.0882,4.5942,5.499,,5.1124,5.0393,1.9681,2.5324,,,3.3304,4.4404,51.9696,47.6949,47.6949,0.0,79.483,20.517,0.0,52.3051
Gujarat,age_10_13,24,38.8253,2.8282,3.8479,2.0932,,3.6704,3.2699,0.8382,1.7368,,,2.6947,2.9511,74.6295,23.5898,23.5898,0.0,18.023,81.977,0.0,76.4102
Gujarat,age_14_17,24,12.2314,23.5741,24.9999,21.886,,25.8234,23.1892,11.2064,18.3959,,,22.421,22.0732,45.0237,46.1274,46.1274,0.0,20.5072,79.4928,0.0,53.8726
Gujarat,age_18_21,24,11.7044,62.9938,57.7082,65.0785,,58.3393,59.4912,63.2676,62.5778,,,60.3585,58.7346,22.0598,62.8467,62.8467,0.0,25.384,74.616,0.0,37.1533
