state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,Illiteracy_rate_buddhist_female,Illiteracy_rate_christian_female,Illiteracy_rate_hindu_female,Illiteracy_rate_jain_female,Illiteracy_rate_muslim_female,Illiteracy_rate_sikh_female,Literacy_rate_buddhist_female,Literacy_rate_christian_female,Literacy_rate_hindu_female,Literacy_rate_jain_female,Literacy_rate_muslim_female,Literacy_rate_sikh_female,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female
Chhattisgarh,age_14_17,22,5.5288,6.2223,15.1281,1.0345,8.0711,3.3456,3.0303,7.7637,22.7065,1.0721,8.1657,4.4072,96.9697,92.2363,77.2935,98.9279,91.8343,95.5928,39.0625,42.2425,29.3109,40.9852,37.0727,41.5749
Chhattisgarh,age_18_21,22,4.5455,5.3022,14.4135,0.999,8.0328,2.7295,4.3478,11.9044,30.8955,1.5733,11.2126,3.6653,95.6522,88.0956,69.1045,98.4267,88.7874,96.3347,28.4512,26.905,23.8903,7.4925,24.6973,13.8131
Madhya Pradesh,age_below10,23,98.0829,97.385,97.7759,96.2736,96.8177,97.1244,74.2683,75.4036,79.7536,69.6182,76.9595,72.4207,25.7317,24.5964,20.2464,30.3818,23.0405,27.5793,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,age_10_13,23,46.4515,40.3035,55.6412,25.4186,51.1774,38.3747,8.0804,13.1521,22.8193,1.3152,16.452,9.6627,91.9196,86.8479,77.1807,98.6848,83.548,90.3373,3.9558,6.3259,3.3515,13.1364,4.8014,8.3174
Madhya Pradesh,age_14_17,23,8.5467,5.9154,17.022,1.18,14.895,7.8175,9.0616,10.8869,27.6703,0.9567,19.4525,11.3456,90.9384,89.1131,72.3297,99.0433,80.5475,88.6544,37.0487,40.0562,29.8523,40.5925,30.6801,35.8532
Madhya Pradesh,age_18_21,23,6.9644,3.7926,14.4373,0.8532,11.7516,6.6331,12.4968,12.9091,37.638,0.9051,24.626,14.0383,87.5032,87.0909,62.362,99.0949,75.374,85.9617,27.2113,15.4141,22.2033,10.1777,24.1847,13.0563
Gujarat,age_below10,24,97.5728,98.0406,98.1013,97.693,97.7452,97.8175,79.7144,73.4284,76.4715,68.5586,75.6796,73.3615,20.2856,26.5716,23.5285,31.4414,24.3204,26.6385,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,age_10_13,24,41.7549,31.5153,38.9011,23.0669,40.1066,36.606,17.4782,10.4675,18.5688,1.2411,14.9353,12.4644,82.5218,89.5325,81.4312,98.7589,85.0647,87.5356,6.354,9.1577,6.8337,13.7383,5.604,8.8427
Gujarat,age_14_17,24,13.4228,6.7205,12.2304,1.4074,13.7836,7.1529,22.931,10.575,21.1035,1.0137,17.6322,10.0883,77.069,89.425,78.8965,98.9863,82.3678,89.9117,29.5302,39.2892,34.0015,39.1928,27.5703,36.0449
Gujarat,age_18_21,24,15.7447,6.9834,11.6578,1.3721,13.7136,6.6971,22.6974,14.7428,26.0998,1.3535,21.787,14.5644,77.3026,85.2572,73.9002,98.6465,78.213,85.4356,23.8298,15.4632,17.8073,6.5423,18.4232,10.1979
Daman & Diu,age_below10,25,,100.0,98.4503,100.0,98.2079,100.0,100.0,76.7442,74.1822,69.5652,73.6295,66.6667,0.0,23.2558,25.8178,30.4348,26.3705,33.3333,,0.0,0.0,0.0,0.0,0.0
Daman & Diu,age_10_13,25,0.0,23.8532,28.5842,28.5714,41.1483,33.3333,33.3333,3.5398,6.9603,0.0,6.4877,0.0,66.6667,96.4602,93.0397,100.0,93.5123,100.0,0.0,16.5138,8.5753,0.0,8.3732,33.3333
Daman & Diu,age_14_17,25,0.0,1.2346,5.8252,0.0,6.0,0.0,0.0,6.8966,12.7498,0.0,11.8388,0.0,100.0,93.1034,87.2502,100.0,88.1612,100.0,0.0,48.1481,42.9674,50.0,43.7143,75.0
Daman & Diu,age_18_21,25,0.0,4.2553,6.817,0.0,6.0109,,0.0,7.8431,19.778,0.0,16.055,,100.0,92.1569,80.222,100.0,83.945,,0.0,14.8936,25.2178,14.2857,19.1257,
Dadra & Nagar Haveli,age_below10,26,100.0,97.973,97.7562,100.0,96.6102,100.0,90.3846,81.5461,83.0816,77.1429,75.4508,66.6667,9.6154,18.4539,16.9184,22.8571,24.5492,33.3333,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,age_10_13,26,50.0,36.7816,39.6731,11.5385,30.916,,57.1429,29.8387,35.5364,3.7037,6.4286,,42.8571,70.1613,64.4636,96.2963,93.5714,,0.0,5.1724,6.5379,19.2308,6.4885,
Dadra & Nagar Haveli,age_14_17,26,0.0,13.7931,14.4641,0.0,10.0629,,33.3333,29.8387,48.8553,0.0,11.6667,,66.6667,70.1613,51.1447,100.0,88.3333,,50.0,33.908,34.3179,41.6667,36.478,
Dadra & Nagar Haveli,age_18_21,26,0.0,10.3448,13.723,0.0,7.4627,,36.3636,38.9474,54.5481,0.0,11.8421,,63.6364,61.0526,45.4519,100.0,88.1579,,14.2857,44.8276,22.1728,16.6667,20.8955,
Maharashtra,age_below10,27,97.4943,96.9991,97.5395,97.0898,96.3607,96.4441,72.9893,71.0763,73.457,69.877,73.1559,71.426,27.0107,28.9237,26.543,30.123,26.8441,28.574,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,age_10_13,27,34.1689,25.8629,33.6013,22.5872,34.9383,29.1667,4.4887,3.2013,6.5098,1.0651,7.087,4.8327,95.5113,96.7987,93.4902,98.9349,92.913,95.1673,6.0467,10.0495,6.4575,11.8996,7.1928,9.4401
Maharashtra,age_14_17,27,6.5611,3.6921,7.4939,1.3084,9.376,3.9412,5.5174,4.0385,8.5974,0.9505,9.6541,4.9217,94.4826,95.9615,91.4026,99.0495,90.3459,95.0783,43.983,40.7817,40.7075,41.308,35.2471,40.7941
Maharashtra,age_18_21,27,7.9633,3.854,8.649,1.5495,10.2407,4.2992,9.8764,5.9525,14.3479,1.1755,14.6954,7.6923,90.1236,94.0475,85.6521,98.8245,85.3046,92.3077,25.6233,12.6364,19.8106,6.5263,19.0486,10.5418
Andhra Pradesh,age_below10,28,95.4724,95.3748,95.7314,93.968,93.8707,93.9439,74.3434,70.9283,72.2477,68.9494,72.3357,74.4913,25.6566,29.0717,27.7523,31.0506,27.6643,25.5087,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,age_10_13,28,41.4696,25.4584,29.5375,18.985,29.6026,27.5754,24.2482,11.3847,19.2499,4.0865,15.9502,16.6522,75.7518,88.6153,80.7501,95.9135,84.0498,83.3478,6.5878,12.6479,10.0836,16.9799,10.7891,13.3195
Andhra Pradesh,age_14_17,28,15.5433,6.6594,9.9692,1.4815,7.9206,3.5032,30.4306,14.0244,25.7551,2.8194,19.5068,19.5559,69.5694,85.9756,74.2449,97.1806,80.4932,80.4441,28.0605,32.0661,29.7196,35.8025,27.6471,36.3057
Andhra Pradesh,age_18_21,28,9.6953,7.3088,10.5632,0.8037,7.4217,3.3175,41.868,19.1443,35.5724,3.4368,25.0963,24.1007,58.132,80.8557,64.4276,96.5632,74.9037,75.8993,12.4654,8.5618,9.9497,3.2147,9.1752,8.0569
Karnataka,age_below10,29,97.3559,97.2892,97.699,97.8558,96.8381,97.8102,76.5314,72.0019,73.9935,71.5358,73.0898,77.1094,23.4686,27.9981,26.0065,28.4642,26.9102,22.8906,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,age_10_13,29,38.3396,28.8398,35.9294,32.654,36.9051,33.1224,21.8803,5.2869,15.6867,2.5997,13.4934,12.5461,78.1197,94.7131,84.3133,97.4003,86.5066,87.4539,5.7241,8.7299,6.0902,6.4488,6.4448,9.4937
Karnataka,age_14_17,29,9.3213,3.2802,8.5764,2.9002,10.7819,6.5963,26.7194,5.5644,19.2502,3.5847,17.5782,11.4486,73.2806,94.4356,80.7498,96.4153,82.4218,88.5514,36.8185,41.6592,37.8148,42.0794,30.0381,35.8839
Karnataka,age_18_21,29,8.227,3.4996,9.0937,3.9144,11.1377,4.5627,37.2695,6.6247,25.8068,5.8501,22.1131,12.6246,62.7305,93.3753,74.1932,94.1499,77.8869,87.3754,18.0036,10.8446,16.1986,10.4336,13.5672,4.5627
Goa,age_below10,30,92.8571,94.6922,96.3685,94.7368,96.6797,96.0,75.4386,70.3653,72.6347,64.8148,74.0022,66.6667,24.5614,29.6347,27.3653,35.1852,25.9978,33.3333,0.0,0.0,0.0,0.0,0.0,0.0
Goa,age_10_13,30,20.0,17.5467,27.5453,19.4444,34.2781,25.9259,9.0909,2.1081,6.0445,2.7027,9.988,0.0,90.9091,97.8919,93.9555,97.2973,90.012,100.0,5.0,16.7198,11.058,25.0,8.8503,14.8148
Goa,age_14_17,30,0.0,2.12,5.2611,0.0,9.1329,0.0,0.0,2.7032,6.0223,4.5455,12.7696,0.0,100.0,97.2968,93.9777,95.4545,87.2304,100.0,63.1579,42.6398,42.0124,42.8571,35.6413,52.6316
Goa,age_18_21,30,0.0,3.1459,6.6129,0.0,10.1887,0.0,7.6923,3.4922,9.1722,0.0,18.8361,11.7647,92.3077,96.5078,90.8278,100.0,81.1639,88.2353,33.3333,14.5069,21.6552,20.0,17.7987,6.6667
Lakshadweep,age_below10,31,,100.0,100.0,,98.4808,,,80.0,70.0,,76.0557,,,20.0,30.0,,23.9443,,,0.0,0.0,,0.0,
Lakshadweep,age_10_13,31,,100.0,9.5238,,39.5441,,,0.0,2.3256,,2.9153,,,100.0,97.6744,,97.0847,,,0.0,9.5238,,3.4732,
Lakshadweep,age_14_17,31,,16.6667,0.0,,6.3089,,,0.0,2.0,,3.2501,,,100.0,98.0,,96.7499,,,50.0,42.8571,,46.9889,
Lakshadweep,age_18_21,31,,0.0,12.5,,7.9966,,,0.0,0.0,,3.0833,,,100.0,100.0,,96.9167,,,0.0,25.0,,47.0335,
Kerala,age_below10,32,100.0,98.0529,97.7893,100.0,98.0739,94.7368,81.1321,73.698,73.9655,70.7904,73.913,70.0,18.8679,26.302,26.0345,29.2096,26.087,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,age_10_13,32,19.3548,22.1855,21.9789,27.2727,26.2266,25.0,0.0,0.9695,1.4711,1.3793,1.195,1.2987,100.0,99.0305,98.5289,98.6207,98.805,98.7013,6.4516,9.9547,10.2981,9.0909,8.0581,14.4737
Kerala,age_14_17,32,1.5625,0.982,1.5077,1.3514,1.2995,3.1915,0.0,0.9491,1.5014,2.6316,1.0846,0.0,100.0,99.0509,98.4986,97.3684,98.9154,100.0,53.125,47.9,50.8887,51.3514,57.6593,45.7447
Kerala,age_18_21,32,0.0,1.0377,1.8861,3.75,1.7926,6.25,5.5556,1.2075,2.1439,1.2346,1.3657,0.0,94.4444,98.7925,97.8561,98.7654,98.6343,100.0,38.2353,16.6621,26.5526,21.25,43.6257,12.5
Tamil Nadu,age_below10,33,94.2623,93.65,93.3978,92.4385,92.7655,91.6667,72.949,72.5799,72.4836,72.4839,73.1956,72.2543,27.051,27.4201,27.5164,27.5161,26.8044,27.7457,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,age_10_13,33,17.6471,17.7185,18.8805,16.0547,20.9844,19.0265,5.5556,3.2125,7.0934,3.2056,5.9145,10.3175,94.4444,96.7875,92.9066,96.7944,94.0855,89.6825,14.2157,14.7993,13.183,18.4305,13.2441,15.9292
Tamil Nadu,age_14_17,33,1.7647,3.906,5.5766,2.5696,5.2835,4.0909,8.1081,3.6538,10.0355,2.5052,7.0773,7.173,91.8919,96.3462,89.9645,97.4948,92.9227,92.827,44.7059,38.8874,38.8183,36.1884,37.0235,36.8182
Tamil Nadu,age_18_21,33,1.0753,4.3039,5.9305,2.3537,5.6179,2.1898,7.9208,5.3322,15.0269,2.9373,9.5643,9.8684,92.0792,94.6678,84.9731,97.0627,90.4357,90.1316,8.6022,17.168,21.4425,7.5319,23.8351,20.438
State - PONDICHERRY  34,age_below10,34,100.0,96.5178,96.9146,100.0,96.1969,,40.0,74.708,74.9513,67.6471,75.2811,100.0,60.0,25.292,25.0487,32.3529,24.7189,0.0,0.0,0.0,0.0,0.0,0.0,
State - PONDICHERRY  34,age_10_13,34,50.0,23.1209,22.258,27.5862,24.5832,0.0,0.0,2.9342,3.7631,0.0,4.2179,25.0,100.0,97.0658,96.2369,100.0,95.7821,75.0,0.0,9.518,9.4325,6.8966,9.5767,0.0
State - PONDICHERRY  34,age_14_17,34,0.0,2.7157,2.8177,0.0,2.8147,0.0,0.0,2.7573,4.2208,0.0,2.5152,0.0,100.0,97.2427,95.7792,100.0,97.4848,100.0,66.6667,45.4473,45.5881,28.5714,44.3706,50.0
State - PONDICHERRY  34,age_18_21,34,0.0,3.0199,3.1308,0.0,3.9099,,0.0,4.459,7.6328,0.0,4.6144,,100.0,95.541,92.3672,100.0,95.3856,,0.0,21.3452,25.3965,11.7647,27.3028,
Andaman & Nicobar Islands,age_below10,35,100.0,96.6452,97.7328,100.0,96.9739,100.0,75.0,77.4085,72.5042,50.0,70.1437,70.3704,25.0,22.5915,27.4958,50.0,29.8563,29.6296,0.0,0.0,0.0,0.0,0.0,0.0
Andaman & Nicobar Islands,age_10_13,35,27.2727,39.2585,40.3737,0.0,30.7377,30.0,0.0,8.8413,6.0036,0.0,2.0867,3.8462,100.0,91.1587,93.9964,100.0,97.9133,96.1538,9.0909,5.859,5.9809,100.0,8.8525,6.0
Andaman & Nicobar Islands,age_14_17,35,0.0,6.8484,6.5986,0.0,2.3274,0.0,0.0,5.7349,5.5237,0.0,1.1111,0.0,100.0,94.2651,94.4763,100.0,98.8889,100.0,0.0,43.7168,42.801,50.0,50.1605,47.3684
Andaman & Nicobar Islands,age_18_21,35,20.0,5.3045,6.6986,,1.7036,0.0,16.6667,9.2692,8.2602,,2.9752,0.0,83.3333,90.7308,91.7398,,97.0248,100.0,0.0,40.6025,35.1892,,33.0494,37.5
