source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Workers,Age at | marriage | 1,Number | of ever | married persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All | durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40+ | Males | 16,Females | 17,Duration | not known | Males | 18,Females | 19
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,All ages,174808,43669,170146,37823,21437,4484,23336,5199,49579,11967,36440,8873,20672,3910,14861,2537,3821,853
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,Less than 10,1411,766,1377,663,1,0,1,0,130,136,476,204,369,173,396,149,4,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,10-11,84,195,77,152,0,0,1,17,18,44,38,45,10,23,9,23,1,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,12-13,126,628,121,515,0,12,12,63,38,176,34,130,19,75,18,58,0,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,14-15,532,2989,494,2463,28,149,55,321,185,849,99,588,51,334,76,220,0,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,16-17,2645,7083,2533,6285,345,838,378,923,878,2217,474,1398,224,554,231,347,3,8
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,18-19,12324,13309,11872,11862,1578,1544,1885,1738,3883,3947,2386,2792,1119,1136,1006,689,15,16
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,20-21,31275,9592,30266,8230,3440,956,4437,1185,9498,2501,6475,2081,3290,863,3065,637,61,7
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,22-23,30665,3832,29973,3347,4053,471,4343,466,9986,1077,6367,810,3032,331,2151,189,41,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,24-25,36210,2302,35249,1901,3782,276,4105,259,10245,554,8251,443,4718,220,4085,146,63,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,26-27,17527,785,17176,674,2805,112,2717,102,5244,216,3444,148,1900,68,1033,26,33,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,28-29,13272,469,13041,409,2103,71,2007,65,3579,107,2745,89,1751,52,833,23,23,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,30-31,12411,334,12115,252,1316,18,1767,30,2878,72,2673,67,2203,44,1254,21,24,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,32-33,4881,126,4802,106,941,18,758,13,1239,23,995,34,627,14,237,4,5,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,34+,7672,210,7521,156,1045,19,870,17,1778,48,1983,44,1359,23,467,5,19,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Cultivators,Not stated,3773,1049,3529,808,0,0,0,0,0,0,0,0,0,0,0,0,3529,808
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,All ages,105708,37435,102621,29103,16371,3449,18513,4522,34596,10563,18741,6192,7732,2397,4473,1348,2195,632
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,Less than 10,849,618,828,485,0,0,0,0,111,125,344,168,217,117,156,75,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,10-11,56,175,52,122,0,0,1,9,21,46,14,32,8,17,8,18,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,12-13,89,652,80,444,0,10,7,48,27,179,21,117,10,50,15,39,0,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,14-15,367,3067,345,2297,29,143,49,280,133,882,69,577,39,258,26,157,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,16-17,1775,6175,1699,4876,295,638,313,821,661,1966,252,942,97,336,79,168,2,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,18-19,8078,10948,7777,8813,1485,1246,1527,1518,2769,3304,1155,1736,465,627,367,379,9,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,20-21,19944,8065,19245,6202,2982,660,3872,1048,6834,2173,3358,1459,1207,541,961,318,31,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,22-23,19407,3189,18923,2522,3560,371,3728,386,6843,956,3037,536,1130,174,599,98,26,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,24-25,21776,2033,21142,1513,2953,163,3306,214,7448,521,4389,371,1833,172,1182,72,31,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,26-27,10432,649,10230,507,2010,87,2191,88,3525,185,1604,95,621,40,265,12,14,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,28-29,7534,408,7418,328,1289,66,1522,53,2355,106,1413,70,591,25,235,7,13,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,30-31,6732,299,6530,200,694,29,1082,35,1946,71,1560,37,836,25,407,3,5,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,32-33,2446,82,2401,64,543,9,397,11,753,15,483,22,178,6,44,1,3,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,34+,3999,154,3896,112,531,27,518,11,1170,34,1042,30,500,9,129,1,6,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Agricultural labourers,Not stated,2224,921,2055,618,0,0,0,0,0,0,0,0,0,0,0,0,2055,618
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,All ages,329933,65958,324983,46967,54046,5355,56842,7090,110406,16985,63394,11016,22924,3790,9924,1409,7447,1322
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,Less than 10,2778,1113,2726,773,5,0,0,0,245,120,998,293,874,229,604,131,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,10-11,203,547,191,356,0,0,12,17,71,113,74,110,16,59,18,57,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,12-13,273,2017,271,1190,0,22,24,102,83,430,88,350,37,191,39,95,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,14-15,1001,7202,960,4567,36,183,79,344,334,1618,255,1455,127,615,124,352,5,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,16-17,3626,9614,3490,6389,400,687,472,956,1562,2509,665,1537,216,524,166,174,9,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,18-19,15089,12129,14675,8221,1989,843,2444,1131,5852,3197,2508,2187,1290,670,590,179,2,14
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,20-21,39597,11094,38740,7467,4976,608,6546,997,14652,2824,7632,2029,3169,732,1729,275,36,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,22-23,45850,5679,45250,4460,7138,525,8021,774,17284,1832,8494,979,3065,287,1181,63,67,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,24-25,60145,5450,59256,4351,8180,675,9365,871,20516,1573,13441,911,5350,264,2309,44,95,13
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,26-27,41492,3113,41126,2784,7933,587,8183,654,13800,954,7983,482,2365,97,783,10,79,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,28-29,36086,2485,35736,2263,7353,513,6856,504,11611,792,7382,398,1820,46,662,10,52,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,30-31,33785,1734,33334,1414,5576,281,6442,350,10744,538,7006,184,2415,45,1131,11,20,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,32-33,18394,796,18260,693,4561,189,3700,169,6049,269,2974,58,709,8,246,0,21,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,34+,24252,900,23951,753,5899,242,4698,221,7603,216,3894,43,1471,23,342,8,44,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Other main workers,Not stated,7362,2085,7017,1286,0,0,0,0,0,0,0,0,0,0,0,0,7017,1286
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,All ages,187757,38578,184644,26142,31340,2700,33327,3695,63716,9632,33990,6087,12547,2254,5531,1035,4193,739
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,Less than 10,1597,737,1559,542,5,0,0,0,206,108,572,205,481,161,295,68,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,10-11,152,452,140,311,0,0,10,17,48,111,63,97,8,50,11,36,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,12-13,201,1446,199,918,0,22,19,82,68,345,63,257,19,136,30,76,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,14-15,782,5301,753,3539,34,171,70,313,288,1268,188,1036,95,470,73,281,5,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,16-17,2637,6988,2547,4733,326,616,392,775,1182,1813,398,1079,160,316,87,134,2,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,18-19,10978,8225,10694,5610,1593,696,1906,832,4308,2183,1655,1361,871,402,359,129,2,7
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,20-21,27317,6939,26727,4511,3840,391,4913,616,10132,1725,4840,1155,1971,414,1000,210,31,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,22-23,29726,2608,29348,1872,5224,215,5585,289,11244,910,5050,337,1585,75,617,46,43,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,24-25,36344,2140,35780,1501,5411,237,6133,311,12585,526,7449,275,2854,114,1287,31,61,7
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,26-27,22816,852,22598,701,4749,118,4919,218,7722,231,3684,93,1077,35,407,6,40,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,28-29,18235,613,18028,497,4008,79,3515,97,5717,182,3513,100,925,29,325,10,25,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,30-31,15672,513,15401,325,2496,48,2877,71,4786,115,3223,53,1312,32,696,6,11,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,32-33,7189,208,7164,161,1727,53,1397,30,2312,55,1232,15,373,8,119,0,4,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,34+,9924,296,9749,196,1927,54,1591,44,3118,60,2060,24,816,12,225,2,12,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Manual,Not stated,4187,1260,3957,725,0,0,0,0,0,0,0,0,0,0,0,0,3957,725
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,All ages,142176,27380,140339,20825,22706,2655,23515,3395,46690,7353,29404,4929,10377,1536,4393,374,3254,583
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,Less than 10,1181,376,1167,231,0,0,0,0,39,12,426,88,393,68,309,63,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,10-11,51,95,51,45,0,0,2,0,23,2,11,13,8,9,7,21,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,12-13,72,571,72,272,0,0,5,20,15,85,25,93,18,55,9,19,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,14-15,219,1901,207,1028,2,12,9,31,46,350,67,419,32,145,51,71,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,16-17,989,2626,943,1656,74,71,80,181,380,696,267,458,56,208,79,40,7,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,18-19,4111,3904,3981,2611,396,147,538,299,1544,1014,853,826,419,268,231,50,0,7
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,20-21,12280,4155,12013,2956,1136,217,1633,381,4520,1099,2792,874,1198,318,729,65,5,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,22-23,16124,3071,15902,2588,1914,310,2436,485,6040,922,3444,642,1480,212,564,17,24,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,24-25,23801,3310,23476,2850,2769,438,3232,560,7931,1047,5992,636,2496,150,1022,13,34,6
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,26-27,18676,2261,18528,2083,3184,469,3264,436,6078,723,4299,389,1288,62,376,4,39,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,28-29,17851,1872,17708,1766,3345,434,3341,407,5894,610,3869,298,895,17,337,0,27,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,30-31,18113,1221,17933,1089,3080,233,3565,279,5958,423,3783,131,1103,13,435,5,9,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,32-33,11205,588,11096,532,2834,136,2303,139,3737,214,1742,43,336,0,127,0,17,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,34+,14328,604,14202,557,3972,188,3107,177,4485,156,1834,19,655,11,117,6,32,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-manual,Not stated,3175,825,3060,561,0,0,0,0,0,0,0,0,0,0,0,0,3060,561
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,All ages,42575,132026,40540,120031,9259,16884,6434,19051,9719,39036,5798,24152,3780,10871,3826,6993,1724,3044
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,Less than 10,553,2526,526,2268,0,0,0,6,79,627,274,755,88,510,85,368,0,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,10-11,29,762,26,656,0,5,3,43,8,184,10,165,3,106,2,148,0,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,12-13,53,2734,45,2316,1,65,6,269,19,862,12,515,3,346,4,257,0,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,14-15,209,13151,184,11800,36,819,32,1574,45,4272,27,2757,12,1439,31,935,1,4
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,16-17,779,24355,720,22397,211,3504,120,3866,224,8284,80,4223,33,1549,50,953,2,18
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,18-19,2902,36581,2732,33856,760,5753,501,6084,674,11217,326,6400,166,2629,298,1741,7,32
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,20-21,6929,26486,6499,24123,1531,3167,1220,4030,1645,7664,877,5249,481,2333,737,1654,8,26
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,22-23,6667,10575,6394,9690,1736,1787,1100,1621,1761,3050,804,1941,454,812,527,476,12,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,24-25,8059,6370,7660,5665,1597,932,1107,842,2001,1671,1141,1230,856,682,953,306,5,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,26-27,4240,2127,4102,1940,1136,405,715,363,1082,568,516,384,357,163,291,57,5,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,28-29,3456,1209,3352,1104,852,250,617,163,766,295,473,223,361,124,275,48,8,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,30-31,3257,804,3094,677,512,66,513,119,672,185,522,158,513,114,356,35,6,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,32-33,1363,291,1324,257,404,53,218,30,281,61,208,73,140,32,71,8,2,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,34+,2290,426,2220,333,483,78,282,41,462,96,528,79,313,32,146,7,6,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Marginal workers,Not stated,1789,3629,1662,2949,0,0,0,0,0,0,0,0,0,0,0,0,1662,2949
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,All ages,67054,547414,57949,455543,6429,77277,3216,71141,4943,130341,6516,80668,11454,43934,20017,37681,5374,14501
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,Less than 10,947,11810,861,9123,0,5,1,19,166,2585,330,2820,93,1643,261,2036,10,15
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,10-11,89,5848,78,3895,2,27,2,216,28,914,13,711,12,685,19,1335,2,7
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,12-13,152,21503,106,15021,4,442,10,1395,20,4755,17,3166,10,2381,45,2868,0,14
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,14-15,541,78299,367,61497,43,5005,37,6802,78,19412,63,13051,29,8436,117,8748,0,43
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,16-17,1218,101964,910,87509,191,16439,105,14724,187,28259,94,15111,45,7483,282,5429,6,64
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,18-19,3480,119910,2761,104961,572,21528,328,18653,438,31414,196,18202,189,8620,1026,6449,12,95
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,20-21,8388,90502,6781,76915,975,12711,645,13689,882,21504,624,14661,628,7618,2997,6662,30,70
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,22-23,7365,40281,6307,36154,1070,9001,490,6835,823,10147,598,5850,865,2618,2432,1677,29,26
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,24-25,11403,28921,9658,24712,1057,5726,518,4447,745,6302,760,4101,1803,2479,4723,1633,52,24
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,26-27,5298,10760,4744,9744,757,3109,283,2062,340,2435,434,1236,1242,623,1670,274,18,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,28-29,5173,6478,4723,5649,605,1738,215,1160,256,1303,409,692,1516,526,1713,225,9,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,30-31,7172,4691,6439,3597,476,784,248,734,299,757,686,573,2031,508,2664,236,35,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,32-33,2959,1382,2771,1112,259,395,116,193,146,203,560,158,1016,123,670,38,4,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,34+,6773,2559,6329,1533,418,367,218,212,535,351,1732,336,1975,191,1398,71,53,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Total,Non-workers,Not stated,6096,22506,5114,14121,0,0,0,0,0,0,0,0,0,0,0,0,5114,14121
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,All ages,498828,123786,487538,96985,74684,11635,79984,14436,156803,33432,95575,21761,43805,8593,26221,4879,10466,2249
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,Less than 10,4103,2160,4009,1708,6,0,1,0,435,371,1473,607,1162,442,928,287,4,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,10-11,263,731,243,532,0,0,12,41,84,185,101,157,18,75,27,74,1,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,12-13,396,2650,382,1834,0,42,38,201,120,674,114,505,53,260,57,150,0,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,14-15,1546,11174,1463,8204,77,456,169,899,529,2974,331,2230,163,1013,189,630,5,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,16-17,7051,20310,6766,16073,968,2080,1041,2570,2668,6103,1204,3429,459,1237,416,641,10,13
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,18-19,31612,33278,30526,26963,4634,3533,5294,4266,10969,9682,5335,6072,2497,2179,1774,1202,23,29
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,20-21,80589,25531,78220,19754,10289,2134,13357,2983,27037,6730,15344,4860,6788,1849,5283,1188,122,10
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,22-23,83476,10471,81866,8489,13077,1197,14133,1361,29570,3168,15188,1798,6207,620,3569,341,122,4
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,24-25,100262,7099,98006,5468,12663,863,14100,965,32224,1741,21656,1134,10256,509,6938,248,169,8
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,26-27,55467,2686,54679,2250,10440,510,10593,478,17766,708,9904,372,4026,142,1848,38,102,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,28-29,42859,1844,42266,1591,8260,412,7825,288,12757,472,8392,269,3508,107,1461,40,63,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,30-31,38960,1355,38180,956,5396,150,6635,184,10810,340,8224,154,4625,94,2451,29,39,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,32-33,17149,515,16956,412,4187,102,3097,88,5029,122,2973,75,1214,20,443,5,13,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,34+,24682,780,24236,581,4687,156,3689,112,6805,162,5336,99,2829,46,837,6,53,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Total Main workers,Not stated,10413,3202,9740,2170,0,0,0,0,0,0,0,0,0,0,0,0,9740,2170
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,All ages,173085,43547,168462,37745,21266,4478,23140,5193,49119,11935,36095,8861,20422,3899,14635,2530,3785,849
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,Less than 10,1391,764,1358,661,1,0,1,0,129,136,467,204,362,171,394,149,4,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,10-11,82,194,76,151,0,0,1,17,18,44,37,45,10,23,9,22,1,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,12-13,125,623,120,515,0,12,12,63,38,176,33,130,19,75,18,58,0,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,14-15,525,2970,488,2456,28,149,55,321,181,848,99,585,50,332,75,219,0,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,16-17,2622,7062,2511,6273,345,837,375,923,867,2211,470,1396,223,554,228,344,3,8
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,18-19,12217,13284,11768,11843,1568,1543,1875,1736,3850,3937,2362,2789,1112,1134,986,688,15,16
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,20-21,31054,9574,30057,8219,3420,956,4417,1184,9437,2497,6442,2078,3257,860,3023,637,61,7
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,22-23,30417,3825,29727,3341,4028,471,4310,465,9916,1073,6303,810,3006,331,2123,188,41,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,24-25,35876,2298,34923,1897,3762,275,4071,259,10157,552,8190,442,4653,220,4027,146,63,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,26-27,17345,776,16998,666,2786,109,2694,100,5192,214,3394,148,1879,67,1020,26,33,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,28-29,13090,468,12862,409,2079,71,1977,65,3528,107,2717,89,1730,52,811,23,20,2
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,30-31,12264,332,11969,250,1298,18,1751,30,2841,70,2647,67,2175,44,1233,21,24,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,32-33,4804,125,4726,105,930,18,751,13,1216,22,983,34,612,14,229,4,5,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,34+,7532,209,7382,155,1021,19,850,17,1749,48,1951,44,1334,22,459,5,18,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Cultivators,Not stated,3741,1043,3497,804,0,0,0,0,0,0,0,0,0,0,0,0,3497,804
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,All ages,103868,37159,100821,28945,16118,3442,18194,4503,33994,10502,18410,6150,7563,2384,4396,1334,2146,630
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,Less than 10,832,611,811,482,0,0,0,0,111,125,336,168,210,116,154,73,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,10-11,56,172,52,121,0,0,1,9,21,46,14,32,8,17,8,17,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,12-13,86,642,77,439,0,10,6,48,27,178,21,115,9,50,14,37,0,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,14-15,356,3034,335,2273,29,142,49,278,128,876,67,570,38,256,24,151,0,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,16-17,1719,6128,1645,4855,293,638,306,817,651,1957,239,938,86,333,68,167,2,5
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,18-19,7940,10879,7643,8775,1471,1245,1499,1515,2719,3280,1133,1728,455,625,358,379,8,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,20-21,19630,8017,18943,6170,2949,658,3820,1044,6710,2163,3302,1447,1186,539,945,316,31,3
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,22-23,19139,3181,18659,2518,3509,371,3678,386,6734,955,3005,533,1116,174,591,98,26,1
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,24-25,21451,2011,20823,1496,2921,163,3254,211,7327,514,4321,367,1803,169,1166,72,31,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,26-27,10242,645,10041,504,1969,86,2154,88,3464,184,1565,94,612,40,263,12,14,0
C-07_Tripura,C0107,16,00,0000,State - TRIPURA  16,Rural,Agricultural labourers,28-29,7379,401,7264,327,1256,66,1488,53,2304,105,1395,70,578,25,230,7,13,1
