source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Religion,Age-group | 1,Total Population | Persons | 2,Males | 3,Females | 4,Illiterate | Persons | 5,Males | 6,Females | 7,Literate | Persons | 8,Males | 9,Females | 10,Educational level | Literate without | educational level | Persons | 11,Males | 12,Females | 13,Below | primary | Persons | 14,Males | 15,Females | 16,Primary | Persons | 17,Males | 18,Females | 19,Middle | Persons | 20,Males | 21,Females | 22,Matric/Secondary | Persons | 23,Males | 24,Females | 25,Higher secondary/Intermediate | Pre-University/Senior secondary | Persons | 26,Males | 27,Females | 28,Non-technical diploma or | certificate not equal to degree | Persons | 29,Males | 30,Females | 31,Technical diploma or certificate | not equal to degree | Persons | 32,Males | 33,Females | 34,Graduate & above | Persons | 35,Males | 36,Females | 37,Unclassified | Persons | 38,Males | 39,Females | 40
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Jain,30-34,27,12,15,2,1,1,25,11,14,0,0,0,0,0,0,4,0,4,4,2,2,6,2,4,2,1,1,0,0,0,0,0,0,9,6,3,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Jain,35-59,97,56,41,4,2,2,93,54,39,0,0,0,1,0,1,23,12,11,24,8,16,16,10,6,6,5,1,0,0,0,1,1,0,22,18,4,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Jain,60+,17,10,7,2,0,2,15,10,5,1,1,0,6,2,4,6,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Jain,Age not stated,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,Total,170,115,55,18,5,13,152,110,42,1,1,0,14,6,8,27,19,8,24,14,10,16,10,6,25,21,4,0,0,0,0,0,0,45,39,6,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,0-6,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,8,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,9,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,11,4,4,0,0,0,0,4,4,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,13,2,2,0,0,0,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,16,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,17,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,18,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,19,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,20-24,46,31,15,3,0,3,43,31,12,0,0,0,1,1,0,5,2,3,7,3,4,6,5,1,13,10,3,0,0,0,0,0,0,11,10,1,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,25-29,28,24,4,1,0,1,27,24,3,0,0,0,1,1,0,5,5,0,3,1,2,1,1,0,1,1,0,0,0,0,0,0,0,16,15,1,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,30-34,20,17,3,0,0,0,20,17,3,0,0,0,1,1,0,1,1,0,2,2,0,2,1,1,4,4,0,0,0,0,0,0,0,10,8,2,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,35-59,37,19,18,3,0,3,34,19,15,0,0,0,4,1,3,6,3,3,11,7,4,3,0,3,2,2,0,0,0,0,0,0,0,8,6,2,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,60+,4,3,1,1,0,1,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,16,00,0000,State - TRIPURA  16,Urban,Other Religious Communities,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,Total,2318822,1176087,1142735,1160947,561815,599132,1157875,614272,543603,44773,24987,19786,466756,240076,226680,259627,132392,127235,150587,81046,69541,129021,74479,54542,53734,30166,23568,91,77,14,1549,1285,264,51642,29707,21935,95,57,38
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,0-6,467979,237215,230764,467979,237215,230764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,7,60408,30416,29992,37109,18899,18210,23299,11517,11782,693,367,326,22605,11150,11455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,8,77562,38952,38610,42310,21527,20783,35252,17425,17827,955,537,418,34293,16884,17409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,9,55774,28482,27292,24314,12760,11554,31460,15722,15738,598,339,259,28564,14251,14313,2295,1129,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,10,84329,43313,41016,32965,17321,15644,51364,25992,25372,946,534,412,42250,21472,20778,8166,3984,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,11,45276,23246,22030,12848,6939,5909,32428,16307,16121,379,206,173,22050,11212,10838,9997,4889,5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,12,77684,39316,38368,23520,12299,11221,54164,27017,27147,823,439,384,33059,16941,16118,18375,8708,9667,1907,929,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,13,51753,25908,25845,12769,6941,5828,38984,18967,20017,515,264,251,18204,9282,8922,16208,7572,8636,4056,1848,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,14,60112,29849,30263,14475,7748,6727,45637,22101,23536,754,395,359,17684,9070,8614,18347,8614,9733,8851,4022,4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,15,55067,27978,27089,14182,7677,6505,40885,20301,20584,788,429,359,13493,7212,6281,14944,7252,7692,9023,4200,4823,2632,1208,1424,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,16,59176,30269,28907,14078,7816,6262,45098,22453,22645,955,520,435,12974,6922,6052,14361,7050,7311,11042,5178,5864,5747,2769,2978,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,17,38359,19591,18768,8487,4654,3833,29872,14937,14935,610,309,301,7309,3944,3365,7862,3933,3929,7609,3624,3985,6470,3121,3349,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,18,65286,33227,32059,17116,8749,8367,48170,24478,23692,1364,714,650,12083,6298,5785,11864,5956,5908,11112,5558,5554,8660,4368,4292,3056,1567,1489,1,1,0,19,11,8,0,0,0,11,5,6
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,19,31892,15792,16100,7452,3525,3927,24440,12267,12173,632,344,288,5538,2672,2866,4888,2325,2563,5290,2768,2522,4917,2576,2341,3146,1562,1584,1,1,0,24,17,7,0,0,0,4,2,2
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,20-24,195187,94446,100741,54227,24993,29234,140960,69453,71507,5068,2486,2582,34166,16229,17937,27656,12779,14877,24252,11926,12326,24905,13046,11859,16382,8835,7547,11,8,3,186,126,60,8326,4012,4314,8,6,2
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,25-29,184137,87233,96904,61542,25944,35598,122595,61289,61306,5655,2877,2778,32776,15459,17317,24215,11111,13104,18341,9486,8855,20322,11140,9182,9373,5119,4254,14,10,4,214,164,50,11683,5922,5761,2,1,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,30-34,147732,74672,73060,52978,23001,29977,94754,51671,43083,4811,2689,2122,26747,13517,13230,18304,9244,9060,12973,7437,5536,16465,9967,6498,7031,3996,3035,17,15,2,315,257,58,8089,4548,3541,2,1,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,35-59,452223,240365,211858,196552,85831,110721,255671,154534,101137,15124,9002,6122,85088,46645,38443,53046,31694,21352,32080,21244,10836,35036,23636,11400,13614,8338,5276,42,37,5,724,658,66,20901,13270,7631,16,10,6
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,60+,105726,54016,51710,64239,27012,37227,41487,27004,14483,3628,2240,1388,17504,10690,6814,8884,6037,2847,3940,2746,1194,3763,2576,1187,1088,727,361,5,5,0,65,50,15,2608,1931,677,2,2,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,All Religious Communities,Age not stated,3160,1801,1359,1805,964,841,1355,837,518,475,296,179,369,226,143,215,115,100,111,80,31,104,72,32,44,22,22,0,0,0,2,2,0,35,24,11,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,Total,307822,168517,139305,124769,56539,68230,183053,111978,71075,4382,2683,1699,46634,26231,20403,38368,22110,16258,30464,18988,11476,32046,21592,10454,14002,9195,4807,20,19,1,571,532,39,16541,10610,5931,25,18,7
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,0-6,43665,22280,21385,43665,22280,21385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,7,6834,3535,3299,3211,1618,1593,3623,1917,1706,94,48,46,3529,1869,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,8,8150,4200,3950,3272,1621,1651,4878,2579,2299,104,61,43,4773,2517,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,9,5969,3021,2948,1833,873,960,4136,2148,1988,58,34,24,3657,1884,1773,421,230,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,10,9243,4910,4333,2729,1320,1409,6514,3590,2924,111,73,38,4771,2619,2152,1632,898,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,11,5255,2717,2538,966,470,496,4289,2247,2042,38,18,20,2191,1155,1036,2060,1074,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,12,8822,4578,4244,2171,1000,1171,6651,3578,3073,78,41,37,2880,1581,1299,3195,1684,1511,498,272,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,13,5918,3020,2898,1122,549,573,4796,2471,2325,43,24,19,1302,676,626,2369,1240,1129,1082,531,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,14,6850,3498,3352,1307,582,725,5543,2916,2627,53,26,27,1224,676,548,2173,1147,1026,2093,1067,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,15,6703,3520,3183,1553,746,807,5150,2774,2376,65,39,26,982,547,435,1572,859,713,1737,915,822,791,414,377,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,16,7062,3770,3292,1438,695,743,5624,3075,2549,70,37,33,903,500,403,1398,770,628,1822,993,829,1428,772,656,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,17,4788,2635,2153,909,421,488,3879,2214,1665,39,27,12,467,272,195,720,389,331,1098,667,431,1551,856,695,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,18,8479,4731,3748,2049,967,1082,6430,3764,2666,141,85,56,871,494,377,1196,712,484,1664,979,685,1626,983,643,927,506,421,0,0,0,2,2,0,0,0,0,3,3,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,19,4589,2644,1945,831,364,467,3758,2280,1478,90,67,23,421,231,190,526,289,237,930,604,326,928,601,327,855,482,373,1,1,0,7,5,2,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,20-24,27975,15367,12608,6444,2640,3804,21531,12727,8804,446,266,180,2575,1380,1195,3397,1868,1529,4017,2389,1628,5013,3246,1767,3777,2383,1394,2,1,1,36,30,6,2264,1161,1103,4,3,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,25-29,29211,15374,13837,8365,3140,5225,20846,12234,8612,549,316,233,2845,1497,1348,3455,1841,1614,3741,2257,1484,4906,3175,1731,2259,1477,782,0,0,0,62,54,8,3028,1617,1411,1,0,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,30-34,25753,14499,11254,7676,2922,4754,18077,11577,6500,510,310,200,2444,1356,1088,2879,1600,1279,3030,1967,1063,4667,3415,1252,1887,1280,607,3,3,0,94,83,11,2562,1562,1000,1,1,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,35-59,76471,45551,30920,26837,11085,15752,49634,34466,15168,1484,956,528,8749,5545,3204,9644,6356,3288,7783,5674,2109,9931,7307,2624,3935,2795,1140,11,11,0,343,331,12,7750,5488,2262,4,3,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,60+,15617,8363,7254,8154,3120,5034,7463,5243,2220,332,205,127,2011,1405,606,1706,1134,572,931,638,293,1173,794,379,351,262,89,3,3,0,26,26,0,929,775,154,1,1,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Hindu,Age not stated,468,304,164,237,126,111,231,178,53,77,50,27,39,27,12,25,19,6,38,35,3,32,29,3,11,10,1,0,0,0,1,1,0,8,7,1,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,Total,99169,52455,46714,65802,31883,33919,33367,20572,12795,1472,899,573,11478,6487,4991,7859,4656,3203,4858,3004,1854,4515,3160,1355,1739,1258,481,9,9,0,56,55,1,1380,1044,336,1,0,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,0-6,21006,10619,10387,21006,10619,10387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,7,2907,1427,1480,2105,1023,1082,802,404,398,41,19,22,761,385,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,8,3858,2005,1853,2566,1338,1228,1292,667,625,42,25,17,1250,642,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,9,2152,1062,1090,1197,584,613,955,478,477,30,19,11,834,412,422,91,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,10,4123,2097,2026,2340,1144,1196,1783,953,830,40,27,13,1430,758,672,313,168,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,11,1514,762,752,661,308,353,853,454,399,15,8,7,537,270,267,301,176,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,12,3640,1901,1739,1877,911,966,1763,990,773,30,17,13,952,534,418,693,389,304,88,50,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,13,1794,965,829,778,427,351,1016,538,478,21,14,7,366,195,171,464,242,222,165,87,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,14,2362,1271,1091,1090,564,526,1272,707,565,30,18,12,383,209,174,518,287,231,341,193,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,15,2150,1201,949,1023,576,447,1127,625,502,17,11,6,318,192,126,391,219,172,305,155,150,96,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,16,2326,1400,926,1052,634,418,1274,766,508,44,27,17,257,170,87,367,223,144,400,225,175,205,121,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,17,1203,710,493,457,248,209,746,462,284,20,12,8,117,77,40,182,121,61,207,118,89,220,134,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,18,2659,1510,1149,1280,646,634,1379,864,515,44,27,17,238,154,84,360,214,146,324,194,130,315,212,103,98,63,35,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,19,923,456,467,366,143,223,557,313,244,16,11,5,72,31,41,114,62,52,110,63,47,154,90,64,91,56,35,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,20-24,7823,4003,3820,3867,1661,2206,3956,2342,1614,160,83,77,607,362,245,835,475,360,697,396,301,901,553,348,570,369,201,0,0,0,3,2,1,183,102,81,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,25-29,8138,4147,3991,4504,1915,2589,3634,2232,1402,188,111,77,597,343,254,801,427,374,604,332,272,745,502,243,360,267,93,1,1,0,4,4,0,334,245,89,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,30-34,6906,3652,3254,4170,1845,2325,2736,1807,929,168,105,63,527,325,202,532,305,227,414,251,163,595,431,164,246,186,60,1,1,0,11,11,0,242,192,50,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,35-59,19223,10924,8299,12160,5843,6317,7063,5081,1982,428,272,156,1835,1149,686,1648,1104,544,1061,815,246,1161,965,196,342,291,51,6,6,0,32,32,0,550,447,103,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,60+,4279,2227,2052,3184,1379,1805,1095,848,247,114,76,38,381,270,111,237,188,49,139,123,16,117,101,16,30,26,4,1,1,0,6,6,0,70,57,13,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Muslim,Age not stated,183,116,67,119,75,44,64,41,23,24,17,7,16,9,7,12,9,3,3,2,1,6,3,3,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,Total,1628986,812961,816025,789832,383350,406482,839154,429611,409543,33483,18279,15204,358920,181578,177342,192373,95411,96962,104919,54186,50733,84255,45598,38657,34129,17731,16398,53,42,11,816,610,206,30140,16137,14003,66,39,27
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,0-6,343329,174056,169273,343329,174056,169273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,7,42956,21542,21414,26399,13490,12909,16557,8052,8505,476,253,223,16080,7799,8281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,8,56028,27979,28049,30373,15488,14885,25655,12491,13164,684,380,304,24968,12108,12860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,9,40552,20846,19706,17443,9319,8124,23109,11527,11582,421,240,181,21080,10513,10567,1605,771,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,10,60856,31179,29677,22714,12131,10583,38142,19048,19094,668,369,299,31866,16040,15826,5606,2637,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,11,32690,16784,15906,8925,4895,4030,23765,11889,11876,271,148,123,16723,8488,8235,6769,3253,3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,12,56100,28265,27835,15534,8290,7244,40566,19975,20591,608,322,286,25856,13160,12696,12902,5944,6958,1200,549,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,13,37568,18656,18912,8418,4643,3775,29150,14013,15137,369,184,185,14412,7323,7089,11835,5392,6443,2533,1113,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,14,43905,21613,22292,9498,5263,4235,34407,16350,18057,572,293,279,14168,7195,6973,13927,6399,7528,5739,2463,3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,15,39608,19841,19767,8959,4876,4083,30649,14965,15684,579,306,273,10725,5668,5057,11546,5506,6040,6242,2819,3423,1555,666,889,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,16,43031,21728,21303,9025,5082,3943,34006,16646,17360,717,386,331,10356,5525,4831,11308,5457,5851,7906,3578,4328,3707,1689,2018,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,17,27819,13985,13834,5483,3112,2371,22336,10873,11463,467,225,242,5820,3118,2702,6197,3060,3137,5614,2531,3083,4230,1936,2294,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5
C-09_All_India,C2909,17,00,0000,State - MEGHALAYA  17,Total,Christian,18,46820,23289,23531,10686,5524,5162,36134,17765,18369,997,504,493,9606,4924,4682,9362,4595,4767,8287,4007,4280,6047,2837,3210,1813,888,925,1,1,0,13,7,6,0,0,0,8,2,6
