source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40+ | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-04_(SC)_India,C1204SC,16,00,0000,State - TRIPURA  16,Urban,32-33,1129,85,1111,68,249,25,187,17,326,17,207,8,93,1,47,0,2,0
C-04_(SC)_India,C1204SC,16,00,0000,State - TRIPURA  16,Urban,34+,1542,133,1507,82,274,22,226,20,411,15,336,11,177,10,79,2,4,2
C-04_(SC)_India,C1204SC,16,00,0000,State - TRIPURA  16,Urban,Age not stated,754,1123,697,741,0,0,0,0,0,0,0,0,0,0,0,0,697,741
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,All ages,2415,2574,2311,2141,344,328,345,331,711,700,425,377,217,160,89,90,180,155
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,Less than 10,39,50,38,39,0,0,0,0,5,15,17,13,8,6,8,5,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,10-11,6,32,5,24,1,0,0,1,0,8,4,6,0,6,0,3,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,12-13,10,75,10,64,0,0,1,8,4,22,3,17,2,13,0,4,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,14-15,29,290,26,239,0,17,1,25,6,84,8,65,5,32,6,16,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,16-17,32,419,24,356,1,57,3,59,11,127,6,67,1,27,2,19,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,18-19,120,628,114,550,18,115,22,99,31,199,24,86,14,32,5,19,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,20-21,302,380,290,311,51,42,45,62,92,111,53,58,31,21,18,17,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,22-23,331,201,322,183,62,36,51,43,118,64,55,30,28,6,8,4,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,24-25,408,129,395,100,54,23,52,17,140,28,81,23,46,9,21,0,1,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,26-27,232,51,230,45,29,14,50,6,88,16,39,4,20,4,4,1,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,28-29,215,32,203,31,46,12,36,4,67,10,36,1,14,3,4,1,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,30-31,217,27,205,21,30,3,36,5,64,7,47,5,23,1,5,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,32-33,96,16,94,9,23,3,24,0,25,6,14,0,6,0,2,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,34+,185,32,176,15,29,6,24,2,60,3,38,2,19,0,6,1,0,1
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Total,Age not stated,193,212,179,154,0,0,0,0,0,0,0,0,0,0,0,0,179,154
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,All ages,1529,1689,1449,1355,201,193,241,229,429,424,251,222,145,115,58,57,124,115
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,Less than 10,18,24,17,16,0,0,0,0,3,6,8,6,3,2,3,2,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,10-11,6,26,5,19,1,0,0,1,0,6,4,4,0,5,0,3,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,12-13,8,53,8,43,0,0,0,8,3,14,3,10,2,10,0,1,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,14-15,12,172,10,133,0,11,1,12,2,44,2,32,4,25,1,9,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,16-17,13,290,8,241,0,32,0,41,2,89,4,45,0,21,2,13,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,18-19,49,423,43,356,6,67,10,74,16,121,5,58,4,25,2,11,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,20-21,159,236,148,179,25,19,31,40,38,61,26,34,16,14,12,11,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,22-23,221,124,214,111,34,23,42,33,83,36,31,12,19,3,5,4,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,24-25,274,77,262,60,33,12,33,12,82,18,58,12,38,6,17,0,1,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,26-27,157,32,156,28,18,10,39,3,59,10,21,2,15,2,4,1,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,28-29,144,22,134,21,28,9,26,2,44,8,23,0,11,1,2,1,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,30-31,148,21,140,15,23,3,26,1,41,5,31,5,15,1,4,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,32-33,61,11,59,5,16,2,16,0,14,3,8,0,4,0,1,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,34+,129,29,122,14,17,5,17,2,42,3,27,2,14,0,5,1,0,1
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Rural,Age not stated,130,149,123,114,0,0,0,0,0,0,0,0,0,0,0,0,123,114
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,All ages,886,885,862,786,143,135,104,102,282,276,174,155,72,45,31,33,56,40
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,Less than 10,21,26,21,23,0,0,0,0,2,9,9,7,5,4,5,3,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,10-11,0,6,0,5,0,0,0,0,0,2,0,2,0,1,0,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,12-13,2,22,2,21,0,0,1,0,1,8,0,7,0,3,0,3,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,14-15,17,118,16,106,0,6,0,13,4,40,6,33,1,7,5,7,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,16-17,19,129,16,115,1,25,3,18,9,38,2,22,1,6,0,6,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,18-19,71,205,71,194,12,48,12,25,15,78,19,28,10,7,3,8,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,20-21,143,144,142,132,26,23,14,22,54,50,27,24,15,7,6,6,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,22-23,110,77,108,72,28,13,9,10,35,28,24,18,9,3,3,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,24-25,134,52,133,40,21,11,19,5,58,10,23,11,8,3,4,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,26-27,75,19,74,17,11,4,11,3,29,6,18,2,5,2,0,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,28-29,71,10,69,10,18,3,10,2,23,2,13,1,3,2,2,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,30-31,69,6,65,6,7,0,10,4,23,2,16,0,8,0,1,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,32-33,35,5,35,4,7,1,8,0,11,3,6,0,2,0,1,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,34+,56,3,54,1,12,1,7,0,18,0,11,0,5,0,1,0,0,0
C-04_(SC)_India,C1204SC,17,00,0000,State - MEGHALAYA  17,Urban,Age not stated,63,63,56,40,0,0,0,0,0,0,0,0,0,0,0,0,56,40
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,All ages,374070,442207,357497,366133,49736,53860,57358,60670,108766,114386,69161,69306,34767,33167,23641,21069,14068,13675
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,Less than 10,2403,5717,2273,4536,0,1,4,20,223,1357,1005,1475,539,809,496,870,6,4
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,10-11,269,2820,250,2043,0,13,9,117,64,591,87,476,41,359,48,485,1,2
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,12-13,391,12189,339,9300,5,296,30,1016,90,3206,102,2271,50,1312,60,1195,2,4
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,14-15,1564,53914,1393,43768,90,3090,157,5244,459,14907,315,10358,168,5636,202,4522,2,11
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,16-17,4963,77783,4613,66799,606,10766,779,11915,1704,23698,818,12300,352,5125,351,2970,3,25
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,18-19,18453,114333,17244,98284,2639,17678,2892,18025,5606,32255,3208,18141,1546,7781,1343,4367,10,37
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,20-21,48088,79800,45416,65601,5630,8908,7662,12205,14775,20584,9208,13196,4149,6471,3952,4209,40,28
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,22-23,52641,31194,50741,26850,8292,5889,9125,5516,17444,7940,9254,4616,3846,1989,2754,892,26,8
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,24-25,74896,23206,71602,18728,8704,3279,10501,3350,23211,5396,15153,3562,7766,2087,6233,1046,34,8
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,26-27,40111,7976,39087,6859,7119,1897,7550,1455,12848,1857,6915,1004,3036,499,1599,145,20,2
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,28-29,35631,5539,34647,4431,6021,1089,6291,873,10659,1161,6673,722,3288,447,1700,137,15,2
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,30-31,37138,4497,35407,3063,3738,403,5937,581,10256,793,7547,694,4891,415,3011,174,27,3
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,32-33,15266,1271,14837,965,2965,280,2647,139,4389,256,2740,177,1555,89,535,24,6,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,34+,26806,2410,25816,1365,3927,271,3774,214,7038,385,6136,314,3540,148,1357,33,44,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Total,Age not stated,15450,19558,13832,13541,0,0,0,0,0,0,0,0,0,0,0,0,13832,13541
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,All ages,316171,374546,301669,310560,41794,45487,48448,51652,91506,96838,58208,58744,29884,28682,20784,18423,11045,10734
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,Less than 10,1903,4813,1798,3843,0,1,4,17,163,1188,809,1203,419,692,400,739,3,3
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,10-11,201,2147,185,1586,0,8,6,98,47,426,67,372,30,280,34,402,1,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,12-13,282,9613,246,7441,4,246,22,829,60,2554,80,1782,35,1042,43,986,2,2
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,14-15,1167,44789,1052,36769,73,2722,121,4436,345,12487,242,8598,120,4702,149,3819,2,5
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,16-17,3992,66550,3699,57389,512,9315,631,10346,1350,20245,657,10404,260,4454,287,2606,2,19
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,18-19,15393,99375,14349,85494,2235,15374,2429,15740,4630,27925,2625,15678,1273,6850,1150,3901,7,26
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,20-21,41351,68761,39022,56428,4820,7507,6591,10483,12676,17530,7861,11383,3545,5714,3497,3789,32,22
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,22-23,45837,25922,44130,22140,7250,4761,7986,4545,15094,6472,7973,3848,3330,1711,2475,795,22,8
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,24-25,65173,19314,62210,15407,7520,2528,9132,2683,20020,4410,13077,3005,6869,1838,5565,936,27,7
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,26-27,34008,6387,33097,5423,6034,1469,6444,1102,10832,1471,5743,826,2630,432,1396,121,18,2
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,28-29,29612,4538,28739,3590,4992,841,5222,670,8786,947,5445,617,2806,395,1476,119,12,1
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,30-31,31047,3737,29517,2523,2991,301,4858,446,8408,652,6292,602,4260,361,2684,158,24,3
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,32-33,12235,1039,11862,780,2344,217,2055,102,3471,206,2227,153,1306,80,453,22,6,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,34+,21783,2009,20915,1111,3019,197,2947,155,5624,325,5110,273,3001,131,1175,30,39,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Rural,Age not stated,12187,15552,10848,10636,0,0,0,0,0,0,0,0,0,0,0,0,10848,10636
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,All ages,57899,67661,55828,55573,7942,8373,8910,9018,17260,17548,10953,10562,4883,4485,2857,2646,3023,2941
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,Less than 10,500,904,475,693,0,0,0,3,60,169,196,272,120,117,96,131,3,1
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,10-11,68,673,65,457,0,5,3,19,17,165,20,104,11,79,14,83,0,2
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,12-13,109,2576,93,1859,1,50,8,187,30,652,22,489,15,270,17,209,0,2
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,14-15,397,9125,341,6999,17,368,36,808,114,2420,73,1760,48,934,53,703,0,6
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,16-17,971,11233,914,9410,94,1451,148,1569,354,3453,161,1896,92,671,64,364,1,6
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,18-19,3060,14958,2895,12790,404,2304,463,2285,976,4330,583,2463,273,931,193,466,3,11
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,20-21,6737,11039,6394,9173,810,1401,1071,1722,2099,3054,1347,1813,604,757,455,420,8,6
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,22-23,6804,5272,6611,4710,1042,1128,1139,971,2350,1468,1281,768,516,278,279,97,4,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,24-25,9723,3892,9392,3321,1184,751,1369,667,3191,986,2076,557,897,249,668,110,7,1
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,26-27,6103,1589,5990,1436,1085,428,1106,353,2016,386,1172,178,406,67,203,24,2,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,28-29,6019,1001,5908,841,1029,248,1069,203,1873,214,1228,105,482,52,224,18,3,1
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,30-31,6091,760,5890,540,747,102,1079,135,1848,141,1255,92,631,54,327,16,3,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,32-33,3031,232,2975,185,621,63,592,37,918,50,513,24,249,9,82,2,0,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,34+,5023,401,4901,254,908,74,827,59,1414,60,1026,41,539,17,182,3,5,0
C-04_(SC)_India,C1204SC,18,00,0000,State - ASSAM  18,Urban,Age not stated,3263,4006,2984,2905,0,0,0,0,0,0,0,0,0,0,0,0,2984,2905
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,All ages,4317353,5113158,4192184,4269040,608606,639516,692980,717824,1269642,1312128,803585,807613,407545,403841,296523,285441,113303,102677
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,Less than 10,31224,88618,29946,58943,10,61,72,339,4299,14845,12031,15006,6183,11161,7208,17387,143,144
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,10-11,5111,99326,4646,65547,46,642,313,3482,1366,14540,1249,13349,670,12684,976,20719,26,131
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,12-13,8207,310328,7195,218849,149,7674,593,23005,1971,66067,1649,49851,1116,36079,1704,36017,13,156
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,14-15,38787,1110091,34149,885955,2168,71938,3605,121289,9866,288783,6795,196544,4608,115932,7069,90962,38,507
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,16-17,123777,1234472,116975,1086412,17361,201595,19534,208541,38258,355900,19152,193497,10594,82078,11978,44206,98,595
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,18-19,428829,1136186,412182,1009955,68705,208690,74259,197264,128099,315800,70830,176496,36916,73714,33078,37454,295,537
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,20-21,933566,585506,903775,499754,128836,74502,160248,95164,278610,152899,175625,103419,85082,46260,74649,27264,725,246
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,22-23,799847,182682,784541,165110,129738,36972,143788,34330,258480,50347,145425,27789,64327,10737,42211,4852,572,83
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,24-25,783980,113308,765600,98459,97824,18333,115868,18410,241681,29693,163999,18410,85289,9214,60343,4351,596,48
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,26-27,364398,37839,359438,34204,63476,9222,65905,7236,115023,9990,66600,5008,31616,1979,16548,750,270,19
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,28-29,265982,24432,262067,21222,43940,5288,45225,4212,79122,6056,51589,3484,27742,1540,14251,624,198,18
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,30-31,208555,16255,203336,12671,22966,1790,33099,2542,57615,3679,43494,2507,28988,1571,16986,568,188,14
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,32-33,79969,5006,78629,4139,14992,1137,13625,814,22800,1128,15508,650,8166,320,3478,88,60,2
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,34+,123103,13809,119901,7670,18395,1672,16846,1196,32452,2401,29639,1603,16248,572,6044,199,277,27
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Total,Age not stated,122018,155300,109804,100150,0,0,0,0,0,0,0,0,0,0,0,0,109804,100150
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,All ages,3622344,4313019,3517871,3606781,514657,542862,589604,613893,1069969,1111885,666700,676754,341325,342390,253215,244440,82401,74557
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,Less than 10,24505,73813,23566,48970,10,46,59,264,3449,12562,9460,12223,4841,9166,5628,14589,119,120
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,10-11,3806,82420,3451,54541,33,557,239,2911,1071,11885,933,10839,454,10513,698,17721,23,115
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,12-13,6019,261489,5238,184661,122,6754,464,19623,1453,55273,1126,41320,749,30641,1313,30918,11,132
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,14-15,30500,955759,26693,765050,1817,63552,2910,106098,7737,249160,5058,167355,3339,99638,5798,78805,34,442
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,16-17,104379,1070686,98604,944169,15077,176996,16658,183370,31997,308226,15681,165706,8780,70982,10324,38361,87,528
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,18-19,369165,976429,354763,869264,60311,180772,64852,171975,109548,271302,59745,149644,31198,62994,28844,32118,265,459
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,20-21,815289,482862,789680,411575,113937,60659,141469,78775,243242,125725,151295,84776,73404,38405,65689,23030,644,205
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,22-23,694291,141102,681180,127148,113348,28084,126111,26482,224303,38996,124346,21232,55859,8449,36706,3839,507,66
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,24-25,667574,84622,651934,73084,83296,12874,99504,13549,206125,22176,137820,13851,72853,7174,51817,3421,519,39
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,26-27,298817,26546,294747,23862,51831,6074,54599,4979,94371,7092,53821,3659,26208,1498,13687,546,230,14
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,28-29,210279,17197,207207,14845,34504,3544,36053,2869,62515,4314,40293,2513,22072,1119,11604,470,166,16
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,30-31,160579,11484,156526,8854,17042,1133,25177,1667,43992,2562,33290,1886,23140,1164,13726,431,159,11
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,32-33,58222,3372,57232,2744,10654,719,9777,507,16533,755,11410,481,6158,228,2650,52,50,2
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,34+,90145,10617,87694,5629,12675,1098,11732,824,23633,1857,22422,1269,12270,419,4731,139,231,23
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Rural,Age not stated,88774,114621,79356,72385,0,0,0,0,0,0,0,0,0,0,0,0,79356,72385
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,All ages,695009,800139,674313,662259,93949,96654,103376,103931,199673,200243,136885,130859,66220,61451,43308,41001,30902,28120
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,Less than 10,6719,14805,6380,9973,0,15,13,75,850,2283,2571,2783,1342,1995,1580,2798,24,24
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,10-11,1305,16906,1195,11006,13,85,74,571,295,2655,316,2510,216,2171,278,2998,3,16
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,12-13,2188,48839,1957,34188,27,920,129,3382,518,10794,523,8531,367,5438,391,5099,2,24
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,14-15,8287,154332,7456,120905,351,8386,695,15191,2129,39623,1737,29189,1269,16294,1271,12157,4,65
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,16-17,19398,163786,18371,142243,2284,24599,2876,25171,6261,47674,3471,27791,1814,11096,1654,5845,11,67
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,18-19,59664,159757,57419,140691,8394,27918,9407,25289,18551,44498,11085,26852,5718,10720,4234,5336,30,78
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,20-21,118277,102644,114095,88179,14899,13843,18779,16389,35368,27174,24330,18643,11678,7855,8960,4234,81,41
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,22-23,105556,41580,103361,37962,16390,8888,17677,7848,34177,11351,21079,6557,8468,2288,5505,1013,65,17
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,24-25,116406,28686,113666,25375,14528,5459,16364,4861,35556,7517,26179,4559,12436,2040,8526,930,77,9
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,26-27,65581,11293,64691,10342,11645,3148,11306,2257,20652,2898,12779,1349,5408,481,2861,204,40,5
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,28-29,55703,7235,54860,6377,9436,1744,9172,1343,16607,1742,11296,971,5670,421,2647,154,32,2
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,30-31,47976,4771,46810,3817,5924,657,7922,875,13623,1117,10204,621,5848,407,3260,137,29,3
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,32-33,21747,1634,21397,1395,4338,418,3848,307,6267,373,4098,169,2008,92,828,36,10,0
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,34+,32958,3192,32207,2041,5720,574,5114,372,8819,544,7217,334,3978,153,1313,60,46,4
C-04_(SC)_India,C1204SC,19,00,0000,State - WEST BENGAL  19,Urban,Age not stated,33244,40679,30448,27765,0,0,0,0,0,0,0,0,0,0,0,0,30448,27765
C-04_(SC)_India,C1204SC,20,00,0000,State - JHARKHAND  20,Total,All ages,723094,808513,688195,711970,88535,99526,98182,103684,199099,207229,147820,149482,80929,79866,60056,59337,13574,12846
C-04_(SC)_India,C1204SC,20,00,0000,State - JHARKHAND  20,Total,Less than 10,9182,30281,8651,27870,27,187,39,335,2006,6680,2667,7932,1740,6156,2097,6558,75,22
C-04_(SC)_India,C1204SC,20,00,0000,State - JHARKHAND  20,Total,10-11,3241,24981,2932,22612,131,974,228,1839,704,5487,663,5413,458,4075,740,4811,8,13
C-04_(SC)_India,C1204SC,20,00,0000,State - JHARKHAND  20,Total,12-13,8938,64546,8092,58081,640,5080,869,7481,2037,16792,1720,13152,1264,8185,1556,7371,6,20
C-04_(SC)_India,C1204SC,20,00,0000,State - JHARKHAND  20,Total,14-15,41542,188604,38066,168285,3472,19522,3825,23788,9960,49896,8484,37355,5836,21272,6473,16388,16,64
C-04_(SC)_India,C1204SC,20,00,0000,State - JHARKHAND  20,Total,16-17,73759,207385,69674,188694,11342,36100,10933,32200,20184,57244,13267,36099,7622,16722,6295,10265,31,64
C-04_(SC)_India,C1204SC,20,00,0000,State - JHARKHAND  20,Total,18-19,172658,164006,164603,144630,25182,25834,24568,23273,48942,44091,33724,29355,18397,13731,13715,8292,75,54
C-04_(SC)_India,C1204SC,20,00,0000,State - JHARKHAND  20,Total,20-21,212459,77706,203115,61934,22707,7084,29753,9763,59568,18682,46648,14690,25472,7157,18874,4526,93,32
C-04_(SC)_India,C1204SC,20,00,0000,State - JHARKHAND  20,Total,22-23,85978,17163,83580,14523,12860,2673,13161,2726,26159,4405,18279,2885,8604,1242,4479,586,38,6
