source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban,Marital | status | 1,Total population | Persons | 2,Males | 3,Females | 4,Religious communities | Hindu | Persons | 5,Males | 6,Females | 7,Muslim | Persons | 8,Males | 9,Females | 10,Christian | Persons | 11,Males | 12,Females | 13,Sikh | Persons | 14,Males | 15,Females | 16,Buddhist | Persons | 17,Males | 18,Females | 19,Jain | Persons | 20,Males | 21,Females | 22,Other religions and persuasions | Persons | 23,Males | 24,Females | 25
C-03_India,C1003,21,000,State - ODISHA,Total,Total,41974218,21212136,20762082,39300341,19877014,19423327,911670,465992,445678,1161708,570979,590729,21991,11561,10430,13852,7216,6636,9420,4885,4535,478317,235607,242710
C-03_India,C1003,21,000,State - ODISHA,Total,Never married,19537946,10767865,8770081,18144861,10021350,8123511,476941,263574,213367,607178,315132,292046,9443,5496,3947,6874,3930,2944,4166,2356,1810,242866,130136,112730
C-03_India,C1003,21,000,State - ODISHA,Total,Married,20188960,9941711,10247249,19042306,9380782,9661524,398341,196232,202109,496542,243014,253528,11408,5790,5618,6155,3053,3102,4849,2409,2440,202111,98372,103739
C-03_India,C1003,21,000,State - ODISHA,Total,Widowed,2068214,455587,1612627,1946260,430887,1515373,31770,5382,26388,53757,11649,42108,1043,229,814,760,210,550,383,109,274,30523,6299,24224
C-03_India,C1003,21,000,State - ODISHA,Total,Separated,142774,40494,102280,133571,38024,95547,3051,614,2437,3529,1032,2497,78,38,40,47,18,29,12,7,5,2227,667,1560
C-03_India,C1003,21,000,State - ODISHA,Total,Divorced,36324,6479,29845,33343,5971,27372,1567,190,1377,702,152,550,19,8,11,16,5,11,10,4,6,590,133,457
C-03_India,C1003,21,000,State - ODISHA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,21,000,State - ODISHA,Rural,Total,34970562,17586203,17384359,32954796,16587340,16367456,501056,252294,248762,975101,479725,495376,5102,2671,2431,11726,6119,5607,3154,1620,1534,461854,227641,234213
C-03_India,C1003,21,000,State - ODISHA,Rural,Never married,16282503,8914841,7367662,15231872,8356193,6875679,261252,142475,118777,510584,265316,245268,2253,1302,951,5804,3342,2462,1558,870,688,234096,125671,108425
C-03_India,C1003,21,000,State - ODISHA,Rural,Married,16768411,8232247,8536164,15909736,7814578,8095158,218773,106291,112482,415930,203395,212535,2549,1298,1251,5207,2566,2641,1438,698,740,195312,95067,100245
C-03_India,C1003,21,000,State - ODISHA,Rural,Widowed,1768013,398438,1369575,1670864,378237,1292627,18258,3064,15194,45175,10048,35127,262,54,208,658,189,469,148,48,100,29706,6124,23582
C-03_India,C1003,21,000,State - ODISHA,Rural,Separated,120984,35228,85756,113859,33270,80589,1791,352,1439,2874,842,2032,34,17,17,41,17,24,5,3,2,2163,647,1516
C-03_India,C1003,21,000,State - ODISHA,Rural,Divorced,30651,5449,25202,28465,5062,23403,982,112,870,538,124,414,4,0,4,16,5,11,5,1,4,577,132,445
C-03_India,C1003,21,000,State - ODISHA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,21,000,State - ODISHA,Urban,Total,7003656,3625933,3377723,6345545,3289674,3055871,410614,213698,196916,186607,91254,95353,16889,8890,7999,2126,1097,1029,6266,3265,3001,16463,7966,8497
C-03_India,C1003,21,000,State - ODISHA,Urban,Never married,3255443,1853024,1402419,2912989,1665157,1247832,215689,121099,94590,96594,49816,46778,7190,4194,2996,1070,588,482,2608,1486,1122,8770,4465,4305
C-03_India,C1003,21,000,State - ODISHA,Urban,Married,3420549,1709464,1711085,3132570,1566204,1566366,179568,89941,89627,80612,39619,40993,8859,4492,4367,948,487,461,3411,1711,1700,6799,3305,3494
C-03_India,C1003,21,000,State - ODISHA,Urban,Widowed,300201,57149,243052,275396,52650,222746,13512,2318,11194,8582,1601,6981,781,175,606,102,21,81,235,61,174,817,175,642
C-03_India,C1003,21,000,State - ODISHA,Urban,Separated,21790,5266,16524,19712,4754,14958,1260,262,998,655,190,465,44,21,23,6,1,5,7,4,3,64,20,44
C-03_India,C1003,21,000,State - ODISHA,Urban,Divorced,5673,1030,4643,4878,909,3969,585,78,507,164,28,136,15,8,7,0,0,0,5,3,2,13,1,12
C-03_India,C1003,21,000,State - ODISHA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,22,000,State - CHHATTISGARH,Total,Total,25545198,12832895,12712303,23819789,11968245,11851544,514998,263834,251164,490542,241799,248743,70036,36750,33286,70467,34947,35520,61510,31592,29918,494594,244162,250432
C-03_India,C1003,22,000,State - CHHATTISGARH,Total,Never married,12195213,6572982,5622231,11349521,6119724,5229797,257884,142788,115096,243645,126220,117425,30096,17564,12532,31703,17317,14386,25710,14425,11285,241796,126430,115366
C-03_India,C1003,22,000,State - CHHATTISGARH,Total,Married,11901082,5917409,5983673,11116336,5528733,5587603,232608,116400,116208,220278,108862,111416,36006,18201,17805,33573,16645,16928,33201,16551,16650,222028,109321,112707
C-03_India,C1003,22,000,State - CHHATTISGARH,Total,Widowed,1261803,288016,973787,1177518,268462,909056,20615,3807,16808,24243,5937,18306,3561,835,2726,4462,783,3679,2457,553,1904,27764,7330,20434
C-03_India,C1003,22,000,State - CHHATTISGARH,Total,Separated,146221,44480,101741,138789,42140,96649,2208,514,1694,1934,654,1280,251,89,162,536,152,384,71,28,43,2305,863,1442
C-03_India,C1003,22,000,State - CHHATTISGARH,Total,Divorced,40879,10008,30871,37625,9186,28439,1683,325,1358,442,126,316,122,61,61,193,50,143,71,35,36,701,218,483
C-03_India,C1003,22,000,State - CHHATTISGARH,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,22,000,State - CHHATTISGARH,Rural,Total,19607961,9797426,9810535,18564147,9279003,9285144,156540,79398,77142,356014,176500,179514,5453,3088,2365,24360,12065,12295,6143,3209,2934,477073,235118,241955
C-03_India,C1003,22,000,State - CHHATTISGARH,Rural,Never married,9365732,5003895,4361837,8850061,4732190,4117871,78529,42686,35843,176982,92287,84695,2423,1455,968,10819,5865,4954,2725,1561,1164,232578,121206,111372
C-03_India,C1003,22,000,State - CHHATTISGARH,Rural,Married,9094630,4510018,4584612,8626944,4279285,4347659,70459,35181,35278,159566,78888,80678,2749,1562,1187,11635,5749,5886,3122,1563,1559,214662,105700,108962
C-03_India,C1003,22,000,State - CHHATTISGARH,Rural,Widowed,1002537,238997,763540,948337,225036,723301,6162,1251,4911,17970,4798,13172,252,63,189,1621,350,1271,280,78,202,26941,7153,19788
C-03_India,C1003,22,000,State - CHHATTISGARH,Rural,Separated,113856,36643,77213,109224,35045,74179,789,176,613,1274,458,816,21,5,16,211,76,135,9,2,7,2218,846,1372
C-03_India,C1003,22,000,State - CHHATTISGARH,Rural,Divorced,31206,7873,23333,29581,7447,22134,601,104,497,222,69,153,8,3,5,74,25,49,7,5,2,674,213,461
C-03_India,C1003,22,000,State - CHHATTISGARH,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,22,000,State - CHHATTISGARH,Urban,Total,5937237,3035469,2901768,5255642,2689242,2566400,358458,184436,174022,134528,65299,69229,64583,33662,30921,46107,22882,23225,55367,28383,26984,17521,9044,8477
C-03_India,C1003,22,000,State - CHHATTISGARH,Urban,Never married,2829481,1569087,1260394,2499460,1387534,1111926,179355,100102,79253,66663,33933,32730,27673,16109,11564,20884,11452,9432,22985,12864,10121,9218,5224,3994
C-03_India,C1003,22,000,State - CHHATTISGARH,Urban,Married,2806452,1407391,1399061,2489392,1249448,1239944,162149,81219,80930,60712,29974,30738,33257,16639,16618,21938,10896,11042,30079,14988,15091,7366,3621,3745
C-03_India,C1003,22,000,State - CHHATTISGARH,Urban,Widowed,259266,49019,210247,229181,43426,185755,14453,2556,11897,6273,1139,5134,3309,772,2537,2841,433,2408,2177,475,1702,823,177,646
C-03_India,C1003,22,000,State - CHHATTISGARH,Urban,Separated,32365,7837,24528,29565,7095,22470,1419,338,1081,660,196,464,230,84,146,325,76,249,62,26,36,87,17,70
C-03_India,C1003,22,000,State - CHHATTISGARH,Urban,Divorced,9673,2135,7538,8044,1739,6305,1082,221,861,220,57,163,114,58,56,119,25,94,64,30,34,27,5,22
C-03_India,C1003,22,000,State - CHHATTISGARH,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,23,000,State - MADHYA PRADESH,Total,Total,72626809,37612306,35014503,66007121,34225297,31781824,4774695,2454832,2319863,213282,105297,107985,151412,80341,71071,216052,109813,106239,567028,291937,275091,599594,296614,302980
C-03_India,C1003,23,000,State - MADHYA PRADESH,Total,Never married,35054386,19636756,15417630,31722831,17800478,13922353,2478797,1369027,1109770,103761,53849,49912,65761,38379,27382,101343,57177,44166,238132,134682,103450,281129,147866,133263
C-03_India,C1003,23,000,State - MADHYA PRADESH,Total,Married,34292915,17031815,17261100,31292114,15549507,15742607,2108347,1043920,1064427,98817,48847,49970,78078,39818,38260,100419,49641,50778,301974,150241,151733,282053,138192,143861
C-03_India,C1003,23,000,State - MADHYA PRADESH,Total,Widowed,2987056,826447,2160609,2732939,768330,1964609,165145,35722,129423,9585,2202,7383,7020,1898,5122,12666,2506,10160,25306,6341,18965,30899,8388,22511
C-03_India,C1003,23,000,State - MADHYA PRADESH,Total,Separated,222289,91397,130892,201325,84316,117009,12555,3796,8759,778,287,491,369,169,200,1159,355,804,1043,432,611,4770,1908,2862
C-03_India,C1003,23,000,State - MADHYA PRADESH,Total,Divorced,70163,25891,44272,57912,22666,35246,9851,2367,7484,341,112,229,184,77,107,465,134,331,573,241,332,743,260,483
C-03_India,C1003,23,000,State - MADHYA PRADESH,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,23,000,State - MADHYA PRADESH,Rural,Total,52557404,27149388,25408016,49827046,25757448,24069598,1683683,866891,816792,89125,44309,44816,55152,29484,25668,132419,67210,65209,109699,57431,52268,592365,292942,299423
C-03_India,C1003,23,000,State - MADHYA PRADESH,Rural,Never married,25477782,14178326,11299456,24094460,13421560,10672900,878765,483755,395010,46213,24021,22192,25634,14949,10685,61627,34832,26795,48995,28236,20759,277655,145925,131730
C-03_India,C1003,23,000,State - MADHYA PRADESH,Rural,Married,24703112,12246217,12456895,23478133,11642933,11835200,743053,368141,374912,39069,19286,19783,27085,13724,13361,61187,30250,30937,55220,27662,27558,278744,136564,142180
C-03_India,C1003,23,000,State - MADHYA PRADESH,Rural,Widowed,2167044,635564,1531480,2060487,609017,1451470,54174,12668,41506,3405,841,2564,2295,738,1557,8506,1800,6706,5081,1346,3735,30523,8315,22208
C-03_India,C1003,23,000,State - MADHYA PRADESH,Rural,Separated,164850,71526,93324,153665,67419,86246,4715,1550,3165,342,131,211,114,62,52,792,244,548,284,130,154,4717,1885,2832
C-03_India,C1003,23,000,State - MADHYA PRADESH,Rural,Divorced,44616,17755,26861,40301,16519,23782,2976,777,2199,96,30,66,24,11,13,307,84,223,119,57,62,726,253,473
C-03_India,C1003,23,000,State - MADHYA PRADESH,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,23,000,State - MADHYA PRADESH,Urban,Total,20069405,10462918,9606487,16180075,8467849,7712226,3091012,1587941,1503071,124157,60988,63169,96260,50857,45403,83633,42603,41030,457329,234506,222823,7229,3672,3557
C-03_India,C1003,23,000,State - MADHYA PRADESH,Urban,Never married,9576604,5458430,4118174,7628371,4378918,3249453,1600032,885272,714760,57548,29828,27720,40127,23430,16697,39716,22345,17371,189137,106446,82691,3474,1941,1533
C-03_India,C1003,23,000,State - MADHYA PRADESH,Urban,Married,9589803,4785598,4804205,7813981,3906574,3907407,1365294,675779,689515,59748,29561,30187,50993,26094,24899,39232,19391,19841,246754,122579,124175,3309,1628,1681
C-03_India,C1003,23,000,State - MADHYA PRADESH,Urban,Widowed,820012,190883,629129,672452,159313,513139,110971,23054,87917,6180,1361,4819,4725,1160,3565,4160,706,3454,20225,4995,15230,376,73,303
C-03_India,C1003,23,000,State - MADHYA PRADESH,Urban,Separated,57439,19871,37568,47660,16897,30763,7840,2246,5594,436,156,280,255,107,148,367,111,256,759,302,457,53,23,30
C-03_India,C1003,23,000,State - MADHYA PRADESH,Urban,Divorced,25547,8136,17411,17611,6147,11464,6875,1590,5285,245,82,163,160,66,94,158,50,108,454,184,270,17,7,10
C-03_India,C1003,23,000,State - MADHYA PRADESH,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,24,000,State - GUJARAT,Total,Total,60439692,31491260,28948432,53533988,27941177,25592811,5846761,3007221,2839540,316178,159759,156419,58246,32069,26177,30483,16220,14263,579654,294911,284743,16480,8362,8118
C-03_India,C1003,24,000,State - GUJARAT,Total,Never married,26830085,15298916,11531169,23579372,13487878,10091494,2832820,1574725,1258095,134736,73600,61136,25143,15104,10039,13820,8092,5728,209392,118887,90505,6445,3652,2793
C-03_India,C1003,24,000,State - GUJARAT,Total,Married,30622779,15382357,15240422,27291768,13719977,13571791,2749739,1371889,1377850,163702,81346,82356,30485,16230,14255,15225,7789,7436,336485,167075,169410,8797,4366,4431
C-03_India,C1003,24,000,State - GUJARAT,Total,Widowed,2653419,637677,2015742,2371405,576960,1794445,228365,47534,180831,15192,3680,11512,2305,580,1725,1216,245,971,31153,7659,23494,1116,291,825
C-03_India,C1003,24,000,State - GUJARAT,Total,Separated,141017,68671,72346,123763,61667,62096,14712,5886,8826,1133,440,693,149,77,72,118,52,66,935,452,483,55,23,32
C-03_India,C1003,24,000,State - GUJARAT,Total,Divorced,192392,103639,88753,167680,94695,72985,21125,7187,13938,1415,693,722,164,78,86,104,42,62,1689,838,851,67,30,37
C-03_India,C1003,24,000,State - GUJARAT,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,24,000,State - GUJARAT,Rural,Total,34694609,17799159,16895450,32390541,16623861,15766680,2049186,1044496,1004690,162368,81319,81049,11292,7088,4204,6182,3292,2890,44118,22357,21761,5518,2787,2731
C-03_India,C1003,24,000,State - GUJARAT,Rural,Never married,15691082,8749937,6941145,14580505,8139513,6440992,1000238,548923,451315,71647,38553,33094,4926,3304,1622,2837,1633,1204,16184,9442,6742,2435,1333,1102
C-03_India,C1003,24,000,State - GUJARAT,Rural,Married,17178996,8539526,8639470,16096138,8000910,8095228,953790,473487,480303,82193,40468,41725,5921,3629,2292,2989,1575,1414,23668,11876,11792,2773,1358,1415
C-03_India,C1003,24,000,State - GUJARAT,Rural,Widowed,1633356,407813,1225543,1536618,387006,1149612,83167,17541,65626,7399,1806,5593,371,114,257,304,55,249,3825,799,3026,278,82,196
C-03_India,C1003,24,000,State - GUJARAT,Rural,Separated,74719,33612,41107,69060,31433,37627,4767,1798,2969,544,197,347,38,23,15,23,14,9,179,98,81,14,5,9
C-03_India,C1003,24,000,State - GUJARAT,Rural,Divorced,116456,68271,48185,108220,64999,43221,7224,2747,4477,585,295,290,36,18,18,29,15,14,262,142,120,18,9,9
C-03_India,C1003,24,000,State - GUJARAT,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,24,000,State - GUJARAT,Urban,Total,25745083,13692101,12052982,21143447,11317316,9826131,3797575,1962725,1834850,153810,78440,75370,46954,24981,21973,24301,12928,11373,535536,272554,262982,10962,5575,5387
C-03_India,C1003,24,000,State - GUJARAT,Urban,Never married,11139003,6548979,4590024,8998867,5348365,3650502,1832582,1025802,806780,63089,35047,28042,20217,11800,8417,10983,6459,4524,193208,109445,83763,4010,2319,1691
C-03_India,C1003,24,000,State - GUJARAT,Urban,Married,13443783,6842831,6600952,11195630,5719067,5476563,1795949,898402,897547,81509,40878,40631,24564,12601,11963,12236,6214,6022,312817,155199,157618,6024,3008,3016
C-03_India,C1003,24,000,State - GUJARAT,Urban,Widowed,1020063,229864,790199,834787,189954,644833,145198,29993,115205,7793,1874,5919,1934,466,1468,912,190,722,27328,6860,20468,838,209,629
C-03_India,C1003,24,000,State - GUJARAT,Urban,Separated,66298,35059,31239,54703,30234,24469,9945,4088,5857,589,243,346,111,54,57,95,38,57,756,354,402,41,18,23
C-03_India,C1003,24,000,State - GUJARAT,Urban,Divorced,75936,35368,40568,59460,29696,29764,13901,4440,9461,830,398,432,128,60,68,75,27,48,1427,696,731,49,21,28
C-03_India,C1003,24,000,State - GUJARAT,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Total,Total,243247,150301,92946,220150,136968,83182,19277,11347,7930,2820,1425,1395,172,95,77,217,121,96,287,147,140,79,42,37
C-03_India,C1003,25,000,State - DAMAN & DIU,Total,Never married,116948,78628,38320,105717,71548,34169,9602,6115,3487,1196,706,490,72,42,30,94,56,38,111,61,50,28,16,12
C-03_India,C1003,25,000,State - DAMAN & DIU,Total,Married,117467,70174,47293,106539,64073,42466,8977,5117,3860,1416,691,725,96,52,44,122,64,58,159,82,77,46,23,23
C-03_India,C1003,25,000,State - DAMAN & DIU,Total,Widowed,7774,958,6816,6963,853,6110,586,75,511,196,23,173,4,1,3,1,1,0,15,3,12,4,2,2
C-03_India,C1003,25,000,State - DAMAN & DIU,Total,Separated,696,428,268,645,398,247,46,28,18,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Total,Divorced,362,113,249,286,96,190,66,12,54,8,4,4,0,0,0,0,0,0,1,0,1,1,1,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Rural,Total,60396,32395,28001,57545,30784,26761,2630,1485,1145,146,86,60,3,2,1,3,1,2,6,3,3,9,6,3
C-03_India,C1003,25,000,State - DAMAN & DIU,Rural,Never married,30750,17924,12826,29344,17065,12279,1293,789,504,77,51,26,1,1,0,0,0,0,4,2,2,2,1,1
C-03_India,C1003,25,000,State - DAMAN & DIU,Rural,Married,26693,14052,12641,25375,13320,12055,1219,678,541,60,33,27,2,1,1,3,1,2,2,1,1,7,5,2
C-03_India,C1003,25,000,State - DAMAN & DIU,Rural,Widowed,2689,318,2371,2581,300,2281,101,16,85,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Rural,Separated,157,71,86,153,70,83,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Rural,Divorced,107,30,77,92,29,63,14,1,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Urban,Total,182851,117906,64945,162605,106184,56421,16647,9862,6785,2674,1339,1335,169,93,76,214,120,94,281,144,137,70,36,34
C-03_India,C1003,25,000,State - DAMAN & DIU,Urban,Never married,86198,60704,25494,76373,54483,21890,8309,5326,2983,1119,655,464,71,41,30,94,56,38,107,59,48,26,15,11
C-03_India,C1003,25,000,State - DAMAN & DIU,Urban,Married,90774,56122,34652,81164,50753,30411,7758,4439,3319,1356,658,698,94,51,43,119,63,56,157,81,76,39,18,21
C-03_India,C1003,25,000,State - DAMAN & DIU,Urban,Widowed,5085,640,4445,4382,553,3829,485,59,426,189,21,168,4,1,3,1,1,0,15,3,12,4,2,2
C-03_India,C1003,25,000,State - DAMAN & DIU,Urban,Separated,539,357,182,492,328,164,43,27,16,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Urban,Divorced,255,83,172,194,67,127,52,11,41,7,4,3,0,0,0,0,0,0,1,0,1,1,1,0
C-03_India,C1003,25,000,State - DAMAN & DIU,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Total,343709,193760,149949,322857,181976,140881,12922,7701,5221,5113,2555,2558,217,132,85,634,356,278,1186,632,554,293,130,163
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Never married,168037,101157,66880,157451,94770,62681,6618,4216,2402,2635,1374,1261,101,62,39,291,182,109,487,285,202,169,96,73
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Married,165038,90283,74755,155337,85005,70332,5997,3417,2580,2292,1152,1140,106,62,44,329,172,157,661,336,325,121,34,87
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Widowed,8884,1506,7378,8419,1431,6988,249,43,206,157,19,138,5,3,2,10,1,9,35,8,27,3,0,3
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Separated,1282,694,588,1219,665,554,35,16,19,18,7,11,3,3,0,4,1,3,2,2,0,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Divorced,468,120,348,431,105,326,23,9,14,11,3,8,2,2,0,0,0,0,1,1,0,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Total,183114,98305,84809,176233,94496,81737,3438,2085,1353,2880,1409,1471,45,32,13,82,54,28,61,35,26,99,46,53
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Never married,93890,53361,40529,90172,51207,38965,1778,1143,635,1636,828,808,22,14,8,46,37,9,27,16,11,50,28,22
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Married,82326,43538,38788,79382,41924,37458,1545,916,629,1155,570,585,21,16,5,32,16,16,33,19,14,46,18,28
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Widowed,5757,925,4832,5583,906,4677,94,12,82,70,6,64,0,0,0,2,0,2,1,0,1,3,0,3
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Separated,850,413,437,819,399,420,14,8,6,12,3,9,2,2,0,2,1,1,0,0,0,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Divorced,291,68,223,277,60,217,7,6,1,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Total,160595,95455,65140,146624,87480,59144,9484,5616,3868,2233,1146,1087,172,100,72,552,302,250,1125,597,528,194,84,110
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Never married,74147,47796,26351,67279,43563,23716,4840,3073,1767,999,546,453,79,48,31,245,145,100,460,269,191,119,68,51
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Married,82712,46745,35967,75955,43081,32874,4452,2501,1951,1137,582,555,85,46,39,297,156,141,628,317,311,75,16,59
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Widowed,3127,581,2546,2836,525,2311,155,31,124,87,13,74,5,3,2,8,1,7,34,8,26,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Separated,432,281,151,400,266,134,21,8,13,6,4,2,1,1,0,2,0,2,2,2,0,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Divorced,177,52,125,154,45,109,16,3,13,4,1,3,2,2,0,0,0,0,1,1,0,0,0,0
C-03_India,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,27,000,State - MAHARASHTRA,Total,Total,112374333,58243056,54131277,89703057,46535862,43167195,12971152,6789127,6182025,1080073,531916,548157,223247,118058,105189,6531200,3314906,3216294,1400349,713157,687192,178965,89823,89142
C-03_India,C1003,27,000,State - MAHARASHTRA,Total,Never married,48854680,28257463,20597217,38214792,22233424,15981368,6444207,3644726,2799481,452244,243730,208514,93360,54597,38763,2919000,1661666,1257334,511033,291508,219525,75350,41708,33642
C-03_India,C1003,27,000,State - MAHARASHTRA,Total,Married,57376896,28809352,28567544,46504006,23345270,23158736,5978613,3042159,2936454,555146,274222,280924,118076,60528,57548,3191324,1577200,1614124,812180,403854,408326,90419,44963,45456
C-03_India,C1003,27,000,State - MAHARASHTRA,Total,Widowed,5514199,993435,4520764,4496849,815200,3681649,473460,82247,391213,65894,11627,54267,10505,2379,8126,371100,61410,309690,71375,15403,55972,11877,2641,9236
C-03_India,C1003,27,000,State - MAHARASHTRA,Total,Separated,418776,127298,291478,332761,100389,232372,42104,13087,29017,4244,1487,2757,779,345,434,34403,10305,24098,2893,1109,1784,741,287,454
C-03_India,C1003,27,000,State - MAHARASHTRA,Total,Divorced,209782,55508,154274,154649,41579,113070,32768,6908,25860,2545,850,1695,527,209,318,15373,4325,11048,2868,1283,1585,578,224,354
C-03_India,C1003,27,000,State - MAHARASHTRA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,27,000,State - MAHARASHTRA,Rural,Total,61556074,31539034,30017040,53986028,27674324,26311704,3496807,1785117,1711690,114972,58022,56950,26450,13987,12463,3412078,1737963,1674115,269959,140476,129483,93647,47080,46567
C-03_India,C1003,27,000,State - MAHARASHTRA,Rural,Never married,26554179,15349679,11204500,23079926,13373278,9706648,1691253,948469,742784,49423,27294,22129,11901,6974,4927,1501162,863417,637745,100709,61459,39250,42908,23602,19306
C-03_India,C1003,27,000,State - MAHARASHTRA,Rural,Married,31370116,15504482,15865634,27713637,13697675,14015962,1638965,808219,830746,57794,29199,28595,13130,6679,6451,1680936,830281,850655,150551,75242,75309,44793,22102,22691
C-03_India,C1003,27,000,State - MAHARASHTRA,Rural,Widowed,3264654,588228,2676426,2879208,520799,2358409,144430,23835,120595,7030,1294,5736,1201,240,961,202165,36105,166060,17120,3216,13904,5410,1189,4221
C-03_India,C1003,27,000,State - MAHARASHTRA,Rural,Separated,255237,69921,185316,219925,60247,159678,13478,3062,10416,510,171,339,164,72,92,19283,5758,13525,978,317,661,363,123,240
C-03_India,C1003,27,000,State - MAHARASHTRA,Rural,Divorced,111888,26724,85164,93332,22325,71007,8681,1532,7149,215,64,151,54,22,32,8532,2402,6130,601,242,359,173,64,109
C-03_India,C1003,27,000,State - MAHARASHTRA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,27,000,State - MAHARASHTRA,Urban,Total,50818259,26704022,24114237,35717029,18861538,16855491,9474345,5004010,4470335,965101,473894,491207,196797,104071,92726,3119122,1576943,1542179,1130390,572681,557709,85318,42743,42575
