source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban,Marital | status | 1,Total population | Persons | 2,Males | 3,Females | 4,Religious communities | Hindu | Persons | 5,Males | 6,Females | 7,Muslim | Persons | 8,Males | 9,Females | 10,Christian | Persons | 11,Males | 12,Females | 13,Sikh | Persons | 14,Males | 15,Females | 16,Buddhist | Persons | 17,Males | 18,Females | 19,Jain | Persons | 20,Males | 21,Females | 22,Other religions and persuasions | Persons | 23,Males | 24,Females | 25
C-03_India,C1003,27,000,State - MAHARASHTRA,Urban,Never married,22300501,12907784,9392717,15134866,8860146,6274720,4752954,2696257,2056697,402821,216436,186385,81459,47623,33836,1417838,798249,619589,410324,230049,180275,32442,18106,14336
C-03_India,C1003,27,000,State - MAHARASHTRA,Urban,Married,26006780,13304870,12701910,18790369,9647595,9142774,4339648,2233940,2105708,497352,245023,252329,104946,53849,51097,1510388,746919,763469,661629,328612,333017,45626,22861,22765
C-03_India,C1003,27,000,State - MAHARASHTRA,Urban,Widowed,2249545,405207,1844338,1617641,294401,1323240,329030,58412,270618,58864,10333,48531,9304,2139,7165,168935,25305,143630,54255,12187,42068,6467,1452,5015
C-03_India,C1003,27,000,State - MAHARASHTRA,Urban,Separated,163539,57377,106162,112836,40142,72694,28626,10025,18601,3734,1316,2418,615,273,342,15120,4547,10573,1915,792,1123,378,164,214
C-03_India,C1003,27,000,State - MAHARASHTRA,Urban,Divorced,97894,28784,69110,61317,19254,42063,24087,5376,18711,2330,786,1544,473,187,286,6841,1923,4918,2267,1041,1226,405,160,245
C-03_India,C1003,27,000,State - MAHARASHTRA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Total,Total,84580777,42442146,42138631,74824149,37537084,37287065,8082412,4085913,3996499,1129784,548753,581031,40244,21534,18710,36692,18812,17880,53849,27473,26376,9547,4815,4732
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Total,Never married,35569606,20152212,15417394,30908852,17557791,13351061,3905230,2178759,1726471,476519,254331,222188,18183,10705,7478,17316,9935,7381,23234,12984,10250,4352,2460,1892
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Total,Married,43451300,21399281,22052019,38859938,19163210,19696728,3776151,1849586,1926565,576001,282047,293954,20310,10478,9832,17493,8576,8917,28607,14064,14543,4617,2261,2356
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Total,Widowed,5066315,768834,4297481,4603440,704732,3898708,369641,49722,319919,69255,10389,58866,1551,286,1265,1677,257,1420,1890,371,1519,518,84,434
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Total,Separated,407276,102230,305046,374152,93872,280280,24810,6221,18589,6574,1643,4931,156,51,105,158,32,126,68,32,36,47,9,38
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Total,Divorced,86280,19589,66691,77767,17479,60288,6580,1625,4955,1435,343,1092,44,14,30,48,12,36,50,22,28,13,1,12
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Rural,Total,56361702,28243241,28118461,52793521,26461972,26331549,2839300,1424322,1414978,502264,244039,258225,7915,4329,3586,23554,11976,11578,5164,2564,2600,3710,1836,1874
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Rural,Never married,23219447,13227392,9992055,21620850,12331727,9289123,1277837,717904,559933,206042,111580,94462,3627,2104,1523,11146,6374,4772,2978,1663,1315,1775,983,792
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Rural,Married,29113493,14349770,14763723,27370194,13496912,13873282,1389214,682512,706702,256211,125983,130228,3833,2134,1699,11131,5395,5736,1864,858,1006,1672,814,858
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Rural,Widowed,3656469,575563,3080906,3450837,547522,2903315,157348,20583,136765,35592,5400,30192,395,80,315,1137,181,956,296,39,257,238,37,201
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Rural,Separated,309496,76986,232510,292211,73014,219197,12446,2789,9657,3751,929,2822,51,11,40,112,18,94,18,2,16,20,2,18
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Rural,Divorced,62797,13530,49267,59429,12797,46632,2455,534,1921,668,147,521,9,0,9,28,8,20,8,2,6,5,0,5
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Urban,Total,28219075,14198905,14020170,22030628,11075112,10955516,5243112,2661591,2581521,627520,304714,322806,32329,17205,15124,13138,6836,6302,48685,24909,23776,5837,2979,2858
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Urban,Never married,12350159,6924820,5425339,9288002,5226064,4061938,2627393,1460855,1166538,270477,142751,127726,14556,8601,5955,6170,3561,2609,20256,11321,8935,2577,1477,1100
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Urban,Married,14337807,7049511,7288296,11489744,5666298,5823446,2386937,1167074,1219863,319790,156064,163726,16477,8344,8133,6362,3181,3181,26743,13206,13537,2945,1447,1498
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Urban,Widowed,1409846,193271,1216575,1152603,157210,995393,212293,29139,183154,33663,4989,28674,1156,206,950,540,76,464,1594,332,1262,280,47,233
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Urban,Separated,97780,25244,72536,81941,20858,61083,12364,3432,8932,2823,714,2109,105,40,65,46,14,32,50,30,20,27,7,20
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Urban,Divorced,23483,6059,17424,18338,4682,13656,4125,1091,3034,767,196,571,35,14,21,20,4,16,42,20,22,8,1,7
C-03_India,C1003,28,000,State - ANDHRA PRADESH,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,29,000,State - KARNATAKA,Total,Total,61095297,30966657,30128640,51317472,26017983,25299489,7893065,4007871,3885194,1142647,557436,585211,28773,15955,12818,95710,55015,40695,440280,225544,214736,11263,5704,5559
C-03_India,C1003,29,000,State - KARNATAKA,Total,Never married,27045469,15545658,11499811,22236556,12855872,9380684,3967317,2215995,1751322,501710,270273,231437,12908,7920,4988,53994,35505,18489,178271,104879,73392,5064,2914,2150
C-03_India,C1003,29,000,State - KARNATAKA,Total,Married,30308035,14887994,15420041,25815282,12694841,13120441,3562678,1744254,1818424,569204,275749,293455,14646,7781,6865,36369,18496,17873,236295,116501,119794,5478,2691,2787
C-03_India,C1003,29,000,State - KARNATAKA,Total,Widowed,3452273,462844,2989429,3013234,406629,2606605,334920,41369,293551,65964,9156,56808,1077,201,876,4858,841,4017,23798,3558,20240,665,82,583
C-03_India,C1003,29,000,State - KARNATAKA,Total,Separated,251572,60172,191400,221535,52505,169030,22896,5086,17810,4603,1814,2789,120,49,71,402,145,257,1496,435,1061,42,14,28
C-03_India,C1003,29,000,State - KARNATAKA,Total,Divorced,37948,9989,27959,30865,8136,22729,5254,1167,4087,1166,444,722,22,4,18,87,28,59,420,171,249,14,3,11
C-03_India,C1003,29,000,State - KARNATAKA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,29,000,State - KARNATAKA,Rural,Total,37469335,18929354,18539981,33905041,17122399,16782642,2883788,1459151,1424637,309419,153269,156150,6754,3753,3001,69969,40316,29653,220362,113598,106764,5071,2556,2515
C-03_India,C1003,29,000,State - KARNATAKA,Rural,Never married,16506617,9514261,6992356,14762009,8527686,6234323,1439283,806236,633047,134760,75316,59444,3093,1893,1200,39816,26380,13436,89630,54490,35140,2272,1312,960
C-03_India,C1003,29,000,State - KARNATAKA,Rural,Married,18456842,9058461,9398381,16829062,8264192,8564870,1299549,634248,665301,152777,74475,78302,3253,1786,1467,25917,13100,12817,114780,56691,58089,2459,1196,1263
C-03_India,C1003,29,000,State - KARNATAKA,Rural,Widowed,2304883,311363,1993520,2129651,288856,1840795,131921,16322,115599,20370,2852,17518,347,54,293,3815,689,3126,14632,2031,12601,313,44,269
C-03_India,C1003,29,000,State - KARNATAKA,Rural,Separated,179166,40265,138901,164954,37238,127716,11188,2002,9186,1283,534,749,56,20,36,347,125,222,1070,284,786,23,4,19
C-03_India,C1003,29,000,State - KARNATAKA,Rural,Divorced,21827,5004,16823,19365,4427,14938,1847,343,1504,229,92,137,5,0,5,74,22,52,250,102,148,4,0,4
C-03_India,C1003,29,000,State - KARNATAKA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,29,000,State - KARNATAKA,Urban,Total,23625962,12037303,11588659,17412431,8895584,8516847,5009277,2548720,2460557,833228,404167,429061,22019,12202,9817,25741,14699,11042,219918,111946,107972,6192,3148,3044
C-03_India,C1003,29,000,State - KARNATAKA,Urban,Never married,10538852,6031397,4507455,7474547,4328186,3146361,2528034,1409759,1118275,366950,194957,171993,9815,6027,3788,14178,9125,5053,88641,50389,38252,2792,1602,1190
C-03_India,C1003,29,000,State - KARNATAKA,Urban,Married,11851193,5829533,6021660,8986220,4430649,4555571,2263129,1110006,1153123,416427,201274,215153,11393,5995,5398,10452,5396,5056,121515,59810,61705,3019,1495,1524
C-03_India,C1003,29,000,State - KARNATAKA,Urban,Widowed,1147390,151481,995909,883583,117773,765810,202999,25047,177952,45594,6304,39290,730,147,583,1043,152,891,9166,1527,7639,352,38,314
C-03_India,C1003,29,000,State - KARNATAKA,Urban,Separated,72406,19907,52499,56581,15267,41314,11708,3084,8624,3320,1280,2040,64,29,35,55,20,35,426,151,275,19,10,9
C-03_India,C1003,29,000,State - KARNATAKA,Urban,Divorced,16121,4985,11136,11500,3709,7791,3407,824,2583,937,352,585,17,4,13,13,6,7,170,69,101,10,3,7
C-03_India,C1003,29,000,State - KARNATAKA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,30,000,State - GOA,Total,Total,1458545,739140,719405,963877,499587,464290,121564,63814,57750,366130,171964,194166,1473,863,610,1095,574,521,1109,580,529,258,143,115
C-03_India,C1003,30,000,State - GOA,Total,Never married,635073,362543,272530,417039,242502,174537,59241,34197,25044,155542,83924,71618,619,389,230,455,259,196,438,254,184,91,51,40
C-03_India,C1003,30,000,State - GOA,Total,Married,729963,363869,366094,489529,248918,240611,57414,29009,28405,179595,84158,95437,810,462,348,582,305,277,628,320,308,153,86,67
C-03_India,C1003,30,000,State - GOA,Total,Widowed,89070,11135,77935,54787,7313,47474,4450,501,3949,29579,3275,26304,38,8,30,48,4,44,38,5,33,9,3,6
C-03_India,C1003,30,000,State - GOA,Total,Separated,3109,1121,1988,1834,621,1213,326,75,251,928,412,516,3,2,1,3,1,2,2,1,1,4,2,2
C-03_India,C1003,30,000,State - GOA,Total,Divorced,1330,472,858,688,233,455,133,32,101,486,195,291,3,2,1,7,5,2,3,0,3,1,1,0
C-03_India,C1003,30,000,State - GOA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,30,000,State - GOA,Rural,Total,551731,275436,276295,394144,200644,193500,20460,10893,9567,134947,62846,72101,360,220,140,333,152,181,120,57,63,68,40,28
C-03_India,C1003,30,000,State - GOA,Rural,Never married,239844,135809,104035,171631,98433,73198,9941,5756,4185,57179,31024,26155,153,99,54,137,74,63,55,24,31,26,17,9
C-03_India,C1003,30,000,State - GOA,Rural,Married,271608,134115,137493,195228,98234,96994,9744,5027,4717,65677,30421,35256,192,117,75,169,78,91,59,33,26,37,21,16
C-03_India,C1003,30,000,State - GOA,Rural,Widowed,38646,4889,33757,26244,3615,22629,706,89,617,11582,1170,10412,13,2,11,26,0,26,6,0,6,3,1,2
C-03_India,C1003,30,000,State - GOA,Rural,Separated,1245,480,765,834,296,538,50,14,36,353,165,188,1,1,0,0,0,0,0,0,0,2,1,1
C-03_India,C1003,30,000,State - GOA,Rural,Divorced,388,143,245,207,66,141,19,7,12,156,66,90,1,1,0,1,0,1,0,0,0,0,0,0
C-03_India,C1003,30,000,State - GOA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,30,000,State - GOA,Urban,Total,906814,463704,443110,569733,298943,270790,101104,52921,48183,231183,109118,122065,1113,643,470,762,422,340,989,523,466,190,103,87
C-03_India,C1003,30,000,State - GOA,Urban,Never married,395229,226734,168495,245408,144069,101339,49300,28441,20859,98363,52900,45463,466,290,176,318,185,133,383,230,153,65,34,31
C-03_India,C1003,30,000,State - GOA,Urban,Married,458355,229754,228601,294301,150684,143617,47670,23982,23688,113918,53737,60181,618,345,273,413,227,186,569,287,282,116,65,51
C-03_India,C1003,30,000,State - GOA,Urban,Widowed,50424,6246,44178,28543,3698,24845,3744,412,3332,17997,2105,15892,25,6,19,22,4,18,32,5,27,6,2,4
C-03_India,C1003,30,000,State - GOA,Urban,Separated,1864,641,1223,1000,325,675,276,61,215,575,247,328,2,1,1,3,1,2,2,1,1,2,1,1
C-03_India,C1003,30,000,State - GOA,Urban,Divorced,942,329,613,481,167,314,114,25,89,330,129,201,2,1,1,6,5,1,3,0,3,1,1,0
C-03_India,C1003,30,000,State - GOA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Total,Total,64473,33123,31350,1788,1603,185,62268,31166,31102,317,286,31,8,6,2,10,9,1,11,6,5,7,6,1
C-03_India,C1003,31,000,State - LAKSHADWEEP,Total,Never married,30195,16966,13229,594,536,58,29460,16317,13143,87,78,9,4,3,1,2,1,1,10,6,4,3,3,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Total,Married,30773,15616,15157,1190,1066,124,29310,14309,15001,228,208,20,4,3,1,8,8,0,1,0,1,4,3,1
C-03_India,C1003,31,000,State - LAKSHADWEEP,Total,Widowed,2837,389,2448,3,0,3,2832,389,2443,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Total,Separated,298,78,220,1,1,0,296,77,219,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Total,Divorced,370,74,296,0,0,0,370,74,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Rural,Total,14141,7243,6898,324,308,16,13766,6893,6873,27,27,0,0,0,0,0,0,0,4,2,2,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Rural,Never married,6710,3663,3047,116,110,6,6570,3533,3037,13,13,0,0,0,0,0,0,0,4,2,2,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Rural,Married,6691,3432,3259,208,198,10,6456,3212,3244,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Rural,Widowed,598,107,491,0,0,0,598,107,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Rural,Separated,64,24,40,0,0,0,64,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Rural,Divorced,78,17,61,0,0,0,78,17,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Urban,Total,50332,25880,24452,1464,1295,169,48502,24273,24229,290,259,31,8,6,2,10,9,1,7,4,3,7,6,1
C-03_India,C1003,31,000,State - LAKSHADWEEP,Urban,Never married,23485,13303,10182,478,426,52,22890,12784,10106,74,65,9,4,3,1,2,1,1,6,4,2,3,3,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Urban,Married,24082,12184,11898,982,868,114,22854,11097,11757,214,194,20,4,3,1,8,8,0,1,0,1,4,3,1
C-03_India,C1003,31,000,State - LAKSHADWEEP,Urban,Widowed,2239,282,1957,3,0,3,2234,282,1952,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Urban,Separated,234,54,180,1,1,0,232,53,179,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Urban,Divorced,292,57,235,0,0,0,292,57,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,31,000,State - LAKSHADWEEP,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,32,000,State - KERALA,Total,Total,33406061,16027412,17378649,18282492,8803455,9479037,8873472,4176255,4697217,6141269,2993781,3147488,3814,2173,1641,4752,2442,2310,4489,2225,2264,7618,4114,3504
C-03_India,C1003,32,000,State - KERALA,Total,Never married,13684355,7674256,6010099,7089175,4002385,3086790,4128511,2312554,1815957,2410787,1327333,1083454,1775,1090,685,2755,1596,1159,1757,1007,750,3740,2169,1571
C-03_India,C1003,32,000,State - KERALA,Total,Married,17215810,8080622,9135188,9642621,4632463,5010158,4219812,1827534,2392278,3307448,1599779,1707669,1803,1046,757,1679,798,881,2385,1175,1210,3521,1844,1677
C-03_India,C1003,32,000,State - KERALA,Total,Widowed,2228226,217242,2010984,1387951,131843,1256108,441594,27221,414373,392440,57317,335123,207,25,182,294,43,251,317,32,285,274,56,218
C-03_India,C1003,32,000,State - KERALA,Total,Separated,220987,45465,175522,135694,30855,104839,58905,6653,52252,25757,7762,17995,22,9,13,11,1,10,20,7,13,74,40,34
C-03_India,C1003,32,000,State - KERALA,Total,Divorced,56683,9827,46856,27051,5909,21142,24650,2293,22357,4837,1590,3247,7,3,4,13,4,9,10,4,6,9,5,4
C-03_India,C1003,32,000,State - KERALA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,32,000,State - KERALA,Rural,Total,17471135,8408054,9063081,9408848,4538594,4870254,4251787,2004022,2247765,3755664,1838436,1917228,1629,894,735,3224,1612,1612,2079,1039,1040,3577,1919,1658
C-03_India,C1003,32,000,State - KERALA,Rural,Never married,7153562,4013906,3139656,3672961,2078020,1594941,1984149,1109274,874875,1467874,810352,657522,797,472,325,1953,1113,840,851,516,335,1829,1045,784
C-03_India,C1003,32,000,State - KERALA,Rural,Married,8993219,4240398,4752821,4921595,2367888,2553707,2017902,877663,1140239,2031101,984641,1046460,702,399,303,1040,461,579,1041,506,535,1574,834,740
C-03_India,C1003,32,000,State - KERALA,Rural,Widowed,1164992,122264,1042728,719943,71496,648447,204436,12804,191632,237417,37541,199876,113,15,98,215,35,180,170,12,158,134,26,108
C-03_India,C1003,32,000,State - KERALA,Rural,Separated,130450,26627,103823,80907,18289,62618,32635,3259,29376,16550,4984,11566,14,7,7,6,0,6,11,3,8,38,13,25
C-03_India,C1003,32,000,State - KERALA,Rural,Divorced,28912,4859,24053,13442,2901,10541,12665,1022,11643,2722,918,1804,3,1,2,10,3,7,6,2,4,2,1,1
C-03_India,C1003,32,000,State - KERALA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,32,000,State - KERALA,Urban,Total,15934926,7619358,8315568,8873644,4264861,4608783,4621685,2172233,2449452,2385605,1155345,1230260,2185,1279,906,1528,830,698,2410,1186,1224,4041,2195,1846
C-03_India,C1003,32,000,State - KERALA,Urban,Never married,6530793,3660350,2870443,3416214,1924365,1491849,2144362,1203280,941082,942913,516981,425932,978,618,360,802,483,319,906,491,415,1911,1124,787
C-03_India,C1003,32,000,State - KERALA,Urban,Married,8222591,3840224,4382367,4721026,2264575,2456451,2201910,949871,1252039,1276347,615138,661209,1101,647,454,639,337,302,1344,669,675,1947,1010,937
C-03_India,C1003,32,000,State - KERALA,Urban,Widowed,1063234,94978,968256,668008,60347,607661,237158,14417,222741,155023,19776,135247,94,10,84,79,8,71,147,20,127,140,30,110
C-03_India,C1003,32,000,State - KERALA,Urban,Separated,90537,18838,71699,54787,12566,42221,26270,3394,22876,9207,2778,6429,8,2,6,5,1,4,9,4,5,36,27,9
C-03_India,C1003,32,000,State - KERALA,Urban,Divorced,27771,4968,22803,13609,3008,10601,11985,1271,10714,2115,672,1443,4,2,2,3,1,2,4,2,2,7,4,3
C-03_India,C1003,32,000,State - KERALA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,33,000,State - TAMIL NADU,Total,Total,72147030,36137975,36009055,63188168,31715046,31473122,4229479,2099182,2130297,4418331,2171413,2246918,14601,8088,6513,11186,5976,5210,89265,45605,43660,7414,3781,3633
C-03_India,C1003,33,000,State - TAMIL NADU,Total,Never married,29652678,16867019,12785659,25799985,14737113,11062872,1836668,1029842,806826,1864780,1013048,851732,5990,3648,2342,5472,3212,2260,35199,19800,15399,3083,1707,1376
C-03_India,C1003,33,000,State - TAMIL NADU,Total,Married,37415737,18390578,19025159,32856075,16186712,16669363,2146272,1034346,1111926,2269809,1107275,1162534,7751,4258,3493,5163,2644,2519,50027,24946,25081,3834,1970,1864
C-03_India,C1003,33,000,State - TAMIL NADU,Total,Widowed,4617383,760985,3856398,4125560,685573,3439987,220239,28914,191325,256680,43809,212871,759,141,618,494,94,400,3812,789,3023,439,83,356
C-03_India,C1003,33,000,State - TAMIL NADU,Total,Separated,398284,101630,296654,353923,90565,263358,20052,4588,15464,23243,6169,17074,81,33,48,43,22,21,164,51,113,41,15,26
C-03_India,C1003,33,000,State - TAMIL NADU,Total,Divorced,62948,17763,45185,52625,15083,37542,6248,1492,4756,3819,1112,2707,20,8,12,14,4,10,63,19,44,17,6,11
C-03_India,C1003,33,000,State - TAMIL NADU,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,33,000,State - TAMIL NADU,Rural,Total,37229590,18679065,18550525,34548262,17358731,17189531,993822,486373,507449,1598616,790114,808502,4149,2256,1893,3285,1716,1569,10084,5044,5040,2587,1227,1360
C-03_India,C1003,33,000,State - TAMIL NADU,Rural,Never married,15504737,8889195,6615542,14326184,8234332,6091852,438084,246935,191149,694525,381048,313477,1724,1039,685,1757,1013,744,3632,2147,1485,1138,579,559
C-03_India,C1003,33,000,State - TAMIL NADU,Rural,Married,18935155,9291468,9643687,17610370,8656201,8954169,493178,230765,262413,794824,388729,406095,2066,1142,924,1327,655,672,5398,2690,2708,1228,595,633
C-03_India,C1003,33,000,State - TAMIL NADU,Rural,Widowed,2551978,438456,2113522,2390186,412305,1977881,56197,7335,48862,99965,17769,82196,318,60,258,176,34,142,991,193,798,194,41,153
C-03_India,C1003,33,000,State - TAMIL NADU,Rural,Separated,209194,52465,156729,195567,49061,146506,4940,1011,3929,8246,2271,5975,34,13,21,19,13,6,52,12,40,20,8,12
C-03_India,C1003,33,000,State - TAMIL NADU,Rural,Divorced,28526,7481,21045,25955,6832,19123,1423,327,1096,1056,297,759,7,2,5,6,1,5,11,2,9,7,4,3
C-03_India,C1003,33,000,State - TAMIL NADU,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
