source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban,Religion,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40 and above | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-05_All_India,C1805,15,000,Rural,State - MIZORAM,Other religions and persuasions,22-23,22,12,17,9,3,2,3,1,3,2,1,0,3,2,4,2,0,0
C-05_All_India,C1805,15,000,Rural,State - MIZORAM,Other religions and persuasions,24-25,16,8,15,6,3,2,1,1,3,0,5,2,2,0,1,1,0,0
C-05_All_India,C1805,15,000,Rural,State - MIZORAM,Other religions and persuasions,26-27,12,7,9,6,2,1,2,0,2,2,0,0,1,1,2,2,0,0
C-05_All_India,C1805,15,000,Rural,State - MIZORAM,Other religions and persuasions,28-29,7,3,6,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0
C-05_All_India,C1805,15,000,Rural,State - MIZORAM,Other religions and persuasions,30-31,6,5,5,4,1,1,0,0,1,0,1,3,1,0,1,0,0,0
C-05_All_India,C1805,15,000,Rural,State - MIZORAM,Other religions and persuasions,32-33,1,3,1,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0
C-05_All_India,C1805,15,000,Rural,State - MIZORAM,Other religions and persuasions,34 +,10,1,8,1,0,0,0,0,2,1,2,0,1,0,3,0,0,0
C-05_All_India,C1805,15,000,Rural,State - MIZORAM,Other religions and persuasions,Not stated,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,All ages,124220,137898,113696,110173,20355,19733,17574,16648,30000,28341,22136,21073,11524,11340,6745,6668,5362,6370
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,Less than 10,548,782,516,643,0,0,0,3,56,147,212,232,128,127,120,133,0,1
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,10-11,81,95,79,87,0,0,0,3,19,36,43,26,9,12,8,10,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,12-13,51,140,50,123,0,8,0,16,2,36,28,44,12,13,8,6,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,14-15,167,1055,155,882,5,73,8,118,53,317,56,223,23,94,10,57,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,16-17,1041,7201,911,5882,124,866,164,835,322,1832,168,1183,87,738,45,428,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,18-19,6962,28215,6158,22147,1115,3258,1132,3350,1848,6175,1150,4667,553,2835,359,1859,1,3
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,20-21,17747,29087,15766,22151,2643,3453,2531,3196,4327,5990,3331,4841,1748,2843,1181,1825,5,3
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,22-23,18901,20582,17266,16674,3200,3156,2754,2588,4556,4431,3708,3618,1868,1843,1176,1036,4,2
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,24-25,21557,16159,19582,12703,3298,2504,2988,2100,5302,3387,4245,2705,2264,1324,1477,683,8,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,26-27,14632,9285,13697,7905,2677,1915,2262,1529,3772,2150,2797,1387,1404,624,784,300,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,28-29,11082,6206,10435,5318,2202,1491,1729,1057,2863,1387,2047,874,1075,376,517,133,2,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,30-31,9809,4620,9075,3755,1690,1138,1443,694,2553,980,1818,577,1028,260,542,105,1,1
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,32-33,5051,2349,4813,2039,1079,670,766,401,1414,555,853,267,483,103,218,43,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,34 +,10467,4026,9855,3504,2322,1201,1797,758,2913,918,1680,429,842,148,300,50,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,All religious communities,Not stated,6124,8096,5338,6360,0,0,0,0,0,0,0,0,0,0,0,0,5338,6360
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,All ages,9135,3981,8884,3607,1472,621,1663,682,2899,1037,1830,702,468,250,120,86,432,229
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,Less than 10,47,35,44,30,0,0,0,1,1,6,19,13,15,6,9,4,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,10-11,8,3,8,2,0,0,0,0,2,0,3,0,1,0,2,2,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,12-13,3,27,3,22,0,1,0,2,0,7,3,6,0,4,0,2,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,14-15,33,143,33,126,0,7,0,14,14,39,11,37,5,22,3,7,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,16-17,79,373,74,336,4,34,9,53,22,116,21,89,14,32,4,12,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,18-19,476,924,460,824,29,109,66,165,148,263,163,198,42,71,12,17,0,1
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,20-21,1281,749,1244,664,141,121,193,125,358,201,411,146,120,49,18,22,3,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,22-23,1558,521,1531,487,230,120,297,94,534,133,395,100,62,29,11,11,2,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,24-25,1765,412,1724,378,307,89,354,90,656,125,296,56,88,16,23,2,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,26-27,1193,205,1164,193,243,55,270,50,432,63,164,14,43,8,12,3,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,28-29,849,144,825,139,213,31,171,43,275,34,130,25,28,5,8,1,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,30-31,628,88,601,82,134,25,132,18,212,23,99,7,18,5,6,3,0,1
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,32-33,298,45,289,44,65,11,64,12,99,15,42,5,13,1,6,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,34 +,471,59,457,53,106,18,107,15,146,12,73,6,19,2,6,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Hindu,Not stated,446,253,427,227,0,0,0,0,0,0,0,0,0,0,0,0,427,227
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,All ages,2564,1164,2410,1039,527,262,496,227,746,282,298,124,106,62,47,30,190,52
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,Less than 10,10,8,10,7,0,0,0,0,3,4,4,2,2,1,1,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,10-11,4,3,4,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,12-13,3,14,3,14,0,1,0,6,0,6,3,1,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,14-15,8,69,8,68,0,17,0,19,3,23,3,8,2,1,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,16-17,50,148,47,141,4,50,13,38,17,36,7,9,4,7,2,1,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,18-19,144,258,138,224,27,62,30,53,37,62,29,26,10,11,5,9,0,1
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,20-21,407,230,380,197,82,43,85,42,129,59,53,28,21,17,9,8,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,22-23,351,126,324,113,83,26,68,17,108,34,45,15,13,16,6,5,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,24-25,476,103,445,88,99,22,95,20,166,24,58,15,21,4,6,3,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,26-27,268,57,257,50,72,15,57,14,85,13,23,4,15,2,5,2,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,28-29,206,33,193,29,50,9,43,7,71,4,19,7,7,2,3,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,30-31,204,25,190,24,39,7,56,5,62,5,22,7,4,0,7,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,32-33,78,14,73,13,22,4,15,4,18,2,12,1,5,0,1,2,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,34 +,158,20,150,17,49,6,34,2,44,7,19,1,2,1,2,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Muslim,Not stated,197,56,188,51,0,0,0,0,0,0,0,0,0,0,0,0,188,51
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,All ages,111814,132050,101737,104922,18218,18719,15298,15640,26186,26887,19880,20138,10912,10991,6558,6527,4685,6020
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,Less than 10,490,736,461,603,0,0,0,2,52,135,189,217,111,119,109,129,0,1
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,10-11,69,89,67,82,0,0,0,3,14,33,39,26,8,12,6,8,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,12-13,45,97,44,85,0,6,0,7,2,23,22,37,12,8,8,4,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,14-15,124,833,112,681,5,48,7,84,36,251,41,177,16,71,7,50,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,16-17,906,6628,784,5361,116,777,142,735,279,1667,138,1074,69,694,39,414,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,18-19,6284,26885,5504,20973,1049,3061,1023,3103,1646,5818,949,4423,496,2742,340,1825,1,1
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,20-21,15951,27964,14041,21167,2401,3264,2231,3016,3814,5695,2846,4636,1598,2766,1150,1787,1,3
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,22-23,16885,19852,15306,16003,2863,2991,2367,2458,3886,4253,3244,3488,1789,1794,1156,1017,1,2
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,24-25,19201,15566,17313,12167,2876,2372,2520,1976,4449,3220,3865,2620,2151,1303,1444,676,8,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,26-27,13081,8981,12190,7627,2338,1831,1917,1460,3231,2069,2594,1361,1343,613,766,293,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,28-29,9974,6007,9368,5128,1920,1441,1506,1005,2506,1343,1893,840,1035,367,506,132,2,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,30-31,8938,4496,8246,3641,1510,1105,1253,670,2267,948,1686,561,1001,255,528,102,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,32-33,4648,2276,4426,1971,985,652,686,382,1291,534,792,260,464,102,208,41,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,34 +,9795,3932,9207,3420,2155,1171,1646,739,2713,898,1582,418,819,145,291,49,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Christian,Not stated,5423,7708,4668,6013,0,0,0,0,0,0,0,0,0,0,0,0,4668,6013
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,All ages,123,22,119,22,27,6,16,3,41,6,23,3,4,1,2,1,6,2
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,Less than 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,14-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,16-17,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,18-19,3,2,3,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,20-21,14,7,14,7,1,2,1,0,6,2,4,1,2,1,0,1,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,22-23,24,4,24,4,5,0,2,1,11,2,5,1,0,0,1,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,24-25,30,1,27,1,5,0,8,1,4,0,10,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,26-27,20,1,20,1,9,1,2,0,5,0,2,0,2,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,28-29,16,3,16,3,6,2,3,0,6,1,1,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,30-31,4,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,32-33,2,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,34 +,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Sikh,Not stated,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,All ages,399,440,379,396,81,96,72,67,95,96,79,67,20,21,7,13,25,36
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,Less than 10,0,3,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,12-13,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,14-15,2,9,2,7,0,1,1,1,0,4,1,1,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,16-17,5,43,5,38,0,4,0,6,3,13,2,9,0,5,0,1,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,18-19,40,88,39,80,5,19,10,18,12,24,9,11,2,4,1,4,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,20-21,73,88,69,81,14,17,18,10,16,25,13,20,7,6,1,3,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,22-23,61,52,60,46,15,17,16,12,13,7,15,7,1,2,0,1,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,24-25,60,51,53,47,10,16,5,9,22,12,12,8,2,0,2,2,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,26-27,49,27,47,23,9,9,12,3,13,3,11,6,1,1,1,1,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,28-29,28,13,25,13,11,6,3,2,5,3,4,1,2,1,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,30-31,20,7,20,6,4,1,0,1,5,3,6,1,5,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,32-33,14,6,14,5,5,2,1,2,2,0,4,1,0,0,2,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,34 +,20,9,20,9,8,4,6,2,4,0,2,2,0,0,0,1,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Buddhist,Not stated,27,42,25,36,0,0,0,0,0,0,0,0,0,0,0,0,25,36
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,All ages,20,12,16,7,6,4,3,0,3,1,2,2,1,0,0,0,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,Less than 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,14-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,16-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,18-19,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,20-21,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,22-23,5,3,4,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,24-25,2,2,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,26-27,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,28-29,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,30-31,4,0,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,32-33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,34 +,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Jain,Not stated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,All ages,78,105,73,78,11,14,9,12,13,12,15,17,10,12,6,4,9,7
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,Less than 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,14-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,16-17,0,4,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,18-19,8,27,8,22,3,4,2,3,1,5,0,3,1,6,1,1,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,20-21,11,21,9,14,1,3,0,2,4,2,2,3,0,2,2,2,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,22-23,6,16,6,12,2,1,1,3,0,2,1,4,1,2,1,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,24-25,12,10,9,8,0,2,1,1,2,0,2,4,2,1,2,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,26-27,10,8,10,6,2,2,3,1,2,1,3,1,0,0,0,1,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,28-29,5,1,5,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,30-31,2,4,2,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,32-33,5,3,5,1,1,0,0,0,2,1,1,0,1,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,34 +,10,3,10,2,1,1,1,0,2,0,4,1,2,0,0,0,0,0
C-05_All_India,C1905,15,000,Urban,State - MIZORAM,Other religions and persuasions,Not stated,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,9,7
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,All ages,940204,1078931,905826,895345,141629,145556,145046,144469,249677,247055,181336,180475,93430,91463,64279,57715,30429,28612
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,Less than 10,7040,13559,6837,10899,1,6,14,49,633,3039,2247,3234,1659,2253,2281,2315,2,3
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,10-11,420,5012,372,3152,3,25,11,166,97,778,128,691,69,560,64,931,0,1
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,12-13,735,23542,635,15773,22,458,60,1438,228,4758,177,3580,79,2664,69,2871,0,4
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,14-15,3356,94602,2977,70770,295,5290,440,9576,988,21351,633,15658,332,9985,289,8897,0,13
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,16-17,14815,182169,13886,149770,2298,25559,2678,25558,4430,42885,2379,29733,1100,15940,999,10074,2,21
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,18-19,59909,293083,56766,251997,11103,49916,10923,44651,16155,68504,9704,50096,4676,24444,4196,14328,9,58
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,20-21,137500,194419,130684,161627,21531,26432,22788,26384,36306,43626,25422,36039,12946,18092,11666,11025,25,29
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,22-23,139752,91987,135000,80443,23152,15447,22148,13797,38726,23565,27778,16963,13413,7261,9751,3395,32,15
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,24-25,156668,64464,150449,54862,22137,9598,21815,9277,41379,16624,33278,11600,17960,5412,13855,2338,25,13
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,26-27,104367,31191,101864,27923,17426,5406,16292,5450,30014,8928,21255,5421,10715,2046,6144,669,18,3
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,28-29,87795,19618,85910,17478,14512,3383,14308,3473,24830,5585,17930,3279,9419,1351,4897,403,14,4
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,30-31,82845,13991,80287,11318,10856,1772,13266,2401,22347,3680,17588,2221,10453,935,5763,308,14,1
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,32-33,44328,5507,43532,4877,7331,1050,8036,1018,13247,1648,9023,841,4213,250,1677,70,5,0
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,34 +,67824,7468,66357,6010,10962,1214,12267,1231,20297,2084,13794,1119,6396,270,2628,91,13,1
C-05_All_India,C1705,16,000,Total,State - TRIPURA,All religious communities,Not stated,32850,38319,30270,28446,0,0,0,0,0,0,0,0,0,0,0,0,30270,28446
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,All ages,801268,919333,771423,759777,118228,120634,122328,121061,212218,209257,155772,154619,81350,79754,55861,50609,25666,23843
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,Less than 10,5978,11535,5803,9163,1,5,11,35,482,2415,1879,2724,1433,1934,1995,2047,2,3
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,10-11,336,4280,293,2560,3,17,10,119,73,564,95,543,62,486,50,830,0,1
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,12-13,554,19593,466,12561,13,305,42,998,150,3498,139,2867,66,2279,56,2611,0,3
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,14-15,2546,79141,2222,57894,213,3948,304,7218,708,17073,488,12963,274,8683,235,7998,0,11
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,16-17,11444,152787,10637,124404,1632,20025,1903,20598,3442,35511,1934,25356,887,14040,837,8857,2,17
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,18-19,47118,246705,44470,211187,8256,40656,8310,36917,12667,57393,7849,42562,3849,21202,3531,12406,8,51
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,20-21,111312,165735,105470,137793,16713,22223,18021,22364,29208,37149,20888,30853,10810,15648,9807,9527,23,29
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,22-23,115624,80234,111557,70321,18657,13360,18011,12063,31780,20625,23313,14891,11382,6422,8387,2947,27,13
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,24-25,133095,56936,127659,48681,18427,8477,18261,8269,34824,14859,28446,10217,15624,4797,12056,2050,21,12
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,26-27,90876,28128,88659,25290,15041,4860,14088,4965,25963,8148,18487,4907,9552,1837,5513,570,15,3
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,28-29,78131,17786,76426,15939,12846,3044,12666,3215,21971,5142,15972,2976,8542,1197,4417,361,12,4
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,30-31,74174,12667,71891,10338,9737,1625,11900,2215,20134,3437,15678,1997,9332,795,5099,268,11,1
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,32-33,40643,5098,39902,4530,6628,976,7409,952,12187,1548,8267,778,3871,215,1535,61,5,0
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,34 +,61775,6671,60440,5422,10061,1113,11392,1133,18629,1895,12337,985,5666,219,2343,76,12,1
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Hindu,Not stated,27662,32037,25528,23694,0,0,0,0,0,0,0,0,0,0,0,0,25528,23694
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Muslim,All ages,69716,83624,67981,69216,11342,12396,11525,12127,18741,19246,13247,13498,6367,6145,4469,3590,2290,2214
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Muslim,Less than 10,579,1148,561,959,0,1,1,8,67,351,185,267,135,175,173,157,0,0
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Muslim,10-11,41,580,38,463,0,7,1,39,7,161,18,110,2,58,10,88,0,0
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Muslim,12-13,106,3287,99,2617,6,123,8,348,47,1011,17,582,10,330,11,223,0,0
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Muslim,14-15,526,11718,484,9563,55,1008,91,1775,157,3116,94,1992,44,983,43,688,0,1
C-05_All_India,C1705,16,000,Total,State - TRIPURA,Muslim,16-17,1950,18990,1890,16103,373,3554,454,3227,555,4578,254,2791,137,1205,117,744,0,4
