source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban/,Age-group | 1,Total | Persons | 2,Males | 3,Females | 4,Marital status | Persons | 5,Never married | Males | 6,Females | 7,Currently Married | Persons | 8,Males | 9,Females | 10,Widowed | Persons | 11,Males | 12,Females | 13,Separated | Persons | 14,Males | 15,Females | 16,Divorced | Persons | 17,Males | 18,Females | 19,Unspecified | Persons | 20,Males | 21,Females | 22
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,15,26686,13297,13389,25462,13001,12461,1154,277,877,47,12,35,17,4,13,6,3,3,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,16,23951,11786,12165,22759,11439,11320,1136,323,813,26,10,16,24,12,12,6,2,4,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,17,20365,10170,10195,18908,9824,9084,1403,320,1083,23,11,12,21,11,10,10,4,6,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,18,24467,12018,12449,21770,11482,10288,2652,522,2130,26,9,17,13,3,10,6,2,4,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,19,18247,8682,9565,14843,7962,6881,3315,688,2627,45,14,31,29,11,18,15,7,8,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,20,24336,11581,12755,17295,9718,7577,6884,1816,5068,83,22,61,55,19,36,19,6,13,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,21,16238,7485,8753,10512,5850,4662,5603,1588,4015,58,19,39,49,24,25,16,4,12,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,22,15973,7366,8607,9209,5191,4018,6635,2135,4500,65,22,43,41,13,28,23,5,18,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,23,14104,6550,7554,7238,4229,3009,6735,2288,4447,68,11,57,41,18,23,22,4,18,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,24,16091,7323,8768,6917,4135,2782,9017,3148,5869,82,15,67,49,16,33,26,9,17,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,25,20125,9323,10802,7011,4294,2717,12872,4952,7920,123,37,86,72,27,45,47,13,34,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,26,15485,7102,8383,4854,2891,1963,10420,4151,6269,109,22,87,61,25,36,41,13,28,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,27,13556,6314,7242,3535,2153,1382,9799,4109,5690,135,30,105,60,14,46,27,8,19,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,28,16079,7346,8733,3301,2030,1271,12500,5237,7263,143,32,111,90,31,59,45,16,29,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Total,29,13166,6107,7059,2311,1404,907,10571,4628,5943,155,34,121,95,27,68,34,14,20,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,15,21335,10772,10563,20365,10537,9828,904,218,686,43,10,33,17,4,13,6,3,3,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,16,18758,9404,9354,17873,9144,8729,842,244,598,21,7,14,17,8,9,5,1,4,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,17,15754,7998,7756,14666,7738,6928,1047,239,808,16,8,8,17,9,8,8,4,4,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,18,19526,9642,9884,17318,9200,8118,2168,428,1740,22,9,13,13,3,10,5,2,3,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,19,14444,6933,7511,11648,6326,5322,2720,582,2138,41,12,29,24,9,15,11,4,7,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,20,20030,9608,10422,14112,8025,6087,5778,1539,4239,75,21,54,48,17,31,17,6,11,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,21,12931,6043,6888,8224,4668,3556,4609,1336,3273,47,18,29,36,18,18,15,3,12,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,22,12724,5969,6755,7223,4178,3045,5389,1758,3631,57,20,37,34,8,26,21,5,16,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,23,11182,5233,5949,5587,3320,2267,5488,1886,3602,55,9,46,34,14,20,18,4,14,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,24,12862,5955,6907,5384,3336,2048,7342,2583,4759,71,14,57,41,13,28,24,9,15,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,25,16316,7726,8590,5609,3528,2081,10500,4130,6370,105,34,71,63,22,41,39,12,27,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,26,12346,5725,6621,3789,2324,1465,8386,3354,5032,89,18,71,49,19,30,33,10,23,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,27,10847,5108,5739,2765,1736,1029,7882,3323,4559,121,28,93,53,13,40,26,8,18,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,28,12922,5962,6960,2594,1644,950,10100,4250,5850,119,27,92,69,26,43,40,15,25,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Rural,29,10663,5015,5648,1873,1194,679,8555,3756,4799,129,31,98,76,21,55,30,13,17,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Urban,15,5351,2525,2826,5097,2464,2633,250,59,191,4,2,2,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Arunachal_Pradesh,C0902STA,12,000,State - ARUNACHAL PRADESH,Urban,16,5193,2382,2811,4886,2295,2591,294,79,215,5,3,2,7,4,3,1,1,0,0,0,0
