state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,CMPR_buddhist_female,CMPR_buddhist_male,CMPR_christian_female,CMPR_christian_male,CMPR_hindu_female,CMPR_hindu_male,CMPR_jain_female,CMPR_jain_male,CMPR_muslim_female,CMPR_muslim_male,CMPR_sikh_female,CMPR_sikh_male,Illiteracy_rate_buddhist_female,Illiteracy_rate_buddhist_male,Illiteracy_rate_christian_female,Illiteracy_rate_christian_male,Illiteracy_rate_hindu_female,Illiteracy_rate_hindu_male,Illiteracy_rate_jain_female,Illiteracy_rate_jain_male,Illiteracy_rate_muslim_female,Illiteracy_rate_muslim_male,Illiteracy_rate_sikh_female,Illiteracy_rate_sikh_male,Literacy_rate_buddhist_female,Literacy_rate_buddhist_male,Literacy_rate_christian_female,Literacy_rate_christian_male,Literacy_rate_hindu_female,Literacy_rate_hindu_male,Literacy_rate_jain_female,Literacy_rate_jain_male,Literacy_rate_muslim_female,Literacy_rate_muslim_male,Literacy_rate_sikh_female,Literacy_rate_sikh_male,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female
Daman & Diu,age_10_13,25,12.5,18.9189,22.1686,0.0,37.8284,25.0,1.7241,1.5385,0.1105,0.0,1.3445,0.3898,2.2222,0.0,0.9903,0.2676,2.1277,0.0,0.0,0.0,2.6316,0.0,3.5493,2.6927,0.0,0.0,5.6198,5.8282,0.0,12.5,100.0,100.0,97.3684,100.0,96.4507,97.3073,100.0,100.0,94.3802,94.1718,100.0,87.5,12.5,8.1081,13.612,25.0,6.655,25.0
Daman & Diu,age_14_17,25,0.0,0.0,2.6347,10.0,4.8936,0.0,6.8966,0.0,3.0939,1.3908,14.5818,3.5249,4.4444,0.0,15.485,2.1216,6.383,1.8868,16.6667,0.0,3.3898,3.4091,3.7385,5.16,0.0,16.6667,7.1146,8.6563,25.0,0.0,83.3333,100.0,96.6102,96.5909,96.2615,94.84,100.0,83.3333,92.8854,91.3437,75.0,100.0,20.0,43.8596,42.74,30.0,40.0,0.0
Daman & Diu,age_18_21,25,0.0,3.0303,3.8999,0.0,7.1672,0.0,55.1724,18.4615,23.2044,6.9541,48.379,32.7988,36.6667,8.1395,46.7027,28.7271,38.2979,13.2075,0.0,0.0,2.9412,2.439,7.2634,7.6337,0.0,0.0,6.0897,10.7417,0.0,0.0,100.0,100.0,97.0588,97.561,92.7366,92.3663,100.0,100.0,93.9103,89.2583,100.0,100.0,0.0,6.0606,15.4046,0.0,20.8191,0.0
Daman & Diu,age_22_25,25,0.0,4.8544,5.149,0.0,8.2245,0.0,18.9655,35.3846,28.5083,22.8095,13.7617,34.7493,33.3333,39.5349,14.4497,36.8119,29.7872,28.3019,10.0,8.3333,2.8302,5.7554,11.6202,6.6272,7.1429,5.2632,11.8527,9.8186,0.0,0.0,90.0,91.6667,97.1698,94.2446,88.3798,93.3728,92.8571,94.7368,88.1473,90.1814,100.0,100.0,11.1111,3.8835,18.1562,23.0769,16.9713,0.0
Daman & Diu,age_26_29,25,5.8824,1.7699,6.5501,0.0,9.6685,0.0,6.8966,27.6923,14.6961,33.6579,2.9523,14.2755,6.6667,31.3953,3.151,15.2714,8.5106,30.1887,5.5556,4.7619,3.4188,5.0725,15.0411,6.8201,0.0,0.0,16.9725,9.9203,0.0,0.0,94.4444,95.2381,96.5812,94.9275,84.9589,93.1799,100.0,100.0,83.0275,90.0797,100.0,100.0,29.4118,5.3097,17.3776,7.6923,17.2652,0.0
Daman & Diu,age_30_33,25,0.0,5.0847,7.7982,0.0,8.9127,0.0,0.0,12.3077,4.8619,19.1933,0.7529,5.2155,0.0,11.6279,1.1254,6.8043,2.1277,11.3208,0.0,0.0,4.065,1.8692,17.7212,7.2184,7.1429,0.0,19.6275,13.3271,0.0,0.0,100.0,100.0,95.935,98.1308,82.2788,92.7816,92.8571,100.0,80.3725,86.6729,100.0,100.0,28.5714,13.5593,17.9483,0.0,18.8948,0.0
Daman & Diu,age_34_plus,25,18.1818,16.1787,20.034,3.7736,21.3007,0.0,0.0,0.0,1.2155,6.6759,0.2673,1.2932,0.0,2.3256,0.2926,2.3127,0.0,3.7736,26.6667,9.375,10.1108,4.2254,39.1003,12.8668,10.1695,0.0,31.2269,12.6727,6.0606,2.2727,73.3333,90.625,89.8892,95.7746,60.8997,87.1332,89.8305,100.0,68.7731,87.3273,93.9394,97.7273,0.0,13.4052,14.3745,9.434,10.5012,6.4516
Daman & Diu,age_below10,25,100.0,95.5556,94.6349,100.0,95.9427,100.0,6.8966,0.0,0.5525,1.1127,1.3486,1.2657,0.0,1.1628,1.1929,1.2615,2.1277,3.7736,81.8182,60.8696,71.519,65.2632,74.7491,74.2308,57.1429,73.6842,74.2471,74.6601,85.7143,70.0,18.1818,39.1304,28.481,34.7368,25.2509,25.7692,42.8571,26.3158,25.7529,25.3399,14.2857,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,age_10_13,26,31.25,30.4878,29.2741,14.7059,27.8729,33.3333,0.5917,0.0,0.6939,0.1693,1.1867,0.3108,0.8523,0.0,1.2061,0.2582,2.1739,0.0,0.0,5.2632,2.7668,0.8658,6.157,3.0393,0.0,4.4444,3.9906,5.0485,25.0,0.0,100.0,94.7368,97.2332,99.1342,93.843,96.9607,100.0,95.5556,96.0094,94.9515,75.0,100.0,18.75,5.2846,7.727,17.6471,8.313,33.3333
Dadra & Nagar Haveli,age_14_17,26,0.0,7.6233,11.0024,0.0,6.2827,0.0,22.4852,3.4483,13.6469,2.8789,17.3261,3.6465,5.1136,0.5764,17.5949,2.2956,4.3478,2.8571,0.0,8.3333,8.2305,3.653,13.54,4.5618,9.375,0.0,4.5,4.3315,0.0,10.0,100.0,91.6667,91.7695,96.347,86.46,95.4382,90.625,100.0,95.5,95.6685,100.0,90.0,50.0,45.7399,40.9788,31.0345,38.2199,28.5714
Dadra & Nagar Haveli,age_18_21,26,0.0,14.7727,10.9312,0.0,5.8824,33.3333,49.1124,30.4598,37.0085,30.398,49.6292,40.9742,42.3295,12.3919,50.5144,35.5524,41.3043,12.8571,14.2857,6.6667,19.2661,4.2017,22.9028,6.7163,7.6923,3.7037,11.3744,8.9669,0.0,0.0,85.7143,93.3333,80.7339,95.7983,77.0972,93.2837,92.3077,96.2963,88.6256,91.0331,100.0,100.0,33.3333,12.5,20.1923,0.0,17.1123,0.0
Dadra & Nagar Haveli,age_22_25,26,5.0,9.0909,10.0953,1.9231,6.0659,0.0,11.8343,39.0805,20.7402,25.3175,12.1829,31.6893,31.8182,42.3631,11.7772,35.6958,39.1304,40.0,16.6667,10.0,22.807,7.7551,29.038,7.0458,0.0,0.0,12.1766,10.7668,25.0,0.0,83.3333,90.0,77.193,92.2449,70.962,92.9542,100.0,100.0,87.8234,89.2332,75.0,100.0,22.5,10.7955,17.7095,5.7692,16.6378,0.0
Dadra & Nagar Haveli,age_26_29,26,10.5263,8.589,8.8582,0.0,12.1901,9.0909,2.9586,13.2184,6.9391,19.6444,2.2609,10.5429,6.5341,27.9539,2.9443,13.1994,2.1739,24.2857,9.5238,3.3333,27.5556,15.6398,33.5167,10.5567,0.0,0.0,15.3846,10.2881,0.0,16.6667,90.4762,96.6667,72.4444,84.3602,66.4833,89.4433,100.0,100.0,84.6154,89.7119,100.0,83.3333,31.5789,7.9755,17.1907,0.0,14.6694,0.0
Dadra & Nagar Haveli,age_30_33,26,9.5238,7.5758,9.6832,1.9608,12.1884,0.0,0.0,7.4713,1.1565,10.3302,0.4399,3.3117,0.8523,7.4928,0.2838,3.7877,2.1739,4.2857,25.0,2.381,25.4237,11.5607,39.4252,13.7962,0.0,1.8868,19.5991,9.4692,0.0,0.0,75.0,97.619,74.5763,88.4393,60.5748,86.2038,100.0,98.1132,80.4009,90.5308,100.0,100.0,4.7619,7.5758,15.4517,1.9608,17.1745,0.0
Dadra & Nagar Haveli,age_34_plus,26,22.5806,10.4034,15.6564,5.3097,21.9902,0.0,0.5917,1.1494,0.3855,2.7942,0.124,0.6594,0.0,1.1527,0.2128,0.8321,0.0,0.0,38.0,12.6582,41.2718,19.6341,66.2914,32.5219,4.6414,0.7663,35.3968,13.74,3.8462,4.1667,62.0,87.3418,58.7282,80.3659,33.7086,67.4781,95.3586,99.2337,64.6032,86.26,96.1538,95.8333,6.4516,9.1295,12.3324,7.9646,8.8452,16.0
Dadra & Nagar Haveli,age_below10,26,100.0,94.7368,94.9478,84.6154,90.9408,100.0,2.3669,1.1494,1.9275,1.5241,2.8274,1.5641,2.2727,2.0173,2.5186,1.4347,0.0,0.0,77.9221,81.0127,63.3205,68.3521,73.1529,72.2961,69.7674,68.3168,76.6856,71.8639,60.0,82.3529,22.0779,18.9873,36.6795,31.6479,26.8471,27.7039,30.2326,31.6832,23.3144,28.1361,40.0,17.6471,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,age_10_13,27,29.6686,22.8216,31.2368,20.9493,30.5525,26.5352,1.9104,0.3786,0.6404,0.2925,1.8991,0.4207,0.8673,0.2599,1.72,0.3715,1.0869,0.3183,3.3758,2.9842,3.5777,3.4009,5.079,4.159,2.3854,2.6099,5.2326,5.1291,5.0023,4.6751,96.6242,97.0158,96.4223,96.5991,94.921,95.841,97.6146,97.3901,94.7674,94.8709,94.9977,95.3249,8.3275,11.3422,7.9189,11.3265,9.4891,10.5154
Maharashtra,age_14_17,27,3.1194,1.7628,4.1544,0.6381,4.8811,3.1361,17.2158,1.8313,5.2143,0.6603,17.9975,2.0859,8.0271,0.757,18.3763,1.834,9.0115,1.1676,3.3901,2.6843,3.0551,3.0788,5.1638,3.9212,1.6739,1.8659,5.1871,5.3371,4.9671,3.6218,96.6099,97.3157,96.9449,96.9212,94.8362,96.0788,98.3261,98.1341,94.8129,94.6629,95.0329,96.3782,44.7598,41.9394,42.6681,40.7721,39.6819,39.643
Maharashtra,age_18_21,27,3.5339,2.0911,4.5984,0.7035,5.1658,3.0409,42.8505,24.2455,25.3905,10.055,44.3385,26.5823,37.0462,12.0259,45.9843,27.4226,36.7206,15.1558,4.3805,3.0369,3.6806,3.278,7.2268,4.4909,1.7471,1.8893,6.9116,7.0402,5.7592,4.0121,95.6195,96.9631,96.3194,96.722,92.7732,95.5091,98.2529,98.1107,93.0884,92.9598,94.2408,95.9879,17.0997,7.379,14.9927,3.643,18.4763,7.6023
Maharashtra,age_22_25,27,4.8064,2.1442,5.6789,0.7213,6.3855,2.9415,10.1939,35.4373,24.4365,23.2357,10.7296,35.9242,26.8484,39.9178,10.0322,37.7352,22.6583,33.7152,6.2836,3.4926,4.5734,3.7169,10.0628,5.3672,2.0631,2.1144,9.8444,8.056,6.8271,3.8965,93.7164,96.5074,95.4266,96.2831,89.9372,94.6328,97.9369,97.8856,90.1556,91.944,93.1729,96.1035,19.1199,7.5251,16.5582,4.039,17.6952,8.0021
Maharashtra,age_26_29,27,7.1979,2.5836,7.5729,0.8374,8.9493,3.2482,2.4787,15.9006,12.9657,25.8781,2.5253,15.674,5.8118,25.364,2.054,13.4543,6.517,23.7516,9.4551,4.5454,5.6146,4.2314,14.0608,7.0326,2.2403,2.2245,14.4553,10.0751,7.578,5.2536,90.5449,95.4546,94.3854,95.7686,85.9392,92.9674,97.7597,97.7755,85.5447,89.9249,92.422,94.7464,20.1521,7.9461,16.6024,4.9418,16.3626,7.4635
Maharashtra,age_30_33,27,11.3365,3.6347,11.0368,1.2562,12.4244,3.9642,0.6976,7.3309,4.0095,18.4523,0.5994,5.6661,1.1151,6.8607,0.6006,5.1477,1.4949,8.5549,14.9802,5.9761,6.9062,4.7838,19.773,9.0463,2.4277,2.4103,19.7856,11.9824,8.6856,5.6496,85.0198,94.0239,93.0938,95.2162,80.227,90.9537,97.5723,97.5897,80.2144,88.0176,91.3144,94.3504,20.1392,8.1352,15.6786,6.1439,14.9979,7.9768
Maharashtra,age_34_plus,27,26.0583,7.5452,21.444,9.6284,23.4214,6.3962,0.2064,2.0891,1.3797,6.9098,0.1847,1.4285,0.3641,1.7417,0.2222,1.5996,0.4607,2.5055,45.5649,18.0852,13.615,7.2953,43.2354,19.3346,9.0304,3.8812,39.1844,19.5731,16.7877,8.686,54.4351,81.9148,86.385,92.7047,56.7646,80.6654,90.9696,96.1188,60.8156,80.4269,83.2123,91.314,13.5886,8.7572,10.537,8.4809,10.5385,9.9368
Maharashtra,age_below10,27,95.7103,95.1961,95.7022,96.0931,94.4527,94.563,2.2965,2.0045,2.0371,2.2069,2.4997,2.202,2.0098,2.9491,2.1439,2.1059,1.9571,2.3904,72.2852,72.2608,71.4201,71.2261,73.2157,73.1136,71.2228,70.5635,73.8627,73.9297,73.2391,72.7604,27.7148,27.7392,28.5799,28.7739,26.7843,26.8864,28.7772,29.4365,26.1373,26.0703,26.7609,27.2396,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,age_10_13,28,21.0646,18.9302,19.1773,14.9091,21.4591,20.6751,3.7146,0.5745,3.11,0.3576,4.3498,0.4751,1.048,0.3865,2.6453,0.3078,3.1873,0.8219,8.8072,5.7814,5.776,4.9258,6.4346,4.82,4.4586,2.9365,7.2016,6.8214,14.2547,10.6759,91.1928,94.2186,94.224,95.0742,93.5654,95.18,95.5414,97.0635,92.7984,93.1786,85.7453,89.3241,13.2319,17.5936,16.5543,20.1818,15.8634,17.2996
Andhra Pradesh,age_14_17,28,2.0701,2.1672,2.4122,1.0322,2.8955,3.4387,19.5828,3.6611,20.2793,2.4794,26.149,3.3143,9.9901,1.2906,21.7801,1.8132,16.2749,2.7426,10.3498,6.7073,6.3295,5.3228,8.1867,5.6272,3.2315,2.5441,8.2713,7.8104,12.3064,9.7739,89.6502,93.2927,93.6705,94.6772,91.8133,94.3728,96.7685,97.4559,91.7287,92.1896,87.6936,90.2261,30.6529,34.163,34.9021,32.6047,31.4667,32.4349
Andhra Pradesh,age_18_21,28,3.7855,2.6252,3.1575,2.1459,2.8171,3.6332,40.28,34.8541,32.0413,27.9853,36.0669,32.9014,39.6689,19.7529,39.6859,27.0563,35.3187,22.3474,14.0921,8.0255,10.6486,7.1211,14.523,7.8368,4.6059,2.7695,12.0988,9.5869,19.3863,10.8553,85.9079,91.9745,89.3514,92.8789,85.477,92.1632,95.3941,97.2305,87.9012,90.4131,80.6137,89.1447,8.5174,6.5848,7.8129,3.8627,8.1667,7.7855
Andhra Pradesh,age_22_25,28,4.8551,3.4,4.4043,0.9294,3.5534,2.8105,7.2388,31.2606,11.597,30.7871,6.7782,34.0668,22.6963,40.7551,8.225,35.821,13.9512,31.1663,23.6701,9.818,15.7157,9.8737,23.1219,11.5361,7.1401,3.2059,17.6431,12.2411,23.5382,11.7153,76.3299,90.182,84.2843,90.1263,76.8781,88.4639,92.8599,96.7941,82.3569,87.7589,76.4618,88.2847,7.1261,5.8006,7.6821,3.1263,6.9443,6.6667
Andhra Pradesh,age_26_29,28,4.8828,4.8052,6.919,1.434,4.9192,2.822,1.6764,9.2599,4.2506,15.4329,1.2772,12.0689,3.8633,16.4953,1.5526,13.5293,3.9619,16.8529,35.3535,14.8241,22.2456,14.0227,35.1398,18.8565,7.2741,3.6292,26.1732,16.358,25.8186,16.4711,64.6465,85.1759,77.7544,85.9773,64.8602,81.1435,92.7259,96.3708,73.8268,83.642,74.1814,83.5289,8.5938,5.7827,8.0081,4.2176,6.7448,5.4993
Andhra Pradesh,age_30_33,28,8.1879,5.6997,8.8445,1.2906,6.2663,3.1332,0.4667,3.7738,1.127,7.1377,0.3261,4.3512,0.6945,3.9823,0.48,5.6109,0.8725,6.104,42.7803,20.1584,26.4062,16.3378,44.0186,24.6619,8.5664,3.1431,34.9334,20.5722,25.1953,17.2131,57.2197,79.8416,73.5938,83.6622,55.9814,75.3381,91.4336,96.8569,65.0666,79.4278,74.8047,82.7869,9.5302,5.6303,8.1154,5.7839,6.6977,6.7885
Andhra Pradesh,age_34_plus,28,9.6104,7.6069,13.3964,5.3509,10.0409,4.4114,0.2857,1.1265,0.4144,2.1788,0.1524,1.209,0.2667,1.1871,0.2065,1.6796,0.4897,1.7268,73.361,40.6883,41.0208,26.4442,67.1942,43.4165,17.1769,5.8018,59.7163,32.8031,36.4367,21.8159,26.639,59.3117,58.9792,73.5558,32.8058,56.5835,82.8231,94.1982,40.2837,67.1969,63.5633,78.1841,7.1429,6.3088,7.5038,9.6147,6.1761,6.4684
Andhra Pradesh,age_below10,28,90.0531,90.6056,91.7318,90.6654,89.6528,90.2778,2.5526,1.9376,2.1854,1.9292,2.6557,1.9717,2.0092,2.8159,2.1466,2.1238,2.1991,2.8627,76.0407,75.2407,72.3283,72.4382,72.2793,72.3363,74.0216,71.8239,73.1926,73.3904,76.2091,75.4925,23.9593,24.7593,27.6717,27.5618,27.7207,27.6637,25.9784,28.1761,26.8074,26.6096,23.7909,24.5075,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,age_10_13,29,27.8786,23.11,26.2915,25.0,26.7344,24.7718,2.3147,0.2665,0.5659,0.1139,1.8551,0.1808,1.5728,0.1343,1.6029,0.1655,1.06,0.1742,8.5514,3.6774,3.1359,2.6942,5.5491,3.8999,2.4439,2.1305,4.6118,4.2593,7.2551,4.2885,91.4486,96.3226,96.8641,97.3058,94.4509,96.1001,97.5561,97.8695,95.3882,95.7407,92.7449,95.7115,11.4096,11.4343,9.6637,8.7017,10.4482,13.2986
Karnataka,age_14_17,29,4.5908,0.9649,2.7699,0.654,2.8978,2.7624,14.8338,1.5325,5.7873,0.3845,14.8197,0.8535,13.6242,0.7227,16.4861,0.8976,9.5913,0.8587,8.1296,4.3185,2.6833,2.3302,6.8607,4.6799,1.7868,1.3936,5.7164,5.4858,7.6531,5.0605,91.8704,95.6815,97.3167,97.6698,93.1393,95.3201,98.2132,98.6064,94.2836,94.5142,92.3469,94.9395,42.648,41.7515,42.5337,43.9934,40.0684,37.9834
Karnataka,age_18_21,29,3.4225,1.1168,3.6422,0.8309,3.8229,2.3866,37.8681,22.5218,29.7379,8.3496,42.4831,17.3183,42.1567,13.4306,45.6147,19.4569,37.7522,14.7729,13.1821,5.3292,3.4706,2.6779,11.1123,6.4984,2.6499,1.924,9.0352,7.7427,7.7093,5.8565,86.8179,94.6708,96.5294,97.3221,88.8877,93.5016,97.3501,98.076,90.9648,92.2573,92.2907,94.1435,12.1344,5.3205,11.0794,6.2464,13.143,6.9212
Karnataka,age_22_25,29,3.9109,1.6257,4.7525,1.4958,5.0034,3.2446,11.6725,30.2255,24.3664,23.7377,12.1058,34.7484,16.4641,36.656,10.5688,37.5633,20.6386,31.9228,16.9512,6.2463,4.6536,3.4161,15.4282,7.9172,3.5492,2.1407,12.7181,9.6553,11.4875,5.5777,83.0488,93.7537,95.3464,96.5839,84.5718,92.0828,96.4508,97.8593,87.2819,90.3447,88.5125,94.4223,8.7068,5.3102,10.8221,7.0453,11.5811,5.6572
Karnataka,age_26_29,29,5.3775,2.1055,7.1966,2.669,7.9952,3.3386,4.152,13.183,10.8213,27.3998,3.2554,20.7643,3.5021,24.2357,2.1998,18.8241,8.0587,24.8662,23.9437,7.8769,6.7587,4.6832,23.1552,11.6519,6.1875,2.9871,19.6424,13.5878,16.1892,8.7522,76.0563,92.1231,93.2413,95.3168,76.8448,88.3481,93.8125,97.0129,80.3576,86.4122,83.8108,91.2478,10.7906,6.8512,11.3624,8.0235,11.0597,7.7107
Karnataka,age_30_33,29,5.0805,2.8474,9.6644,4.0075,11.1711,3.1762,1.7338,8.1958,2.6757,20.0343,0.8259,11.7288,0.7804,11.2203,0.6226,9.3793,1.6347,11.0143,30.2701,8.907,8.094,5.1409,30.7126,15.3807,8.8072,4.1015,26.4382,16.929,17.1477,9.7561,69.7299,91.093,91.906,94.8591,69.2874,84.6193,91.1928,95.8985,73.5618,83.071,82.8523,90.2439,12.7767,7.5714,10.6949,8.2265,10.2435,6.7623
Karnataka,age_34_plus,29,11.5759,8.3224,17.3076,12.4493,19.9292,6.1109,0.8376,4.4387,0.8717,7.5414,0.2407,3.6519,0.2321,3.436,0.2036,2.9154,0.4981,3.6341,63.8167,32.7563,18.1058,9.9626,55.8903,30.625,28.8218,11.6263,49.9327,28.7204,28.565,15.9993,36.1833,67.2437,81.8942,90.0374,44.1097,69.375,71.1782,88.3737,50.0673,71.2796,71.435,84.0007,11.3467,8.5867,8.3584,8.7854,8.0189,6.769
Karnataka,age_below10,29,94.4503,95.3796,95.5277,96.7746,94.7287,93.7276,2.1796,1.794,1.7189,1.4884,2.5605,1.5421,2.4203,1.8274,2.6413,1.8471,1.9668,1.8046,73.4131,70.7248,71.6626,71.5691,73.1426,72.8459,70.9739,71.136,72.8622,72.9783,74.7626,72.1666,26.5869,29.2752,28.3374,28.4309,26.8574,27.1541,29.0261,28.864,27.1378,27.0217,25.2374,27.8334,0.0,0.0,0.0,0.0,0.0,0.0
Goa,age_10_13,30,41.3793,24.8954,28.1509,33.3333,33.5,32.1429,0.9231,0.6349,0.2317,0.2204,0.8866,0.3365,0.5797,0.0,1.8498,0.3984,0.7895,0.4219,3.3333,0.0,2.3929,1.8421,3.1672,2.4547,4.5455,4.3478,4.1394,3.6152,0.0,3.125,96.6667,100.0,97.6071,98.1579,96.8328,97.5453,95.4545,95.6522,95.8606,96.3848,100.0,96.875,3.4483,8.9406,7.4373,14.2857,6.8409,14.2857
Goa,age_14_17,30,0.0,1.0047,2.112,3.3333,5.0103,2.2727,6.7692,0.0,1.623,0.2476,5.7135,0.8966,8.6957,0.3067,14.3154,1.516,6.0526,0.8439,4.1667,0.0,1.8819,1.3103,2.6798,1.8998,3.2258,3.3333,4.2323,4.6537,2.2222,0.0,95.8333,100.0,98.1181,98.6897,97.3202,98.1002,96.7742,96.6667,95.7677,95.3463,97.7778,100.0,39.1304,39.6387,40.1696,30.0,38.2066,27.2727
Goa,age_18_21,30,0.0,2.1727,3.2084,0.0,4.4603,0.0,22.7692,6.6667,15.3719,3.654,23.7161,8.8278,31.0145,8.589,37.8982,16.4095,33.9474,10.3376,0.0,0.0,2.2651,1.7038,4.0767,3.2302,0.0,0.0,6.1925,6.2255,10.5263,6.8182,100.0,100.0,97.7349,98.2962,95.9233,96.7698,100.0,100.0,93.8075,93.7745,89.4737,93.1818,16.6667,8.872,15.3292,0.0,16.5031,5.8824
Goa,age_22_25,30,4.0816,1.3629,3.4286,0.0,6.2987,0.0,24.0,20.3175,26.9788,14.1845,23.9042,20.0296,26.6667,30.6748,16.4007,31.5765,28.9474,33.1224,2.0,1.5152,2.4292,1.7661,5.8657,3.9988,4.7619,0.0,9.5559,7.8013,2.2222,2.4,98.0,98.4848,97.5708,98.2339,94.1343,96.0012,95.2381,100.0,90.4441,92.1987,97.7778,97.6,14.2857,8.5808,15.2863,0.0,13.8503,4.5455
Goa,age_26_29,30,5.2632,1.1103,4.303,0.0,8.4836,3.7037,12.3077,24.4444,17.8159,25.6701,13.7207,22.1164,11.0145,34.0491,5.1306,20.5017,11.0526,25.1055,1.7241,3.7736,2.8711,2.5481,7.7654,4.4851,4.878,0.0,15.3166,10.356,6.8966,2.9412,98.2759,96.2264,97.1289,97.4519,92.2346,95.5149,95.122,100.0,84.6834,89.644,93.1034,97.0588,3.5088,9.6972,15.2795,5.1282,12.4881,3.7037
Goa,age_30_33,30,6.383,1.9841,5.5575,0.0,10.1807,2.0,5.5385,22.2222,6.107,27.609,5.181,22.1693,2.029,11.3497,1.7397,13.0094,2.1053,10.1266,6.0,3.2258,3.9235,2.6956,8.4894,4.8494,2.5,2.3256,18.973,12.6161,3.8462,2.7778,94.0,96.7742,96.0765,97.3044,91.5106,95.1506,97.5,97.6744,81.027,87.3839,96.1538,97.2222,14.8936,9.7691,14.962,5.1282,10.9443,0.0
Goa,age_34_plus,30,13.587,9.0497,16.6347,4.2553,16.5344,3.4632,2.1538,10.1587,2.2179,15.3351,1.5092,12.9941,1.4493,3.681,0.6604,5.1626,0.7895,6.962,17.8571,8.75,20.4633,10.0535,26.2919,10.2963,8.5603,2.4,32.7009,19.6894,9.4118,4.7337,82.1429,91.25,79.5367,89.9465,73.7081,89.7037,91.4397,97.6,67.2991,80.3106,90.5882,95.2663,8.6957,12.244,11.7537,8.0851,11.1158,9.0909
Goa,age_below10,30,95.8333,95.9216,94.9762,100.0,93.1359,100.0,1.2308,1.5873,1.3831,1.0348,1.9603,1.2984,2.8986,1.8405,2.5836,1.5025,2.8947,1.2658,66.6667,76.7123,70.4245,70.1635,72.8593,72.8611,77.9221,68.2353,74.9367,74.6232,70.7547,72.7273,33.3333,23.2877,29.5755,29.8365,27.1407,27.1389,22.0779,31.7647,25.0633,25.3768,29.2453,27.2727,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,age_10_13,31,,0.0,0.0,,25.1605,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.3976,0.0606,0.0,0.0,,0.0,0.0,50.0,0.0,7.1429,,0.0,2.6943,2.7595,,,,100.0,100.0,50.0,100.0,92.8571,,100.0,97.3057,97.2405,,,,0.0,0.0,,3.5313,
Lakshadweep,age_14_17,31,,0.0,0.0,0.0,1.881,,,0.0,0.0,0.0,6.2992,0.656,0.0,,15.0008,0.8014,0.0,33.3333,,,0.0,0.0,0.0,0.0,0.0,,1.2953,0.9095,,0.0,,,100.0,100.0,100.0,100.0,100.0,,98.7047,99.0905,,100.0,,0.0,46.1538,100.0,48.4689,
Lakshadweep,age_18_21,31,,0.0,0.0,,2.2352,,,25.0,18.1818,6.7308,34.6457,10.7779,0.0,,40.2584,12.7012,0.0,33.3333,,,0.0,0.0,0.0,9.6774,,0.0,1.9066,1.9196,,,,,100.0,100.0,100.0,90.3226,,100.0,98.0934,98.0804,,,,0.0,0.0,,14.6744,
Lakshadweep,age_22_25,31,,0.0,0.0,,2.566,,,62.5,31.8182,25.9615,32.2835,35.0515,100.0,,15.9697,34.1572,100.0,33.3333,,0.0,0.0,0.0,7.1429,7.1111,100.0,,1.8613,1.5647,,0.0,,100.0,100.0,100.0,92.8571,92.8889,0.0,,98.1387,98.4353,,100.0,,0.0,7.6923,,21.9784,
Lakshadweep,age_26_29,31,,0.0,0.0,0.0,4.1727,,,0.0,36.3636,40.3846,14.9606,28.5848,0.0,,4.6328,28.2915,0.0,0.0,,,0.0,0.0,6.6667,5.5351,0.0,,1.8868,1.8499,,0.0,,,100.0,100.0,93.3333,94.4649,100.0,,98.1132,98.1501,,100.0,,0.0,14.2857,100.0,32.91,
Lakshadweep,age_30_33,31,,0.0,0.0,,8.9488,,,12.5,0.0,19.7115,4.7244,16.12,0.0,,1.0914,11.8527,0.0,0.0,,0.0,0.0,2.5,0.0,6.7873,,,2.9211,1.4759,,,,100.0,100.0,97.5,100.0,93.2127,,,97.0789,98.5241,,,,0.0,15.0,,32.9816,
Lakshadweep,age_34_plus,31,,6.6667,4.7059,,26.9555,0.0,,0.0,4.5455,3.8462,0.0,4.5923,0.0,,0.3564,2.7544,0.0,0.0,,20.0,0.0,1.8519,2.2989,6.4267,,,23.423,5.8076,0.0,0.0,,80.0,100.0,98.1481,97.7011,93.5733,,,76.577,94.1924,100.0,100.0,,13.3333,10.5882,,17.6895,0.0
Lakshadweep,age_below10,31,100.0,100.0,100.0,100.0,96.9902,100.0,,0.0,0.0,0.9615,0.7874,0.3749,0.0,,1.1972,0.7475,0.0,0.0,0.0,,50.0,100.0,58.3333,71.0526,50.0,66.6667,73.4889,74.7058,0.0,,100.0,,50.0,0.0,41.6667,28.9474,50.0,33.3333,26.5111,25.2942,100.0,,0.0,0.0,0.0,0.0,0.0,0.0
