state_name,age_bracket,state_code,Below_primary_share_total_female,Below_primary_share_total_male,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male,Graduate_share_total_female,Graduate_share_total_male,Illiteracy_rate_total_female,Illiteracy_rate_total_male,Literacy_rate_total_female,Literacy_rate_total_male
NCT of Delhi,age_30_33,07,2.3846,1.9107,1.0796,4.2765,0.4182,3.3105,0.9387,3.268,1.0409,5.7091,0.4081,3.4706,2.6884,6.4836,0.8402,5.2908,0.3979,3.4727,0.7931,6.6994,2.7688,6.5412,0.374,3.2764,1.0496,6.4467,34.8315,31.3419,19.4346,8.429,80.5654,91.571
NCT of Delhi,age_34_plus,07,3.3059,2.3896,0.3085,1.1874,0.1425,1.302,0.3352,0.8808,0.3539,1.4671,0.1674,1.3868,0.7399,1.604,0.2053,1.3318,0.093,0.9553,0.2091,2.3985,0.7592,1.6152,0.1083,1.094,0.2819,1.6894,31.1766,31.7338,32.305,12.7585,67.695,87.2415
NCT of Delhi,age_below10,07,95.9089,95.9546,1.9857,1.3246,2.1978,1.4227,1.2739,1.338,2.1026,1.5157,2.8585,1.3982,2.0153,1.4027,1.5832,1.3437,1.9076,1.3002,2.1037,1.3539,2.0166,1.3998,2.089,1.3079,2.0949,1.4011,0.0,0.0,72.9277,72.349,27.0723,27.651
Rajasthan,age_10_13,08,37.8789,35.1405,7.8827,2.4205,7.8159,3.4185,9.3795,2.9774,7.9901,1.9516,8.8874,3.3694,8.5549,2.3546,2.3426,1.6304,4.3458,2.5681,6.7843,4.4792,6.723,1.7796,6.2718,3.1676,7.3504,2.6109,0.0,0.0,14.5437,7.184,85.4563,92.816
Rajasthan,age_14_17,08,8.3648,5.2393,32.6,11.5959,33.1885,13.3929,33.9939,13.3337,32.6615,8.9691,34.5517,13.6437,32.5066,10.8147,20.1407,9.2625,29.0662,11.8146,30.1099,14.5355,28.11,8.4139,32.3537,12.666,31.4955,11.2971,0.0,0.0,17.4383,6.7528,82.5617,93.2472
Rajasthan,age_18_21,08,7.3129,4.6095,47.7575,54.9417,44.2469,51.8552,45.2825,55.5759,44.7258,45.9378,44.7989,51.2503,45.1129,49.508,53.4067,46.9608,50.5277,52.8221,44.658,41.3601,42.7111,43.0896,47.3729,53.3725,45.8996,49.0965,0.0,0.0,26.5574,8.2848,73.4426,91.7152
Rajasthan,age_22_25,08,7.7881,5.0127,3.6416,21.6974,3.9129,20.5445,3.2775,19.8296,5.9466,29.1776,3.6619,21.5547,5.0987,24.8923,12.6816,27.3331,6.8884,22.0693,8.0574,19.4093,11.3599,29.9594,4.7794,20.6025,6.069,23.8921,13.9992,14.0763,36.6986,10.639,63.3014,89.361
Rajasthan,age_26_29,08,9.5492,5.7469,0.4207,2.6038,0.4789,2.8168,0.3601,2.354,0.8746,6.4967,0.4242,2.8748,0.9564,5.4454,1.8108,6.4465,0.8221,3.4469,1.2045,4.029,3.0888,8.7657,0.5494,2.7135,0.9251,5.0167,18.2016,18.2578,48.4847,14.8611,51.5153,85.1389
Rajasthan,age_30_33,08,11.4096,6.5884,0.1264,0.9162,0.122,1.0309,0.1071,0.848,0.239,1.6622,0.1419,1.3657,0.2336,1.5314,0.3303,1.6035,0.1486,0.9334,0.2387,1.6215,0.6786,2.2682,0.118,0.8591,0.2029,1.4862,15.6425,16.105,57.8985,19.2896,42.1015,80.7104
Rajasthan,age_34_plus,08,13.7454,10.441,0.0611,0.3098,0.0513,0.4137,0.0533,0.312,0.1015,0.4352,0.0935,0.5738,0.0889,0.4251,0.0934,0.4046,0.0477,0.2619,0.1184,0.7208,0.2111,0.5499,0.0435,0.2864,0.0923,0.4515,12.1994,14.0151,75.5744,37.6019,24.4256,62.3981
Rajasthan,age_below10,08,93.8373,93.1952,4.3416,1.748,4.3895,2.287,4.691,1.8015,3.8144,1.7267,4.2721,1.9608,4.3695,1.7526,1.7926,1.5076,2.3508,1.7282,3.3515,2.8838,3.5192,1.7087,3.1825,2.0104,3.7788,1.8913,0.0,0.0,76.3207,74.6568,23.6793,25.3432
Uttar Pradesh,age_10_13,09,38.5705,39.9498,4.4416,1.3168,3.3205,1.812,4.7572,1.4561,3.688,1.1108,4.5602,1.8708,3.9562,1.1683,1.9152,0.9702,2.5689,1.2274,3.4914,1.9099,3.0392,0.7939,3.0986,1.4833,3.6887,1.3543,0.0,0.0,13.9108,11.1819,86.0892,88.8181
Uttar Pradesh,age_14_17,09,5.3469,5.6812,26.772,6.6302,23.5683,8.808,26.4136,7.5868,22.558,5.4832,27.841,8.9444,23.8014,6.0659,16.2205,5.2963,21.5971,6.6482,23.5413,9.3224,19.7977,4.2353,23.617,7.5842,24.1054,6.7937,0.0,0.0,15.475,11.1482,84.525,88.8518
Uttar Pradesh,age_18_21,09,3.1334,3.3301,54.2933,57.447,50.1359,52.69,53.4391,57.511,54.2409,48.1092,52.3676,53.8188,52.4889,51.3879,56.5039,51.3637,56.4196,55.8153,53.0228,45.7524,49.8534,42.122,54.9486,55.3598,52.9621,51.7391,0.0,0.0,22.0109,13.0243,77.9891,86.9757
Uttar Pradesh,age_22_25,09,3.1177,3.0542,4.6992,22.371,5.7764,20.2447,5.3493,22.0449,7.5527,27.5539,5.2324,21.29,7.887,25.6788,10.6083,25.7641,7.1573,22.5281,7.8472,17.5796,12.4374,31.0334,6.2856,21.5764,7.4065,23.6298,17.924,15.4661,31.878,14.989,68.122,85.011
Uttar Pradesh,age_26_29,09,3.3441,2.8368,0.6966,2.9653,0.8505,3.0769,0.7553,2.9868,1.2188,6.0741,0.8059,3.1187,1.7477,5.4196,1.6097,5.1291,0.964,3.4069,1.3012,3.5205,3.4786,9.1991,0.8654,3.1258,1.2791,4.7174,21.7113,20.2049,44.3532,19.4407,55.6468,80.5593
Uttar Pradesh,age_30_33,09,3.9813,3.1079,0.2266,1.1225,0.2581,1.2843,0.2729,1.118,0.3746,2.2383,0.2748,1.496,0.5238,2.0468,0.3514,1.7392,0.217,1.168,0.3312,1.5517,0.9908,3.4896,0.2251,1.2309,0.3389,1.8108,17.5822,18.2392,53.1566,23.7084,46.8434,76.2916
Uttar Pradesh,age_34_plus,09,5.117,4.2387,0.1296,0.3916,0.1093,0.5455,0.1435,0.3998,0.1659,0.6892,0.156,0.6209,0.2001,0.6268,0.0916,0.5088,0.0645,0.3577,0.1368,0.6478,0.3084,0.9825,0.0847,0.4486,0.1415,0.5842,12.8825,15.1941,69.6079,35.6522,30.3921,64.3478
Uttar Pradesh,age_below10,09,92.996,92.5401,3.1774,1.336,2.2672,1.5527,3.1752,1.4142,2.7348,1.3567,3.1105,1.6193,2.8081,1.3324,1.883,1.1918,2.1497,1.272,2.5962,1.6511,2.2564,1.2417,2.2539,1.3665,2.7306,1.4133,0.0,0.0,75.2538,74.2578,24.7462,25.7422
Bihar,age_10_13,10,46.9828,45.2246,3.0182,0.504,2.1846,0.5404,2.9354,0.4646,3.7363,0.5982,2.8513,0.6497,2.9366,0.4565,1.3201,0.3968,1.7405,0.45,2.2992,0.9773,2.47,0.3589,1.9607,0.4845,2.4421,0.5195,0.0,0.0,19.1283,14.665,80.8717,85.335
Bihar,age_14_17,10,9.5151,8.8253,28.4777,5.2308,26.6296,5.6596,26.5743,5.0481,28.8502,5.5242,29.0049,6.3666,27.0845,4.7957,19.9015,4.5165,24.0703,5.0921,26.1657,8.7021,23.4547,3.7725,25.3176,5.2833,26.6766,5.3112,0.0,0.0,22.2654,16.2403,77.7346,83.7597
Bihar,age_18_21,10,8.2174,7.1471,56.4663,51.6884,57.1583,50.2898,56.8512,50.4931,54.2293,47.4805,56.692,50.2347,55.9825,48.213,60.7498,48.4251,59.1388,51.3121,57.5129,44.027,54.6542,40.4354,58.8754,51.9209,57.374,48.8706,0.0,0.0,34.785,19.8208,65.215,80.1792
Bihar,age_22_25,10,10.1422,7.1094,4.9322,30.8118,4.6439,29.7163,5.9351,31.8388,5.2282,31.3734,4.6045,30.2452,6.1385,32.2914,8.7285,31.3951,5.9181,29.9409,5.8254,22.345,9.6021,35.1818,5.2852,29.6993,5.6186,30.6626,8.6929,10.7022,45.3047,23.2671,54.6953,76.7329
Bihar,age_26_29,10,11.5388,7.3202,0.6587,4.1575,0.6022,4.1242,0.8229,4.8,0.8377,5.842,0.6164,4.0963,1.0367,5.8176,1.251,5.841,0.7585,4.3246,0.8429,4.1063,2.2155,9.4905,0.663,3.9257,0.8264,5.1574,9.2822,14.1737,52.3995,27.9913,47.6005,72.0087
Bihar,age_30_33,10,12.2532,7.4988,0.2502,1.5357,0.1732,1.4942,0.2946,1.7362,0.2975,2.3647,0.2246,1.6916,0.3641,2.3072,0.2623,2.0109,0.1819,1.4624,0.237,1.8512,0.7257,4.1131,0.1736,1.3729,0.2473,2.0311,7.5859,12.7718,56.6406,31.317,43.3594,68.683
Bihar,age_34_plus,10,13.0368,8.0576,0.1361,0.526,0.0702,0.5394,0.1415,0.5769,0.1627,0.7299,0.1347,0.6278,0.1595,0.7216,0.0634,0.5741,0.0581,0.469,0.1087,0.7556,0.2314,1.1799,0.0672,0.4607,0.1163,0.6581,6.5282,13.9574,71.6961,41.3053,28.3039,58.6947
Bihar,age_below10,10,93.8045,93.0646,2.5593,1.1287,2.0087,1.0532,2.575,1.1203,2.6644,1.2052,2.3394,1.148,2.4612,1.1207,1.8225,1.0906,1.9386,1.0347,2.1083,1.2228,2.0574,1.0997,1.9705,1.0444,2.2378,1.129,0.0,0.0,77.8541,76.5421,22.1459,23.4579
Sikkim,age_10_13,11,41.0791,46.6625,1.5397,0.3868,1.7496,0.5973,1.8858,0.5594,3.4743,0.8521,3.2521,0.6228,1.5053,0.3971,0.3796,0.327,0.6874,0.3076,2.0534,0.9787,1.0232,0.3078,1.2472,0.4221,1.8162,0.4644,0.0,0.0,5.1374,5.0329,94.8626,94.9671
Sikkim,age_14_17,11,11.7089,17.0728,25.0522,5.4342,28.3179,6.485,22.4826,5.2282,22.8097,4.6865,22.7385,5.4171,19.0592,4.0487,8.5263,1.9082,19.2036,3.7326,20.9853,5.1251,14.2106,3.3598,27.4934,5.5384,20.7112,4.2928,0.0,0.0,4.7074,4.0668,95.2926,95.9332
Sikkim,age_18_21,11,11.2583,17.0282,39.1701,29.182,39.6825,31.3016,39.8645,29.2028,32.4773,27.2063,36.9337,26.0465,36.9362,25.7681,38.9732,19.6596,43.8321,28.1071,38.7335,22.8614,33.4475,23.8115,41.7226,32.7912,38.1792,25.8422,0.0,0.0,5.7305,5.0246,94.2695,94.9754
Sikkim,age_22_25,11,13.1381,16.6717,16.9885,27.2288,14.2857,28.1611,17.5613,28.7603,17.5227,32.6841,17.1146,25.9523,20.4775,31.5106,26.8789,36.2554,17.6369,34.2032,17.8126,23.6384,24.3488,33.1302,14.1977,30.2793,18.671,30.4297,10.2306,8.551,8.0029,5.4345,91.9971,94.5655
Sikkim,age_26_29,11,14.2616,14.4416,6.263,14.4459,5.3552,13.3383,6.5727,14.5149,7.4018,16.0682,6.6649,13.9629,9.3459,18.1445,10.2202,22.1679,5.7345,17.0068,6.1378,13.1939,12.9673,20.2296,4.0985,13.6058,7.3759,17.3113,17.4318,15.4307,12.7593,6.7695,87.2407,93.2305
Sikkim,age_30_33,11,17.034,15.3559,3.0532,8.7797,2.0894,7.5688,3.2149,8.7171,3.1722,7.1211,4.2707,11.0443,3.9673,8.9674,3.364,8.7567,1.8454,6.8294,2.6236,9.4583,4.9692,9.1421,1.408,6.2865,3.1757,8.9056,12.678,12.5833,18.7001,8.0702,81.2999,91.9298
Sikkim,age_34_plus,11,24.0118,24.5492,2.0094,8.2189,1.1461,6.1273,2.0103,6.9676,2.4169,4.2605,3.0876,10.961,1.9739,5.52,1.2052,3.8068,0.5821,3.4762,1.5316,8.4273,1.9159,4.6518,0.6785,3.9256,1.7447,5.8633,8.1742,10.2841,52.8029,25.2287,47.1971,74.7713
Sikkim,age_below10,11,94.2518,93.9424,1.2526,0.8702,1.709,0.9908,1.721,0.918,2.719,1.0956,1.8989,0.7677,1.4698,0.8461,0.9916,0.762,1.4924,0.7332,1.7313,0.8666,1.1903,0.8037,1.8747,0.9986,1.6765,0.8713,0.0,0.0,69.3489,70.0137,30.6511,29.9863
Arunachal Pradesh,age_10_13,12,43.1052,44.1946,1.8012,0.5213,1.5968,0.2646,0.9815,0.354,1.9324,0.5669,1.3408,0.376,1.116,0.3733,0.8698,0.4749,1.1504,0.4547,1.441,0.39,1.3236,0.3758,1.5516,0.3409,1.2701,0.3989,0.0,0.0,20.6288,17.0409,79.3712,82.9591
Arunachal Pradesh,age_14_17,12,9.4052,9.9302,17.8193,3.1063,20.6631,3.5935,13.5949,3.0165,15.2778,2.9655,15.5266,3.1151,14.0943,2.7675,10.8726,2.5438,17.2831,3.5398,16.718,3.4653,14.7235,2.5233,20.1148,3.4424,15.4768,2.9698,0.0,0.0,16.445,12.0215,83.555,87.9785
Arunachal Pradesh,age_18_21,12,6.3779,7.025,51.5743,32.0517,52.2801,35.1416,57.1276,37.6222,52.3551,31.3999,52.5733,34.4756,54.1438,32.4293,48.8681,29.0461,53.9326,35.7225,48.1558,28.9116,46.4951,27.9686,53.8201,36.674,51.5907,32.5393,0.0,0.0,22.3696,14.5328,77.6304,85.4672
Arunachal Pradesh,age_22_25,12,6.8919,6.4849,14.8907,31.3566,12.1583,31.9344,15.5644,32.753,14.372,32.5338,15.7827,31.4407,16.6031,33.7077,18.9629,34.9839,12.9978,32.8359,15.1352,24.6362,19.872,34.728,11.1232,32.3679,15.8003,32.5535,9.7598,9.3144,29.0011,17.4716,70.9989,82.5284
Arunachal Pradesh,age_26_29,12,8.0045,6.5783,3.9736,13.077,2.8349,12.0931,4.2696,11.5694,3.9251,12.9961,4.4557,12.0703,4.9957,14.5123,5.4474,15.6794,3.0756,12.5314,4.0297,9.601,7.2273,17.1978,2.4496,11.7189,4.5067,13.7497,14.2968,16.2949,38.3509,20.5457,61.6491,79.4543
Arunachal Pradesh,age_30_33,12,9.6134,6.9145,2.1587,8.2655,0.9066,6.7266,1.7134,6.0811,1.8116,8.1989,2.0302,7.316,1.9096,7.4434,1.4051,6.5852,0.7054,5.5396,1.4831,5.9518,2.4066,8.5524,0.7655,5.9184,1.6987,7.1076,10.8041,15.9479,46.205,23.8039,53.795,76.1961
Arunachal Pradesh,age_34_plus,12,13.3182,11.0903,1.1825,5.6805,0.3992,3.7682,0.9051,3.4204,0.785,4.143,1.1149,4.6973,0.9184,3.6063,0.4684,2.4774,0.2637,2.1606,0.6861,3.5291,0.9114,3.6074,0.2915,2.8323,0.8214,3.5317,8.9303,14.4375,71.2419,42.9481,28.7581,57.0519
Arunachal Pradesh,age_below10,12,93.6212,93.135,1.4162,0.8689,1.3938,0.8944,1.3056,0.8751,1.6908,1.2211,1.2103,0.8126,1.3387,0.934,1.4636,1.1334,1.4504,1.0074,1.2759,0.9826,1.4004,0.9848,1.5045,0.8689,1.3282,0.9677,0.0,0.0,79.4774,78.4378,20.5226,21.5622
Nagaland,age_10_13,13,37.124,38.7511,1.0541,0.2845,0.6145,0.1432,0.3391,0.1161,0.7892,0.2351,0.7656,0.1779,0.4377,0.1904,0.3881,0.1976,0.5109,0.193,0.9651,0.1379,0.6583,0.2526,0.615,0.2119,0.5927,0.1844,0.0,0.0,13.6703,12.9387,86.3297,87.0613
Nagaland,age_14_17,13,7.9644,8.4785,14.4011,2.2369,12.5266,1.7086,8.6642,1.4183,11.9504,2.057,10.4575,1.5742,9.191,1.6448,7.491,1.5225,11.7393,1.8896,12.8283,1.2803,10.0268,1.8153,13.0843,1.8381,10.5089,1.613,0.0,0.0,10.4589,9.8433,89.5411,90.1567
Nagaland,age_18_21,13,6.802,7.2463,37.7823,20.2612,39.735,17.3984,39.4844,17.9481,36.274,17.2495,36.4756,17.094,37.6267,17.731,34.5144,16.8421,40.8439,19.0047,36.0095,9.4996,31.3751,17.4274,41.6845,19.1121,37.2119,17.0185,0.0,0.0,12.2138,10.9861,87.7862,89.0139
Nagaland,age_22_25,13,7.0178,6.7249,22.9843,29.4931,22.7552,29.5115,25.4831,30.1583,24.5772,29.3271,23.7563,27.3178,25.4237,30.8065,26.1697,31.7045,23.3362,32.0392,21.4645,18.6879,25.6383,31.4858,22.4444,30.6215,23.9197,29.5897,10.1206,8.9915,14.3279,11.569,85.6721,88.431
Nagaland,age_26_29,13,7.327,6.3619,9.8563,18.451,9.7306,20.1451,11.3207,21.1233,11.6122,20.9521,11.2413,19.4702,12.054,21.9401,11.6588,22.4126,8.8588,21.3404,8.6797,16.4138,14.9032,22.8626,8.7295,20.6784,10.7976,21.3278,15.8776,16.423,17.1598,12.142,82.8402,87.858
Nagaland,age_30_33,13,8.1152,6.6439,4.011,12.1153,4.2755,14.0691,5.2096,13.7114,4.566,15.1043,6.1185,14.7895,5.4698,13.7337,4.2274,12.7991,3.0332,12.059,3.5945,15.763,6.6332,13.8004,3.2242,12.6319,4.721,13.8402,12.6173,15.1583,20.1923,13.4161,79.8077,86.5839
Nagaland,age_34_plus,13,15.3762,11.3248,2.3682,9.2837,2.4028,10.769,2.8211,9.9804,2.0293,9.1096,3.7139,12.9879,2.6951,8.6067,1.352,6.6231,1.1731,6.5883,1.7061,12.9655,2.3611,7.3168,1.3792,7.916,2.2894,8.9346,6.0666,10.1074,40.6556,24.3683,59.3444,75.6317
Nagaland,age_below10,13,93.6729,93.1072,1.9576,0.7629,1.596,0.6639,1.611,0.7757,1.7193,0.764,1.5904,0.7439,1.5846,0.7597,1.3646,0.7042,1.6003,0.7186,1.6625,0.5977,1.4307,0.7448,1.6732,0.7954,1.6076,0.7445,0.0,0.0,76.8941,76.5259,23.1059,23.4741
Manipur,age_10_13,14,31.2083,31.8379,0.5815,0.139,0.68,0.1954,0.5641,0.223,0.7195,0.5995,0.7783,0.263,0.5642,0.2103,0.4047,0.2131,0.5072,0.1806,0.6182,0.2031,0.5226,0.186,0.6017,0.2057,0.594,0.216,0.0,0.0,14.0953,12.7022,85.9047,87.2978
Manipur,age_14_17,14,4.1311,3.9967,12.3687,1.8657,13.7621,2.0843,9.7626,1.8257,10.2549,1.9257,13.1133,2.2222,9.7172,1.6932,7.3265,1.5497,11.9322,2.0134,11.4951,1.8675,8.995,1.5437,13.0544,2.1951,10.7764,1.7275,0.0,0.0,10.7504,8.2877,89.2496,91.7123
Manipur,age_18_21,14,3.0308,2.5052,40.3748,20.6885,39.8308,21.464,37.0043,20.0166,35.7435,17.2677,39.3472,20.6149,34.9223,17.977,33.1797,16.981,39.877,21.1081,35.7869,15.5692,30.2874,15.8685,39.5594,22.2166,35.9019,17.7725,0.0,0.0,14.1567,9.9618,85.8433,90.0382
Manipur,age_22_25,14,2.9451,2.1692,22.931,31.53,21.632,30.718,24.7744,30.6553,24.738,28.8219,21.7009,28.8208,24.3507,30.1112,27.2007,30.8852,23.5314,31.9342,22.4401,22.4663,23.845,29.5449,22.2625,31.3027,23.4565,29.0718,10.4213,11.802,16.6855,10.5017,83.3145,89.4983
Manipur,age_26_29,14,3.1276,2.0519,10.1502,19.2986,8.5707,17.6562,11.5756,19.9921,12.0004,20.1381,9.7882,18.1765,12.7641,21.0383,13.1949,21.6148,9.3225,19.2164,10.8246,16.7182,15.3858,22.206,8.9946,18.205,11.5733,20.3705,16.2532,18.5272,20.3628,11.2486,79.6372,88.7514
Manipur,age_30_33,14,3.6208,2.2321,4.4936,11.7984,4.0718,11.699,5.4383,12.476,5.7204,13.3981,5.0345,12.3606,6.535,13.5439,5.3424,12.4884,3.7178,11.3964,5.2267,13.3364,8.9094,14.6976,3.8608,10.8225,5.6806,13.4548,19.3904,21.8198,23.7796,12.4628,76.2204,87.5372
Manipur,age_34_plus,14,7.163,4.5407,2.5799,8.0509,2.1686,8.8632,3.35,8.6719,2.8291,9.574,3.1084,10.0099,3.5979,9.2139,2.21,7.788,1.6692,7.1839,2.6236,11.0429,4.3872,9.801,1.9749,7.7192,2.9517,9.4077,18.4958,21.4516,48.8603,22.3795,51.1397,77.6205
Manipur,age_below10,14,90.6987,90.2214,1.2307,0.9729,1.0242,0.7465,0.937,0.7379,1.2347,1.2444,1.0434,0.7822,1.0244,0.8058,1.0376,0.8621,1.1431,0.7713,1.0458,0.7291,1.0737,0.8364,1.1031,0.739,1.0718,0.8186,0.0,0.0,77.4954,77.3008,22.5046,22.6992
Mizoram,age_10_13,15,31.2312,35.1012,0.3769,0.1273,0.2549,0.1534,0.4162,0.1935,0.3492,0.4669,0.8626,0.2862,0.3092,0.1394,0.1093,0.1104,0.1341,0.1433,0.1963,0.0384,0.13,0.0824,0.2751,0.1509,0.2855,0.1442,0.0,0.0,6.8319,5.2064,93.1681,94.7936
Mizoram,age_14_17,15,6.9484,7.2849,10.9162,2.2645,8.9424,1.776,10.1134,2.2194,8.8475,1.0611,16.722,4.1748,7.9962,1.5713,3.0155,0.8553,6.6617,1.3101,8.4127,1.0124,4.1599,0.9018,9.708,1.7437,8.4642,1.545,0.0,0.0,5.7954,3.7755,94.2046,96.2245
Mizoram,age_18_21,15,7.5752,7.7868,44.7173,27.1644,46.6056,24.8137,48.128,29.4566,44.0047,23.3871,51.633,35.1495,43.0898,24.4927,35.8956,20.625,45.9289,25.0657,45.0985,19.906,34.9736,19.5963,47.7202,27.2054,44.4586,24.0654,0.0,0.0,8.5222,4.8747,91.4778,95.1253
Mizoram,age_22_25,15,9.0327,9.001,23.2749,32.1571,23.7243,32.5678,21.717,33.2441,26.3679,35.0594,15.919,30.0937,24.1611,33.332,30.0139,34.5497,25.3058,34.2159,24.2173,29.056,28.0082,33.5049,22.6918,33.199,24.0068,32.8318,6.7834,6.148,9.6537,5.4763,90.3463,94.5237
Mizoram,age_26_29,15,10.8018,10.8831,8.577,16.5606,8.4326,16.3206,7.8,15.2431,8.8475,18.5484,4.8665,11.4359,10.5491,18.7123,13.4538,21.3975,9.5305,18.0671,8.9075,16.4887,15.2237,22.1894,8.1105,16.2946,9.5446,18.3689,11.3005,11.2395,9.4866,5.5575,90.5134,94.4425
Mizoram,age_30_33,15,12.4496,11.4619,4.2885,8.885,4.3511,10.5585,3.6277,8.535,4.2491,10.6961,2.5851,7.2779,5.0128,10.3404,5.3032,10.1653,3.7839,9.4736,3.6838,10.8415,7.3152,12.1771,3.5013,8.8255,4.2505,10.3093,11.3104,13.2907,8.7003,5.4171,91.2997,94.5829
Mizoram,age_34_plus,15,36.1708,25.858,2.937,7.621,3.2907,9.7094,2.4725,6.6384,2.1537,6.9185,1.8842,6.2735,3.1491,7.2631,2.5623,6.0794,1.9318,6.6183,2.0965,9.6027,4.2733,7.8124,2.256,7.1434,2.5607,7.4878,4.9765,9.9148,14.0756,7.8116,85.9244,92.1884
Mizoram,age_below10,15,94.6009,95.3366,0.6238,0.5729,0.6781,0.4472,0.944,0.669,0.6403,0.5518,1.1549,0.7407,0.7687,0.536,0.5492,0.4898,0.627,0.5034,0.6722,0.346,0.5294,0.4077,0.7428,0.6573,0.7357,0.5393,0.0,0.0,74.7202,74.2351,25.2798,25.7649
Tripura,age_10_13,16,35.1375,36.0143,1.6433,0.1015,3.8371,0.1335,1.2908,0.1121,3.1902,0.1413,4.0508,0.1996,2.002,0.1045,0.3597,0.0797,1.2843,0.1,2.9806,0.228,2.3636,0.101,2.7881,0.1397,2.6465,0.1228,0.0,0.0,4.1794,3.3357,95.8206,96.6643
Tripura,age_14_17,16,7.6979,8.1141,19.798,2.2872,31.6016,2.6973,16.2289,1.9794,30.6605,1.9312,27.0989,2.8498,20.0267,1.7923,9.8978,0.739,24.9898,1.6819,27.3425,2.3732,20.8775,1.544,32.88,2.4816,25.6523,1.9327,0.0,0.0,4.9661,3.0176,95.0339,96.9824
Tripura,age_18_21,16,11.4,11.2435,55.1573,27.318,45.825,26.4021,55.8563,25.0943,44.6629,21.4508,46.2265,26.7005,45.5331,20.9416,43.5731,12.7242,47.7116,19.7759,43.358,16.8962,37.1158,16.9763,46.5128,25.7961,45.1838,20.9964,0.0,0.0,7.6697,3.7679,92.3303,96.2321
Tripura,age_22_25,16,14.3322,12.8879,14.2942,35.4146,10.8858,34.9257,16.1127,34.9815,12.3125,33.5374,12.5529,34.5451,16.4919,32.2054,24.9906,27.6514,14.8422,32.5791,14.3023,25.5236,17.9514,29.8681,10.1611,34.6703,14.5006,31.5272,4.6088,5.4055,8.6828,4.2992,91.3172,95.7008
Tripura,age_26_29,16,17.7864,14.7177,3.5366,17.6364,2.5076,17.5658,4.1079,18.7465,3.3626,20.6406,3.0621,15.8247,7.2132,21.0628,10.1339,25.904,4.2696,22.3919,4.5089,18.0892,10.3851,23.2363,2.2518,18.4113,4.7092,20.4383,6.5743,8.1936,11.0426,5.4981,88.9574,94.5019
Tripura,age_30_33,16,19.6781,15.8158,1.479,9.3928,1.0115,10.0337,1.6903,10.9811,1.5692,12.6236,1.3827,10.3869,3.4365,13.5585,3.7744,18.0067,1.3247,13.0763,1.6166,16.1105,5.1485,16.1023,0.7451,9.905,1.8072,13.5261,6.2293,8.3765,12.694,6.0504,87.306,93.9496
Tripura,age_34_plus,16,30.8202,23.3394,0.5716,4.4535,0.3906,4.9947,0.7572,5.1669,0.5691,5.8973,0.7135,6.0,1.4798,7.0117,1.3161,9.6273,0.4346,5.8324,0.5843,10.7311,2.2439,8.7077,0.2243,4.439,0.6922,7.2138,5.451,9.3694,30.4009,13.5962,69.5991,86.4038
Tripura,age_below10,16,96.846,96.8209,0.9764,0.7425,1.2803,0.717,0.9182,0.7342,1.1899,0.9044,1.3898,0.737,1.0478,0.742,1.0034,0.7512,1.1542,0.7873,1.3148,0.7656,1.1214,0.7413,1.2252,0.7735,1.2567,0.7488,0.0,0.0,72.3998,72.3842,27.6002,27.6158
Meghalaya,age_10_13,17,52.1966,56.9119,0.7884,0.5114,0.9271,0.5286,0.9428,0.6174,1.5711,0.7322,1.2955,0.5474,0.8307,0.5048,0.4407,0.4806,0.7733,0.5109,1.1091,0.4444,0.6326,0.3933,1.0641,0.5347,0.9892,0.5155,0.0,0.0,13.0655,16.135,86.9345,83.865
Meghalaya,age_14_17,17,17.4995,23.6663,12.3133,2.2321,13.4717,1.9272,10.5221,1.8995,11.8684,2.3352,14.2504,2.3381,10.5468,1.9068,5.9685,1.4904,10.9596,1.8889,13.829,1.7455,9.8034,1.8248,13.9608,2.1097,12.1932,1.9328,0.0,0.0,9.6499,13.1555,90.3501,86.8445
Meghalaya,age_18_21,17,16.2734,19.2608,53.0931,29.2261,52.3413,27.3158,51.5871,27.2687,47.3248,23.9066,48.5533,28.1121,48.4555,25.5916,40.66,21.2169,48.6997,24.5359,45.5604,16.8217,41.6861,23.2017,51.0287,26.1319,47.6467,25.039,0.0,0.0,13.8515,15.2357,86.1485,84.7643
Meghalaya,age_22_25,17,19.3557,19.8736,17.2349,34.8194,16.3517,34.4814,17.7846,33.9418,17.0276,33.584,16.3894,32.3611,19.3207,33.7405,24.9476,33.5195,18.7104,33.542,17.2829,23.0208,22.7108,33.2976,15.6972,33.1241,18.1088,32.7833,7.222,5.8434,17.9198,18.1113,82.0802,81.8887
