state_name,age_bracket,state_code,Below_primary_share_total_female,Below_primary_share_total_male,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male,Graduate_share_total_female,Graduate_share_total_male,Illiteracy_rate_total_female,Illiteracy_rate_total_male,Literacy_rate_total_female,Literacy_rate_total_male
Maharashtra,age_22_25,27,5.6157,4.7791,6.0212,39.4146,7.0727,39.0949,5.9522,41.7903,11.6898,38.6518,5.212,34.6424,10.167,38.5177,17.8567,38.6071,11.1395,39.7515,13.7456,27.6394,21.7464,36.611,8.4847,39.0468,12.0634,37.0306,14.9692,14.0962,9.6736,5.5652,90.3264,94.4348
Maharashtra,age_26_29,27,7.549,5.8616,0.8126,9.4747,1.1189,8.7779,0.8602,11.1084,2.6233,16.8609,0.8155,7.1473,2.8898,16.6701,3.9934,20.1001,1.961,14.1896,2.9701,12.8552,8.6993,21.9081,1.3679,10.2051,2.8402,15.9696,19.0325,20.4834,13.5945,7.1775,86.4055,92.8225
Maharashtra,age_30_33,27,10.9379,7.5817,0.2369,3.0116,0.3859,3.1404,0.2172,3.0968,0.7267,6.1967,0.3129,2.8048,0.7896,6.0235,1.0499,7.4817,0.5191,4.6869,0.7461,6.2687,2.376,8.502,0.411,3.547,0.74,5.9916,16.8135,19.0712,19.1123,9.0888,80.8877,90.9112
Maharashtra,age_34_plus,27,21.2503,17.126,0.0937,0.7998,0.1605,1.0625,0.0898,0.7354,0.2683,1.6697,0.1643,0.95,0.2471,1.5034,0.3195,1.9384,0.1625,1.2358,0.2625,2.2719,0.6813,2.1184,0.1495,1.1106,0.2493,1.5936,11.5049,15.2449,42.0074,18.8878,57.9926,81.1122
Maharashtra,age_below10,27,95.5064,95.4069,3.3955,1.9708,2.6846,1.8709,3.2333,2.0294,2.7603,2.4316,3.2946,1.9322,3.1253,2.2952,2.1495,2.4696,2.2743,2.1346,2.6281,2.014,2.6141,2.5336,2.4339,1.9989,2.8555,2.2591,0.0,0.0,73.2317,73.146,26.7683,26.854
Andhra Pradesh,age_10_13,28,19.4036,22.7193,6.1564,0.4339,6.1109,0.6141,6.7624,0.6095,6.4688,0.6188,8.3935,0.8884,6.0305,0.4339,1.3036,0.2836,2.783,0.3167,5.7768,1.3777,5.0167,0.3414,4.3358,0.3696,5.8925,0.5514,0.0,0.0,6.5295,5.048,93.4705,94.952
Andhra Pradesh,age_14_17,28,2.4617,2.448,36.7492,3.9619,37.9733,4.5722,33.8569,4.0573,32.0405,3.1288,36.6991,5.7538,34.0007,3.173,21.079,1.789,31.8932,2.7149,29.8216,6.7908,27.4419,2.2157,34.7786,3.2593,31.9571,3.6357,0.0,0.0,8.1859,5.8577,91.8141,94.1423
Andhra Pradesh,age_18_21,28,3.1087,2.6409,44.1678,42.2345,42.0997,41.7439,43.9869,38.3547,44.0395,33.2927,39.9315,42.775,43.0455,34.1618,51.4901,26.056,45.7319,33.9607,41.7104,31.9693,39.138,26.6602,45.649,37.9743,42.5189,34.1243,0.0,0.0,14.2067,8.0176,85.7933,91.9824
Andhra Pradesh,age_22_25,28,4.2826,3.1466,4.9364,35.8008,4.8063,34.7505,6.1081,36.3394,6.5471,37.43,4.8951,32.6475,6.9258,36.2364,11.8312,38.6595,6.9179,37.9513,8.8866,26.1011,12.8415,36.4224,5.9665,37.6058,7.7876,34.9616,17.9247,21.755,22.4082,11.5866,77.5918,88.4134
Andhra Pradesh,age_26_29,28,6.6401,4.3089,0.6337,7.9745,0.6772,7.909,0.8632,10.1957,0.9646,12.1657,0.7144,7.289,1.4381,12.9735,2.0286,16.5671,0.997,11.2884,1.6138,9.8469,4.1017,17.7798,0.8032,9.4578,1.4704,12.3875,18.7768,25.0452,34.0296,18.5156,65.9704,81.4844
Andhra Pradesh,age_30_33,28,8.4844,5.3952,0.2419,2.7048,0.234,2.8549,0.295,3.5458,0.3288,3.9767,0.323,3.1125,0.4426,4.6147,0.4646,5.3762,0.2463,3.3814,0.4249,4.9028,1.1093,6.4732,0.2369,3.1472,0.4219,4.5815,15.6407,21.1253,42.8661,24.1243,57.1339,75.8757
Andhra Pradesh,age_34_plus,28,12.895,9.5733,0.1477,0.8413,0.1536,1.0267,0.1864,0.9801,0.166,1.1725,0.2785,1.1382,0.2033,1.2065,0.1578,1.3123,0.1089,0.9694,0.2746,2.0403,0.3705,1.5671,0.1279,0.991,0.2392,1.2979,10.4607,16.8463,66.1725,42.269,33.8275,57.731
Andhra Pradesh,age_below10,28,91.4431,91.7314,3.338,1.8639,2.9302,1.8391,3.8611,2.045,4.2414,2.2534,3.6958,1.9462,3.3822,2.0661,2.2496,2.1814,2.4906,1.9782,3.0825,1.9712,2.9084,2.2055,2.6219,1.8922,3.227,2.059,0.0,0.0,72.4074,72.4742,27.5926,27.5258
Karnataka,age_10_13,29,26.2932,27.6831,3.0983,0.241,2.723,0.2157,2.6486,0.1723,1.8995,0.2483,4.1009,0.3063,2.5719,0.1739,0.6162,0.1402,1.5009,0.1574,2.5668,0.3436,2.0781,0.1519,2.2731,0.1905,2.5768,0.1992,0.0,0.0,5.3609,3.9281,94.6391,96.0719
Karnataka,age_14_17,29,2.7477,2.934,22.3456,1.3183,20.4619,1.1609,21.059,0.8739,15.585,0.9577,24.4899,1.7304,19.1829,0.8301,11.1449,0.5198,19.2773,0.7741,18.4984,1.8981,15.2938,0.655,20.3124,1.0154,18.9278,0.9776,0.0,0.0,6.5934,4.7404,93.4066,95.2596
Karnataka,age_18_21,29,3.5984,3.8806,57.1682,25.6994,54.3083,22.5953,56.7642,20.8421,48.3961,18.9591,52.9818,27.3382,51.7229,17.9945,51.6409,12.6166,51.6271,17.439,49.3179,19.0433,43.5487,14.0102,53.2991,20.8352,50.8197,18.443,0.0,0.0,10.6072,6.5868,89.3928,93.4132
Karnataka,age_22_25,29,4.6922,4.6725,8.6083,41.6002,11.6013,41.021,10.5647,41.1317,18.5385,37.4015,8.5149,41.3794,13.4453,36.6937,19.0792,32.8086,12.5966,37.3105,14.7688,30.4034,19.4531,32.612,12.1842,39.8688,13.8672,36.006,14.8672,14.0212,14.7501,8.0397,85.2499,91.9603
Karnataka,age_26_29,29,7.1395,6.0943,1.4358,15.4327,2.4648,17.4402,2.042,19.1398,5.4892,20.8294,1.516,14.0375,4.1042,21.9609,5.144,25.5148,2.7756,20.8564,3.6102,16.8982,7.8917,25.5895,2.6539,18.415,3.6197,21.0392,17.4265,18.8255,22.2633,11.7029,77.7367,88.2971
Karnataka,age_30_33,29,9.5973,7.3359,0.4707,7.1696,0.8236,9.0335,0.6575,9.8662,1.6711,10.8809,0.617,7.6064,1.2383,12.0531,1.3149,14.2463,0.6904,10.0852,0.9467,12.0053,2.3158,14.826,0.7502,9.3599,1.01,11.8385,15.7744,18.5419,29.5443,15.2641,70.4557,84.7359
Karnataka,age_34_plus,29,17.1654,14.001,0.1471,2.1904,0.2795,3.1365,0.208,2.8594,0.508,3.3267,0.2618,2.5098,0.3694,3.6614,0.3739,4.2864,0.2035,3.1921,0.3255,4.563,0.6756,4.5801,0.2365,3.1502,0.3262,3.7067,10.2012,15.5565,54.2149,29.8324,45.7851,70.1676
Karnataka,age_below10,29,95.3904,95.3495,3.5644,1.6318,3.0789,1.5647,3.2941,1.5211,2.9835,1.7897,3.4677,1.5796,3.1325,1.6322,2.3659,1.6749,2.7842,1.5451,2.9766,1.4592,2.6152,1.691,2.9506,1.5966,3.09,1.6236,0.0,0.0,73.07,72.8391,26.93,27.1609
Goa,age_10_13,30,27.9698,29.6982,1.7128,0.3079,1.3279,0.3169,1.0589,0.284,0.9653,0.4773,3.5619,0.6848,1.1475,0.3351,0.2992,0.2846,0.4804,0.3281,1.2865,0.3324,1.1343,0.3343,1.0744,0.3689,1.284,0.3407,0.0,0.0,3.0846,2.432,96.9154,97.568
Goa,age_14_17,30,2.1317,2.578,10.2198,0.7504,11.0314,1.2379,9.8732,0.9528,9.2146,0.8591,18.1355,2.8158,6.4351,0.7879,2.1074,0.4327,4.7288,0.7785,8.0965,1.1919,5.8551,0.7793,9.5621,1.2259,7.7827,0.9018,0.0,0.0,2.6481,2.0428,97.3519,97.9572
Goa,age_18_21,30,3.0723,2.8175,38.8524,11.8722,38.9863,13.8686,34.5265,12.1942,27.6876,8.4473,41.6934,20.6216,22.5385,8.2819,22.5034,5.2392,27.9323,8.2763,30.8242,8.9895,20.5084,8.0185,36.0693,12.7283,29.3252,8.8044,0.0,0.0,3.856,3.2251,96.144,96.7749
Goa,age_22_25,30,3.2491,2.957,25.5495,27.0541,25.6538,28.1221,26.4728,26.3765,28.9162,20.6172,18.4658,30.3069,27.8191,20.1605,32.9946,16.2143,30.4693,21.1873,28.5268,19.4825,28.0159,19.7108,25.9659,26.632,28.1866,20.3533,22.8175,13.6952,5.5098,3.9807,94.4902,96.0193
Goa,age_26_29,30,3.9305,3.3514,9.9343,22.5322,9.4754,20.4934,12.3192,21.8323,14.9188,23.4012,5.8828,16.6495,20.1039,24.6651,21.2558,25.2046,16.6239,22.635,14.8031,20.1849,21.4591,24.876,11.4616,21.1168,15.6995,23.3725,24.9434,18.3077,7.4196,4.7281,92.5804,95.2719
Goa,age_30_33,30,5.0036,3.7736,3.8538,19.2804,4.6123,18.8024,5.0708,19.9267,6.6257,23.7989,2.9781,14.0182,8.0313,24.0855,7.7721,26.8785,6.4755,22.0237,5.4594,22.2336,8.5439,24.3901,4.7882,18.09,5.9455,23.2439,20.7289,16.5386,8.2532,5.0984,91.7468,94.9016
Goa,age_34_plus,30,14.0588,11.0848,1.4844,10.8139,1.7157,10.7649,1.7002,11.2322,2.3695,14.1584,1.3578,7.6044,2.8263,13.3943,2.318,15.1706,2.0921,13.6723,1.7802,13.7154,3.0071,13.5303,1.6602,10.453,1.973,13.2011,13.5253,15.4277,24.7664,10.8102,75.2336,89.1898
Goa,age_below10,30,95.0107,94.823,2.4265,1.3662,2.1591,1.3534,2.4907,1.5208,2.3695,1.384,2.7813,1.4171,2.102,1.3201,1.8233,1.1979,1.9128,1.319,2.2478,1.0893,2.0428,1.3082,2.2197,1.3908,2.253,1.2902,0.0,0.0,72.5135,72.4442,27.4865,27.5558
Lakshadweep,age_10_13,31,25.0499,30.8311,,,3.6916,0.0449,,,0.0,0.0,4.7768,0.3822,0.7828,0.0126,0.4346,0.0457,0.502,0.0314,2.4297,0.1226,0.7979,0.0127,2.374,0.0831,2.2019,0.0619,0.0,0.0,2.6786,2.8224,97.3214,97.1776
Lakshadweep,age_14_17,31,1.8679,1.4021,,,28.2302,1.7969,,,31.0345,0.0,30.8926,3.5669,9.7847,0.4291,6.2093,0.2972,13.3575,0.3768,21.4591,1.7161,9.375,0.4324,26.1936,1.1908,20.0651,0.9036,0.0,0.0,1.2864,0.8965,98.7136,99.1035
Lakshadweep,age_18_21,31,2.2287,1.6304,,,49.6924,23.7646,,,27.5862,20.0,46.2343,24.4586,34.1161,10.7283,45.5449,7.0645,52.3146,10.8634,49.1539,18.6565,34.242,10.6575,49.0108,16.9759,47.6685,13.3688,0.0,0.0,1.9011,2.1277,98.0989,97.8723
Lakshadweep,age_22_25,31,2.5508,3.3876,,,10.7492,40.3414,,,20.6897,28.3333,9.1353,40.6369,34.1813,35.2139,28.8109,31.5958,20.0781,34.1601,15.6186,34.1505,34.4415,35.2664,13.2419,40.2659,17.6922,35.2603,10.0555,5.8452,1.9217,1.9538,98.0783,98.0462
Lakshadweep,age_26_29,31,4.1397,4.4654,,,2.5335,19.4969,,,20.6897,30.0,2.5802,16.4331,12.9159,33.144,8.4756,35.6424,5.6609,29.8587,4.2536,23.241,12.766,33.168,3.6138,24.1484,5.1101,29.0648,10.9071,11.1473,1.9068,2.1372,98.0932,97.8628
Lakshadweep,age_30_33,31,8.8657,5.6167,,,1.1582,8.0413,,,0.0,13.3333,1.0112,7.7707,2.6093,13.5681,1.8007,14.8148,1.4222,14.3799,1.0338,10.4192,2.6596,13.5699,0.8705,10.2742,1.2748,12.6137,5.3813,9.1777,2.8947,1.9085,97.1053,98.0915
Lakshadweep,age_34_plus,31,26.7135,16.7375,,,0.5067,2.8751,,,0.0,3.3333,0.523,3.0573,1.2394,2.9282,0.5899,2.7206,0.4741,3.8305,0.3358,2.9419,1.2633,2.9251,0.2374,2.6032,0.4194,2.9523,1.373,5.6282,23.2238,5.8018,76.7762,94.1982
Lakshadweep,age_below10,31,97.026,97.2243,,,1.5925,0.9434,,,0.0,1.6667,1.7085,0.8917,1.3046,0.8078,0.7451,0.7545,1.1712,0.7849,1.4881,0.7845,1.3298,0.8012,1.7937,0.72,1.4569,0.7551,0.0,0.0,73.3716,74.6857,26.6284,25.3143
Kerala,age_10_13,32,21.9173,24.1417,1.0141,0.0293,2.5588,0.0437,0.7835,0.0172,0.6149,0.0313,3.4297,0.0965,0.4807,0.0238,0.1306,0.0217,0.461,0.0263,1.2164,0.0563,0.3637,0.0236,1.7263,0.0322,1.0428,0.0312,0.0,0.0,1.2161,1.2163,98.7839,98.7837
Kerala,age_14_17,32,6.1426,5.3115,16.9856,0.3226,26.0068,0.631,11.8136,0.2194,11.0068,0.1581,28.5387,1.0681,8.9078,0.1697,7.9098,0.0977,17.1758,0.1856,16.96,0.6849,7.216,0.1478,22.7273,0.365,15.1476,0.279,0.0,0.0,0.8027,0.7896,99.1973,99.2104
Kerala,age_18_21,32,3.741,4.6047,48.5895,10.5467,45.6101,13.9528,42.8981,7.3527,43.3557,5.4703,44.2529,15.9986,37.4312,6.2144,45.1852,2.9885,46.8811,6.1582,44.4609,8.5709,34.9018,5.6296,45.9436,10.3125,43.2633,6.8671,0.0,0.0,0.8598,0.8693,99.1402,99.1307
Kerala,age_22_25,32,1.4526,1.6213,21.2336,35.252,14.9697,38.6527,28.4515,28.7862,28.3122,26.2034,12.8567,37.2659,31.8716,26.9918,29.3235,19.8598,22.5614,29.7749,23.1915,26.1994,34.1118,25.896,18.0196,35.7627,25.0182,27.2442,23.6375,16.7953,1.1048,1.1068,98.8952,98.8932
Kerala,age_26_29,32,1.4548,1.7929,5.8826,29.7381,3.8247,25.1631,9.0571,33.4068,9.3748,36.4739,3.1072,21.8729,12.869,35.1314,9.5532,37.7423,6.2995,34.9678,6.703,28.8352,14.463,35.8776,4.8917,29.6961,7.8917,33.5212,23.3634,16.8301,1.5166,1.4391,98.4834,98.5609
Kerala,age_30_33,32,2.2666,2.3571,2.0183,15.098,1.5771,12.7473,2.4615,20.4998,2.5743,21.1736,1.6148,12.9105,3.4112,20.9813,2.3048,25.8585,1.7052,18.4763,1.7483,20.4154,3.7438,21.6982,1.6941,14.8071,2.0809,20.5304,16.5764,12.168,2.0439,1.6909,97.9561,98.3091
Kerala,age_34_plus,32,17.736,14.2034,0.9887,6.0554,1.0433,6.2535,1.0963,7.4627,1.1467,7.0614,0.9666,7.0404,1.3718,7.2278,0.8499,8.7695,0.7943,6.7349,0.7933,9.0888,1.4638,7.3454,1.0047,6.2229,0.9135,7.5769,7.6933,8.7413,13.5645,6.0234,86.4355,93.9766
Kerala,age_below10,32,96.3131,96.359,1.41,0.7723,1.5443,0.6975,1.2664,0.6611,1.2265,0.7746,1.7357,0.679,1.1844,0.7299,1.2487,0.724,1.4251,0.7543,1.5063,0.6564,1.1378,0.7302,1.4449,0.7407,1.4364,0.725,0.0,0.0,71.1992,71.2031,28.8008,28.7969
Tamil Nadu,age_10_13,33,10.7019,11.8558,1.6656,0.0712,1.5964,0.0808,1.4707,0.0618,1.1738,0.0696,2.5195,0.1299,1.4212,0.0635,0.2552,0.0568,0.7703,0.0656,1.2906,0.1519,1.1827,0.061,1.2284,0.0691,1.358,0.0776,0.0,0.0,2.3611,2.0404,97.6389,97.9596
Tamil Nadu,age_14_17,33,0.7708,0.8781,24.2034,1.1849,21.9789,1.1832,22.7913,0.8699,18.3171,0.7614,26.5222,1.9441,20.5669,0.7229,9.9907,0.3413,18.0806,0.6646,17.0955,1.6561,16.1159,0.5325,20.3918,0.8922,18.6569,0.8539,0.0,0.0,2.2826,1.7455,97.7174,98.2545
Tamil Nadu,age_18_21,33,1.1649,1.2399,53.6887,23.4641,51.7987,22.202,53.4936,18.8563,51.2143,16.4749,50.3542,27.3428,49.2943,15.7466,47.7716,9.5593,51.33,15.7776,46.7789,16.5415,42.4109,12.4112,51.8652,19.6446,48.0836,16.2209,0.0,0.0,3.7353,2.3852,96.2647,97.6148
Tamil Nadu,age_22_25,33,1.7552,1.6888,12.9454,38.9498,15.5774,38.7417,14.31,36.3377,19.5736,35.7518,11.7445,38.7091,16.9419,33.5824,24.1046,28.734,18.156,35.7417,20.1382,28.5558,21.8842,31.0493,16.6085,38.535,18.5698,33.2263,19.6556,19.1077,6.9013,3.636,93.0987,96.364
Tamil Nadu,age_26_29,33,3.3729,2.6184,2.2603,18.9483,2.9739,19.5778,2.6463,22.6401,3.8073,26.0856,2.0451,15.2488,4.7783,26.2664,6.764,31.0004,3.8864,25.4517,5.1311,20.8044,8.5815,29.5632,3.3212,21.8036,4.8324,25.1328,20.1932,21.0135,12.9694,6.2242,87.0306,93.7758
Tamil Nadu,age_30_33,33,5.1019,3.255,0.7211,9.5406,0.8831,10.073,0.7671,12.7482,0.8636,12.2509,0.827,8.6744,1.3191,13.8795,1.5136,17.2795,0.8485,12.0567,1.1878,13.3257,2.2834,15.6673,0.8555,10.4094,1.2077,13.5664,17.0083,17.7401,19.675,8.6281,80.325,91.3719
Tamil Nadu,age_34_plus,33,10.5391,7.6388,0.2351,3.3057,0.313,3.9869,0.2658,4.2885,0.2753,3.7866,0.3588,3.6276,0.4034,4.2948,0.4128,5.084,0.2347,3.7082,0.3744,5.4616,0.6671,4.6502,0.2659,3.563,0.3792,4.3742,9.1874,12.5032,46.5867,23.0142,53.4133,76.9858
Tamil Nadu,age_below10,33,90.6303,90.8824,1.4221,1.1343,1.2878,1.119,1.3865,1.1091,1.4735,1.3005,1.4039,1.033,1.4258,1.3061,1.2649,1.3806,1.3187,1.2996,1.3667,1.0553,1.4377,1.4095,1.2969,1.1989,1.3925,1.2723,0.0,0.0,71.5019,71.6092,28.4981,28.3908
Puducherry,age_10_13,34,13.1346,13.7248,2.3485,0.1068,2.995,0.1612,1.7791,0.0488,1.7878,0.0655,4.0391,0.2653,1.4125,0.0783,0.2987,0.058,0.7775,0.0913,1.7377,0.2345,1.1224,0.0757,1.7348,0.1182,1.6926,0.1059,0.0,0.0,2.4111,2.4692,97.5889,97.5308
Puducherry,age_14_17,34,0.5277,0.5314,23.3372,0.8749,26.8942,1.2131,16.4566,0.476,19.5512,0.4912,28.2353,2.0525,15.9774,0.4601,8.4224,0.2826,17.4379,0.5852,17.414,1.6498,13.7249,0.4013,22.6166,0.863,17.2776,0.6616,0.0,0.0,1.5307,1.3361,98.4693,98.6639
Puducherry,age_18_21,34,0.7325,0.7018,50.601,17.7735,46.7016,19.4395,45.1446,9.6656,46.4055,11.1984,46.6036,23.1825,39.3647,10.2093,44.955,7.4224,47.9038,12.3254,44.1742,14.8937,35.7348,9.1645,47.7379,16.3839,43.359,11.2009,0.0,0.0,2.2337,1.7635,97.7663,98.2365
Puducherry,age_22_25,34,1.023,1.1035,15.4472,36.0809,14.335,36.8138,20.9044,28.8138,20.426,30.7138,12.0486,35.7266,23.1208,27.8374,27.3773,25.2762,20.9556,32.3918,21.8276,28.113,25.4625,26.6108,17.1604,35.6781,21.9228,28.1848,24.8007,23.8389,3.8361,2.6439,96.1639,97.3561
Puducherry,age_26_29,34,2.0541,1.8131,3.5628,23.1159,3.4682,21.2361,7.3388,28.4354,5.9338,29.0439,2.7459,18.117,11.1941,31.0106,9.6405,33.0093,6.0901,28.0398,7.0731,23.1902,13.6796,32.2381,4.5746,24.0509,7.7906,29.4383,28.3379,27.915,6.7809,4.0198,93.2191,95.9802
Puducherry,age_30_33,34,3.1743,2.2879,1.1897,13.0683,1.2359,11.9309,2.5204,20.9055,1.8258,17.9764,1.1756,11.5372,3.3708,19.427,2.3658,21.0322,1.5825,15.6688,1.7417,15.2558,4.0773,20.2743,1.4042,13.0876,2.0495,18.4923,23.1563,24.7189,10.8936,5.69,89.1064,94.31
Puducherry,age_34_plus,34,8.8365,5.2918,0.3267,5.2563,0.4899,5.7582,0.6672,8.1523,0.3804,6.7125,0.4261,5.2767,1.0326,6.6941,0.7196,7.3429,0.5086,5.8649,0.5325,7.4962,1.2703,6.8365,0.4833,5.4558,0.6278,6.7675,12.0147,18.9406,35.1748,14.1879,64.8252,85.8121
Puducherry,age_below10,34,93.2449,93.4244,0.8691,0.9369,1.0633,0.8983,1.0378,1.1716,0.7227,0.9496,1.0443,0.8988,0.9592,0.9908,0.9612,0.9918,0.9933,0.9318,1.0594,0.7961,0.9936,0.9918,0.9162,0.9501,1.0397,0.9646,0.0,0.0,72.8444,72.6808,27.1556,27.3192
Andaman & Nicobar Islands,age_10_13,35,24.5138,25.4251,4.4068,0.225,6.6027,0.3009,4.7592,0.1562,2.2727,0.1404,7.001,0.3233,2.7124,0.1616,0.4619,0.2052,1.4245,0.167,3.5479,0.4663,2.4712,0.1609,3.8736,0.1719,3.3567,0.2042,0.0,0.0,2.2863,2.4305,97.7137,97.5695
Andaman & Nicobar Islands,age_14_17,35,1.9137,2.3102,36.2712,2.1372,35.7802,2.1063,28.6124,1.4283,15.9091,1.264,32.2194,2.6848,18.3156,1.2941,9.2899,0.8283,21.9768,1.1827,24.3381,2.3982,16.9347,1.2559,32.6666,1.965,23.1428,1.4632,0.0,0.0,1.7364,1.399,98.2636,98.601
Andaman & Nicobar Islands,age_18_21,35,2.1516,3.563,42.0339,20.135,40.8213,24.1725,42.4312,22.071,36.9318,16.7135,39.3928,23.032,33.3118,16.4928,44.9169,12.1898,49.1392,16.526,44.178,19.094,32.0947,15.6865,44.5997,22.5928,42.1119,17.1025,0.0,0.0,2.7331,2.8187,97.2669,97.1813
Andaman & Nicobar Islands,age_22_25,35,3.7308,4.7252,9.8305,36.8954,9.8611,36.3201,13.8761,37.9603,23.2955,33.7079,10.9579,34.7695,23.3752,34.0092,25.9486,31.2488,16.4429,35.7328,16.3245,27.9873,24.6441,33.4349,10.7319,36.8442,17.612,33.4628,11.0905,7.9178,5.2027,3.7638,94.7973,96.2362
Andaman & Nicobar Islands,age_26_29,35,4.8929,5.1513,3.0508,20.4724,2.4837,18.9457,3.7271,21.1114,11.9318,23.8764,3.3183,17.6272,12.837,27.0158,9.877,31.025,4.7499,25.9508,4.969,18.5611,14.0137,27.9668,2.8946,20.171,6.443,25.438,15.0022,12.7957,8.0443,4.7278,91.9557,95.2722
Andaman & Nicobar Islands,age_30_33,35,6.5216,5.3379,1.0169,11.0236,1.0451,9.7738,1.9495,9.7523,3.4091,14.7472,1.6024,11.5828,4.0552,13.0341,2.6635,14.5815,1.4193,11.5955,1.3987,13.5315,4.3508,13.4865,1.0002,9.9676,1.9554,12.8969,13.3433,13.0378,10.4192,5.7441,89.5808,94.2559
Andaman & Nicobar Islands,age_34_plus,35,14.1493,11.6614,1.0169,5.5681,0.4303,5.4162,0.7454,4.9319,1.9886,5.618,0.8266,6.8316,1.4556,4.7736,0.8634,5.1453,0.4612,4.4527,0.5307,9.3263,1.5283,4.7247,0.5133,4.6964,0.7435,5.3908,9.8554,11.0264,34.9404,17.1886,65.0596,82.8114
Andaman & Nicobar Islands,age_below10,35,95.7145,95.2598,1.0169,0.4499,1.0205,0.2898,1.0894,0.3347,0.8523,0.1404,1.7316,0.5412,0.8379,0.5779,0.708,0.6492,0.7788,0.5288,1.1027,0.2665,0.8073,0.6166,0.979,0.4962,1.0573,0.5379,0.0,0.0,71.8912,71.6645,28.1088,28.3355
