state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,CMPR_buddhist_female,CMPR_christian_female,CMPR_hindu_female,CMPR_jain_female,CMPR_muslim_female,CMPR_sikh_female,Illiteracy_rate_buddhist_female,Illiteracy_rate_christian_female,Illiteracy_rate_hindu_female,Illiteracy_rate_jain_female,Illiteracy_rate_muslim_female,Illiteracy_rate_sikh_female,Literacy_rate_buddhist_female,Literacy_rate_christian_female,Literacy_rate_hindu_female,Literacy_rate_jain_female,Literacy_rate_muslim_female,Literacy_rate_sikh_female,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female
Andhra Pradesh,age_below10,28,90.0531,90.6056,91.7318,90.6654,89.6528,90.2778,2.5526,2.1854,2.6557,2.0092,2.1466,2.1991,76.0407,72.3283,72.2793,74.0216,73.1926,76.2091,23.9593,27.6717,27.7207,25.9784,26.8074,23.7909,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,age_10_13,29,27.8786,23.11,26.2915,25.0,26.7344,24.7718,2.3147,0.5659,1.8551,1.5728,1.6029,1.06,8.5514,3.1359,5.5491,2.4439,4.6118,7.2551,91.4486,96.8641,94.4509,97.5561,95.3882,92.7449,11.4096,11.4343,9.6637,8.7017,10.4482,13.2986
Karnataka,age_14_17,29,4.5908,0.9649,2.7699,0.654,2.8978,2.7624,14.8338,5.7873,14.8197,13.6242,16.4861,9.5913,8.1296,2.6833,6.8607,1.7868,5.7164,7.6531,91.8704,97.3167,93.1393,98.2132,94.2836,92.3469,42.648,41.7515,42.5337,43.9934,40.0684,37.9834
Karnataka,age_18_21,29,3.4225,1.1168,3.6422,0.8309,3.8229,2.3866,37.8681,29.7379,42.4831,42.1567,45.6147,37.7522,13.1821,3.4706,11.1123,2.6499,9.0352,7.7093,86.8179,96.5294,88.8877,97.3501,90.9648,92.2907,12.1344,5.3205,11.0794,6.2464,13.143,6.9212
Karnataka,age_22_25,29,3.9109,1.6257,4.7525,1.4958,5.0034,3.2446,11.6725,24.3664,12.1058,16.4641,10.5688,20.6386,16.9512,4.6536,15.4282,3.5492,12.7181,11.4875,83.0488,95.3464,84.5718,96.4508,87.2819,88.5125,8.7068,5.3102,10.8221,7.0453,11.5811,5.6572
Karnataka,age_26_29,29,5.3775,2.1055,7.1966,2.669,7.9952,3.3386,4.152,10.8213,3.2554,3.5021,2.1998,8.0587,23.9437,6.7587,23.1552,6.1875,19.6424,16.1892,76.0563,93.2413,76.8448,93.8125,80.3576,83.8108,10.7906,6.8512,11.3624,8.0235,11.0597,7.7107
Karnataka,age_30_33,29,5.0805,2.8474,9.6644,4.0075,11.1711,3.1762,1.7338,2.6757,0.8259,0.7804,0.6226,1.6347,30.2701,8.094,30.7126,8.8072,26.4382,17.1477,69.7299,91.906,69.2874,91.1928,73.5618,82.8523,12.7767,7.5714,10.6949,8.2265,10.2435,6.7623
Karnataka,age_34_plus,29,11.5759,8.3224,17.3076,12.4493,19.9292,6.1109,0.8376,0.8717,0.2407,0.2321,0.2036,0.4981,63.8167,18.1058,55.8903,28.8218,49.9327,28.565,36.1833,81.8942,44.1097,71.1782,50.0673,71.435,11.3467,8.5867,8.3584,8.7854,8.0189,6.769
Karnataka,age_below10,29,94.4503,95.3796,95.5277,96.7746,94.7287,93.7276,2.1796,1.7189,2.5605,2.4203,2.6413,1.9668,73.4131,71.6626,73.1426,70.9739,72.8622,74.7626,26.5869,28.3374,26.8574,29.0261,27.1378,25.2374,0.0,0.0,0.0,0.0,0.0,0.0
Goa,age_10_13,30,41.3793,24.8954,28.1509,33.3333,33.5,32.1429,0.9231,0.2317,0.8866,0.5797,1.8498,0.7895,3.3333,2.3929,3.1672,4.5455,4.1394,0.0,96.6667,97.6071,96.8328,95.4545,95.8606,100.0,3.4483,8.9406,7.4373,14.2857,6.8409,14.2857
Goa,age_14_17,30,0.0,1.0047,2.112,3.3333,5.0103,2.2727,6.7692,1.623,5.7135,8.6957,14.3154,6.0526,4.1667,1.8819,2.6798,3.2258,4.2323,2.2222,95.8333,98.1181,97.3202,96.7742,95.7677,97.7778,39.1304,39.6387,40.1696,30.0,38.2066,27.2727
Goa,age_18_21,30,0.0,2.1727,3.2084,0.0,4.4603,0.0,22.7692,15.3719,23.7161,31.0145,37.8982,33.9474,0.0,2.2651,4.0767,0.0,6.1925,10.5263,100.0,97.7349,95.9233,100.0,93.8075,89.4737,16.6667,8.872,15.3292,0.0,16.5031,5.8824
Goa,age_22_25,30,4.0816,1.3629,3.4286,0.0,6.2987,0.0,24.0,26.9788,23.9042,26.6667,16.4007,28.9474,2.0,2.4292,5.8657,4.7619,9.5559,2.2222,98.0,97.5708,94.1343,95.2381,90.4441,97.7778,14.2857,8.5808,15.2863,0.0,13.8503,4.5455
Goa,age_26_29,30,5.2632,1.1103,4.303,0.0,8.4836,3.7037,12.3077,17.8159,13.7207,11.0145,5.1306,11.0526,1.7241,2.8711,7.7654,4.878,15.3166,6.8966,98.2759,97.1289,92.2346,95.122,84.6834,93.1034,3.5088,9.6972,15.2795,5.1282,12.4881,3.7037
Goa,age_30_33,30,6.383,1.9841,5.5575,0.0,10.1807,2.0,5.5385,6.107,5.181,2.029,1.7397,2.1053,6.0,3.9235,8.4894,2.5,18.973,3.8462,94.0,96.0765,91.5106,97.5,81.027,96.1538,14.8936,9.7691,14.962,5.1282,10.9443,0.0
Goa,age_34_plus,30,13.587,9.0497,16.6347,4.2553,16.5344,3.4632,2.1538,2.2179,1.5092,1.4493,0.6604,0.7895,17.8571,20.4633,26.2919,8.5603,32.7009,9.4118,82.1429,79.5367,73.7081,91.4397,67.2991,90.5882,8.6957,12.244,11.7537,8.0851,11.1158,9.0909
Goa,age_below10,30,95.8333,95.9216,94.9762,100.0,93.1359,100.0,1.2308,1.3831,1.9603,2.8986,2.5836,2.8947,66.6667,70.4245,72.8593,77.9221,74.9367,70.7547,33.3333,29.5755,27.1407,22.0779,25.0633,29.2453,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,age_10_13,31,,0.0,0.0,,25.1605,,,0.0,0.0,0.0,1.3976,0.0,,0.0,0.0,,2.6943,,,100.0,100.0,,97.3057,,,0.0,0.0,,3.5313,
Lakshadweep,age_14_17,31,,0.0,0.0,0.0,1.881,,,0.0,6.2992,0.0,15.0008,0.0,,0.0,0.0,0.0,1.2953,,,100.0,100.0,100.0,98.7047,,,0.0,46.1538,100.0,48.4689,
Lakshadweep,age_18_21,31,,0.0,0.0,,2.2352,,,18.1818,34.6457,0.0,40.2584,0.0,,0.0,0.0,,1.9066,,,100.0,100.0,,98.0934,,,0.0,0.0,,14.6744,
Lakshadweep,age_22_25,31,,0.0,0.0,,2.566,,,31.8182,32.2835,100.0,15.9697,100.0,,0.0,7.1429,100.0,1.8613,,,100.0,92.8571,0.0,98.1387,,,0.0,7.6923,,21.9784,
Lakshadweep,age_26_29,31,,0.0,0.0,0.0,4.1727,,,36.3636,14.9606,0.0,4.6328,0.0,,0.0,6.6667,0.0,1.8868,,,100.0,93.3333,100.0,98.1132,,,0.0,14.2857,100.0,32.91,
Lakshadweep,age_30_33,31,,0.0,0.0,,8.9488,,,0.0,4.7244,0.0,1.0914,0.0,,0.0,0.0,,2.9211,,,100.0,100.0,,97.0789,,,0.0,15.0,,32.9816,
Lakshadweep,age_34_plus,31,,6.6667,4.7059,,26.9555,0.0,,4.5455,0.0,0.0,0.3564,0.0,,0.0,2.2989,,23.423,0.0,,100.0,97.7011,,76.577,100.0,,13.3333,10.5882,,17.6895,0.0
Lakshadweep,age_below10,31,100.0,100.0,100.0,100.0,96.9902,100.0,,0.0,0.7874,0.0,1.1972,0.0,0.0,50.0,58.3333,50.0,73.4889,0.0,100.0,50.0,41.6667,50.0,26.5111,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,age_10_13,32,30.198,21.9228,20.2505,22.2222,24.5232,20.6897,0.2606,0.0838,0.3021,0.2642,1.4923,0.2092,1.4634,1.0799,1.2308,2.5,1.2536,1.6949,98.5366,98.9201,98.7692,97.5,98.7464,98.3051,8.9109,9.9189,11.7342,9.4017,9.7009,15.5172
Kerala,age_14_17,32,8.0745,6.1521,6.3256,7.0312,5.8372,5.4545,5.2997,3.0661,6.5577,4.8217,24.8928,5.0209,1.227,0.7521,0.8448,0.0,0.757,0.9009,98.773,99.2479,99.1552,100.0,99.243,99.0991,45.9627,43.5066,42.1666,39.0625,44.5214,47.2727
Kerala,age_18_21,32,3.1746,3.5116,3.0429,3.1746,4.8737,5.5556,26.3249,28.2867,33.5244,31.3078,41.413,30.6485,0.0,0.743,1.0103,0.0,0.6855,1.8182,100.0,99.257,98.9897,100.0,99.3145,98.1818,6.3492,2.364,4.4505,6.3492,7.0806,1.8519
Kerala,age_22_25,32,2.2857,0.6294,1.2718,0.6135,2.0816,3.125,26.8462,32.5926,23.9594,27.7411,8.9271,26.2552,0.5682,0.9133,1.3175,1.2121,0.8511,2.2901,99.4318,99.0867,98.6825,98.7879,99.1489,97.7099,6.2857,4.7386,9.034,7.362,15.6655,6.25
Kerala,age_26_29,32,1.6393,0.6763,1.5143,0.0,1.7188,0.6849,9.6438,12.0845,7.7243,8.8507,1.544,8.7866,1.0811,1.1297,1.8614,2.3529,1.0897,2.6667,98.9189,98.8703,98.1386,97.6471,98.9103,97.3333,16.3934,10.1285,16.4421,13.8554,28.8566,11.6438
Kerala,age_30_33,32,0.0,1.0867,2.1941,0.0,3.066,0.7752,2.5195,2.3786,2.0026,1.7834,0.4566,2.3013,2.6144,1.4662,2.445,1.8293,1.5896,3.7313,97.3856,98.5338,97.555,98.1707,98.4104,96.2687,10.0671,12.3471,18.7946,11.8012,31.6913,16.2791
Kerala,age_34_plus,32,20.1429,13.1798,16.2003,8.5766,27.7379,13.5889,0.8688,0.8069,0.8668,0.5945,0.2871,0.6276,11.2801,6.229,14.0954,6.2447,19.2902,9.8901,88.7199,93.771,85.9046,93.7553,80.7098,90.1099,12.4286,14.3918,17.6161,13.4124,17.3883,13.0662
Kerala,age_below10,32,99.3377,96.5392,96.0422,91.8605,96.6384,97.1014,0.8688,0.9032,0.9967,0.9908,1.5815,1.2552,73.4622,69.3927,70.5609,69.395,72.7881,76.9231,26.5378,30.6073,29.4391,30.605,27.2119,23.0769,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,age_10_13,33,10.7735,10.5445,10.5919,10.7892,12.4477,12.6649,0.4407,0.2866,0.9051,0.6051,1.0633,0.6953,1.3624,1.7661,2.3866,1.7235,2.4458,2.3196,98.6376,98.2339,97.6134,98.2765,97.5542,97.6804,20.1657,21.6065,21.3566,21.3496,20.1782,24.2744
Tamil Nadu,age_14_17,33,0.5277,0.5341,0.7697,0.5333,1.0202,0.8451,9.0508,5.8541,14.6792,8.977,16.6088,10.3812,1.5584,1.3062,2.3519,1.7222,2.1695,2.7397,98.4416,98.6938,97.6481,98.2778,97.8305,97.2603,34.8285,37.1138,39.0207,34.5143,39.4902,40.5634
Tamil Nadu,age_18_21,33,0.4673,0.6082,1.1857,0.2956,1.4099,1.7094,35.9322,32.8772,39.8351,40.3489,43.0069,36.6819,5.3097,1.6222,3.9139,1.6,3.1975,4.4898,94.6903,98.3778,96.0861,98.4,96.8025,95.5102,3.7383,7.4407,13.3708,3.1042,16.1578,8.547
Tamil Nadu,age_22_25,33,1.4028,0.9329,1.8157,0.5309,1.778,1.8613,21.1864,26.1551,15.7613,25.1831,13.8864,20.3069,6.729,2.711,7.3532,3.218,4.7887,8.3721,93.271,97.289,92.6468,96.782,95.2113,91.6279,8.4168,10.2895,16.6592,4.3588,19.9981,12.5212
Tamil Nadu,age_26_29,33,1.9737,1.7968,3.5282,0.9737,3.0773,1.4184,7.4237,9.5976,4.1158,4.8158,2.7308,5.1546,8.6172,4.6046,13.9789,4.9762,7.4987,12.0125,91.3828,95.3954,86.0211,95.0238,92.5013,87.9875,11.1842,13.9496,19.9595,6.2895,23.8477,13.4752
Tamil Nadu,age_30_33,33,1.2438,2.8353,5.3374,0.9186,4.8734,3.252,1.6271,1.9786,0.9483,0.9589,0.6915,1.4385,9.2551,6.885,21.2871,5.4016,10.9737,13.0742,90.7449,93.115,78.7129,94.5984,89.0263,86.9258,12.9353,15.432,19.8674,7.001,23.7754,9.5528
Tamil Nadu,age_34_plus,33,6.0073,7.8411,10.7702,5.2609,11.7706,5.7372,0.4407,0.5391,0.2737,0.2194,0.2358,0.4555,25.8958,22.4079,49.3186,13.5987,31.0209,32.8582,74.1042,77.5921,50.6814,86.4013,68.9791,67.1418,16.044,15.4158,17.7058,16.4052,18.8146,13.4825
Tamil Nadu,age_below10,33,91.7647,91.0087,90.6092,91.0734,91.0098,92.7798,1.0847,1.0746,1.168,1.2066,1.1849,0.935,71.792,71.3121,71.4026,71.2078,72.716,73.2367,28.208,28.6879,28.5974,28.7922,27.284,26.7633,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,age_10_13,34,10.0,12.5313,12.9215,12.0,16.8054,23.0769,0.8696,0.3101,0.8836,1.3986,1.0399,0.0,0.0,1.9656,2.4386,1.9608,2.2093,0.0,100.0,98.0344,97.5614,98.0392,97.7907,100.0,15.0,16.9173,16.6863,24.0,13.9516,23.0769
Puducherry,age_14_17,34,0.0,0.3778,0.5156,0.0,0.8732,0.0,9.5652,6.3412,11.7831,8.1585,14.6755,12.1622,0.0,1.2438,1.5868,0.0,1.0695,0.0,100.0,98.7562,98.4132,100.0,98.9305,100.0,36.3636,40.2603,41.8485,36.1111,43.9501,58.3333
Puducherry,age_18_21,34,0.0,0.6359,0.7574,0.0,0.5216,0.0,22.6087,26.9232,34.4121,37.5291,41.9025,25.6757,11.1111,1.2559,2.3495,0.0,1.396,16.6667,88.8889,98.7441,97.6505,100.0,98.604,83.3333,12.5,8.1081,10.0808,0.0,10.4322,0.0
Puducherry,age_22_25,34,0.0,0.8318,1.0656,0.0,0.669,0.0,26.087,23.2895,19.5049,27.5058,15.8202,29.7297,0.0,2.4913,4.0748,1.7857,1.9675,0.0,100.0,97.5087,95.9252,98.2143,98.0325,100.0,0.0,10.2496,12.5585,5.4545,16.5908,0.0
Puducherry,age_26_29,34,0.0,1.4528,2.1123,0.0,1.9597,0.0,8.6957,11.9429,7.0952,5.8275,3.3374,5.4054,4.5455,3.8292,7.2509,0.0,2.9326,14.2857,95.4545,96.1708,92.7491,100.0,97.0674,85.7143,0.0,14.6355,18.1843,3.0303,23.5166,0.0
Puducherry,age_30_33,34,0.0,2.6167,3.2124,1.3333,3.3294,0.0,3.4783,3.3475,1.6897,0.9324,0.9311,0.0,11.1111,7.0481,11.6136,0.0,4.9566,0.0,88.8889,92.9519,88.3864,100.0,95.0434,100.0,31.25,16.7113,19.0202,4.0,26.0754,30.0
Puducherry,age_34_plus,34,5.7692,5.8855,8.6928,5.6,14.6115,7.8947,0.8696,1.0655,0.4958,0.2331,0.3829,0.0,26.7606,20.6526,37.256,9.7473,22.7388,29.6296,73.2394,79.3474,62.744,90.2527,77.2612,70.3704,25.0,18.7696,19.9289,11.6,20.4475,18.4211
Puducherry,age_below10,34,100.0,92.2663,93.2589,96.5517,94.2628,100.0,0.8696,0.8269,0.792,1.1655,0.9311,1.3514,90.3226,72.4477,72.7835,74.5614,73.5869,88.0,9.6774,27.5523,27.2165,25.4386,26.4131,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman & Nicobar Islands,age_10_13,35,21.7391,27.3823,23.5106,33.3333,25.6182,24.3243,3.3898,0.7369,2.8616,11.1111,1.7888,0.8021,4.1667,3.318,1.8589,0.0,2.1297,0.0,95.8333,96.682,98.1411,100.0,97.8703,100.0,8.6957,8.5798,10.5605,0.0,9.4955,8.1081
Andaman & Nicobar Islands,age_14_17,35,0.0,2.5859,1.7608,0.0,1.4271,0.0,5.0847,9.1065,22.1176,0.0,17.7788,9.3583,0.0,2.2038,1.2976,0.0,1.2085,2.5,100.0,97.7962,98.7024,100.0,98.7915,97.5,42.8571,48.0236,47.0008,0.0,45.7696,35.8974
Andaman & Nicobar Islands,age_18_21,35,0.0,1.7228,2.2878,,2.2403,0.0,37.2881,36.4677,37.888,22.2222,36.7537,33.4225,0.0,3.5405,2.3677,,1.8,0.0,100.0,96.4595,97.6323,,98.2,100.0,16.6667,22.8464,22.695,,13.0346,0.0
Andaman & Nicobar Islands,age_22_25,35,0.0,3.5613,3.9862,,2.1247,2.381,18.6441,21.1234,14.4554,33.3333,18.086,27.0053,0.0,5.7288,5.0234,,3.5053,2.3256,100.0,94.2712,94.9766,,96.4947,97.6744,26.6667,24.2793,23.667,,17.135,9.5238
Andaman & Nicobar Islands,age_26_29,35,9.0909,3.9658,5.4106,0.0,3.1385,1.7241,11.8644,9.2177,4.972,33.3333,6.486,9.893,0.0,7.5611,8.5365,0.0,4.3555,0.0,100.0,92.4389,91.4635,100.0,95.6445,100.0,9.0909,30.9832,26.0901,100.0,22.8308,13.7931
Andaman & Nicobar Islands,age_30_33,35,6.25,4.4933,7.6814,33.3333,3.2798,2.0408,0.0,3.536,1.2052,0.0,1.7669,2.139,0.0,10.7577,10.8602,0.0,5.4125,5.7692,100.0,89.2423,89.1398,100.0,94.5875,94.2308,25.0,32.8169,26.0826,0.0,26.8667,18.3673
Andaman & Nicobar Islands,age_34_plus,35,0.0,11.4551,15.5311,0.0,11.7606,5.5794,1.6949,1.4135,0.4098,0.0,0.7463,0.5348,32.4324,38.1889,35.7755,20.0,19.4235,10.3846,67.5676,61.8111,64.2245,80.0,80.5765,89.6154,28.0,24.1357,18.6843,50.0,17.8864,20.1717
Andaman & Nicobar Islands,age_below10,35,100.0,95.2352,95.7384,100.0,96.8919,88.0,0.0,0.5283,0.924,0.0,0.6475,0.5348,88.2353,73.304,71.4222,75.0,70.8317,68.3544,11.7647,26.696,28.5778,25.0,29.1683,31.6456,0.0,0.0,0.0,0.0,0.0,0.0
