state_name,age_bracket,state_code,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male
Haryana,age_14_17,06,29.0666,5.6985,30.1176,8.7549,31.6625,7.3246,26.3158,3.9192,33.9296,8.9558,25.3613,5.2492,15.773,4.6802,24.9316,6.7429,25.3679,9.7892,20.4852,4.1672,28.2802,7.6167,26.0962,6.0914
Haryana,age_18_21,06,52.9564,46.5601,47.9815,46.2855,50.1803,46.7762,48.0915,32.6056,48.1848,46.9325,46.1998,38.9958,56.7999,37.9665,54.9362,44.168,50.3012,39.7951,41.7059,33.7865,52.5841,46.7768,49.6662,39.7574
Haryana,age_below10,06,1.4682,0.8282,1.5496,0.8953,1.7903,0.8984,1.5666,1.0156,1.7854,0.9122,1.5579,0.9643,1.0815,0.9491,1.298,0.9382,1.4652,0.9987,1.4477,1.0235,1.4042,0.9229,1.5136,0.9689
NCT of Delhi,age_10_13,07,4.4727,0.6859,4.6827,1.012,3.0841,0.4476,3.4974,0.3237,6.3779,1.079,2.4821,0.3844,0.8241,0.3085,1.9309,0.5339,2.6957,0.7201,2.4258,0.3842,3.2112,0.6798,2.6813,0.4319
NCT of Delhi,age_14_17,07,31.8103,6.0031,34.3557,8.2662,27.0198,5.3906,24.5342,3.1438,37.6712,9.1093,16.711,3.682,13.0965,3.2183,24.448,5.3764,21.8492,6.171,16.2492,3.676,31.0294,6.6028,21.2117,4.0345
NCT of Delhi,age_18_21,07,39.1749,38.5496,43.2045,41.1116,46.061,37.4838,41.4177,25.1084,41.0655,42.5661,30.1765,27.2215,51.6759,27.8975,51.8583,37.3042,44.4221,28.2539,29.6246,27.1639,47.7051,40.1348,42.4628,27.5952
NCT of Delhi,age_below10,07,1.9857,1.3246,2.1978,1.4227,1.2739,1.338,2.1026,1.5157,2.8585,1.3982,2.0153,1.4027,1.5832,1.3437,1.9076,1.3002,2.1037,1.3539,2.0166,1.3998,2.089,1.3079,2.0949,1.4011
Rajasthan,age_10_13,08,7.8827,2.4205,7.8159,3.4185,9.3795,2.9774,7.9901,1.9516,8.8874,3.3694,8.5549,2.3546,2.3426,1.6304,4.3458,2.5681,6.7843,4.4792,6.723,1.7796,6.2718,3.1676,7.3504,2.6109
Rajasthan,age_14_17,08,32.6,11.5959,33.1885,13.3929,33.9939,13.3337,32.6615,8.9691,34.5517,13.6437,32.5066,10.8147,20.1407,9.2625,29.0662,11.8146,30.1099,14.5355,28.11,8.4139,32.3537,12.666,31.4955,11.2971
Rajasthan,age_18_21,08,47.7575,54.9417,44.2469,51.8552,45.2825,55.5759,44.7258,45.9378,44.7989,51.2503,45.1129,49.508,53.4067,46.9608,50.5277,52.8221,44.658,41.3601,42.7111,43.0896,47.3729,53.3725,45.8996,49.0965
Rajasthan,age_below10,08,4.3416,1.748,4.3895,2.287,4.691,1.8015,3.8144,1.7267,4.2721,1.9608,4.3695,1.7526,1.7926,1.5076,2.3508,1.7282,3.3515,2.8838,3.5192,1.7087,3.1825,2.0104,3.7788,1.8913
Uttar Pradesh,age_10_13,09,4.4416,1.3168,3.3205,1.812,4.7572,1.4561,3.688,1.1108,4.5602,1.8708,3.9562,1.1683,1.9152,0.9702,2.5689,1.2274,3.4914,1.9099,3.0392,0.7939,3.0986,1.4833,3.6887,1.3543
Uttar Pradesh,age_14_17,09,26.772,6.6302,23.5683,8.808,26.4136,7.5868,22.558,5.4832,27.841,8.9444,23.8014,6.0659,16.2205,5.2963,21.5971,6.6482,23.5413,9.3224,19.7977,4.2353,23.617,7.5842,24.1054,6.7937
Uttar Pradesh,age_18_21,09,54.2933,57.447,50.1359,52.69,53.4391,57.511,54.2409,48.1092,52.3676,53.8188,52.4889,51.3879,56.5039,51.3637,56.4196,55.8153,53.0228,45.7524,49.8534,42.122,54.9486,55.3598,52.9621,51.7391
Uttar Pradesh,age_below10,09,3.1774,1.336,2.2672,1.5527,3.1752,1.4142,2.7348,1.3567,3.1105,1.6193,2.8081,1.3324,1.883,1.1918,2.1497,1.272,2.5962,1.6511,2.2564,1.2417,2.2539,1.3665,2.7306,1.4133
Bihar,age_10_13,10,3.0182,0.504,2.1846,0.5404,2.9354,0.4646,3.7363,0.5982,2.8513,0.6497,2.9366,0.4565,1.3201,0.3968,1.7405,0.45,2.2992,0.9773,2.47,0.3589,1.9607,0.4845,2.4421,0.5195
Bihar,age_14_17,10,28.4777,5.2308,26.6296,5.6596,26.5743,5.0481,28.8502,5.5242,29.0049,6.3666,27.0845,4.7957,19.9015,4.5165,24.0703,5.0921,26.1657,8.7021,23.4547,3.7725,25.3176,5.2833,26.6766,5.3112
Bihar,age_18_21,10,56.4663,51.6884,57.1583,50.2898,56.8512,50.4931,54.2293,47.4805,56.692,50.2347,55.9825,48.213,60.7498,48.4251,59.1388,51.3121,57.5129,44.027,54.6542,40.4354,58.8754,51.9209,57.374,48.8706
Bihar,age_below10,10,2.5593,1.1287,2.0087,1.0532,2.575,1.1203,2.6644,1.2052,2.3394,1.148,2.4612,1.1207,1.8225,1.0906,1.9386,1.0347,2.1083,1.2228,2.0574,1.0997,1.9705,1.0444,2.2378,1.129
Sikkim,age_10_13,11,1.5397,0.3868,1.7496,0.5973,1.8858,0.5594,3.4743,0.8521,3.2521,0.6228,1.5053,0.3971,0.3796,0.327,0.6874,0.3076,2.0534,0.9787,1.0232,0.3078,1.2472,0.4221,1.8162,0.4644
Sikkim,age_14_17,11,25.0522,5.4342,28.3179,6.485,22.4826,5.2282,22.8097,4.6865,22.7385,5.4171,19.0592,4.0487,8.5263,1.9082,19.2036,3.7326,20.9853,5.1251,14.2106,3.3598,27.4934,5.5384,20.7112,4.2928
Sikkim,age_18_21,11,39.1701,29.182,39.6825,31.3016,39.8645,29.2028,32.4773,27.2063,36.9337,26.0465,36.9362,25.7681,38.9732,19.6596,43.8321,28.1071,38.7335,22.8614,33.4475,23.8115,41.7226,32.7912,38.1792,25.8422
Sikkim,age_below10,11,1.2526,0.8702,1.709,0.9908,1.721,0.918,2.719,1.0956,1.8989,0.7677,1.4698,0.8461,0.9916,0.762,1.4924,0.7332,1.7313,0.8666,1.1903,0.8037,1.8747,0.9986,1.6765,0.8713
Arunachal Pradesh,age_10_13,12,1.8012,0.5213,1.5968,0.2646,0.9815,0.354,1.9324,0.5669,1.3408,0.376,1.116,0.3733,0.8698,0.4749,1.1504,0.4547,1.441,0.39,1.3236,0.3758,1.5516,0.3409,1.2701,0.3989
Arunachal Pradesh,age_14_17,12,17.8193,3.1063,20.6631,3.5935,13.5949,3.0165,15.2778,2.9655,15.5266,3.1151,14.0943,2.7675,10.8726,2.5438,17.2831,3.5398,16.718,3.4653,14.7235,2.5233,20.1148,3.4424,15.4768,2.9698
Arunachal Pradesh,age_18_21,12,51.5743,32.0517,52.2801,35.1416,57.1276,37.6222,52.3551,31.3999,52.5733,34.4756,54.1438,32.4293,48.8681,29.0461,53.9326,35.7225,48.1558,28.9116,46.4951,27.9686,53.8201,36.674,51.5907,32.5393
Arunachal Pradesh,age_below10,12,1.4162,0.8689,1.3938,0.8944,1.3056,0.8751,1.6908,1.2211,1.2103,0.8126,1.3387,0.934,1.4636,1.1334,1.4504,1.0074,1.2759,0.9826,1.4004,0.9848,1.5045,0.8689,1.3282,0.9677
Nagaland,age_10_13,13,1.0541,0.2845,0.6145,0.1432,0.3391,0.1161,0.7892,0.2351,0.7656,0.1779,0.4377,0.1904,0.3881,0.1976,0.5109,0.193,0.9651,0.1379,0.6583,0.2526,0.615,0.2119,0.5927,0.1844
Nagaland,age_14_17,13,14.4011,2.2369,12.5266,1.7086,8.6642,1.4183,11.9504,2.057,10.4575,1.5742,9.191,1.6448,7.491,1.5225,11.7393,1.8896,12.8283,1.2803,10.0268,1.8153,13.0843,1.8381,10.5089,1.613
Nagaland,age_18_21,13,37.7823,20.2612,39.735,17.3984,39.4844,17.9481,36.274,17.2495,36.4756,17.094,37.6267,17.731,34.5144,16.8421,40.8439,19.0047,36.0095,9.4996,31.3751,17.4274,41.6845,19.1121,37.2119,17.0185
Nagaland,age_below10,13,1.9576,0.7629,1.596,0.6639,1.611,0.7757,1.7193,0.764,1.5904,0.7439,1.5846,0.7597,1.3646,0.7042,1.6003,0.7186,1.6625,0.5977,1.4307,0.7448,1.6732,0.7954,1.6076,0.7445
Manipur,age_10_13,14,0.5815,0.139,0.68,0.1954,0.5641,0.223,0.7195,0.5995,0.7783,0.263,0.5642,0.2103,0.4047,0.2131,0.5072,0.1806,0.6182,0.2031,0.5226,0.186,0.6017,0.2057,0.594,0.216
Manipur,age_14_17,14,12.3687,1.8657,13.7621,2.0843,9.7626,1.8257,10.2549,1.9257,13.1133,2.2222,9.7172,1.6932,7.3265,1.5497,11.9322,2.0134,11.4951,1.8675,8.995,1.5437,13.0544,2.1951,10.7764,1.7275
Manipur,age_18_21,14,40.3748,20.6885,39.8308,21.464,37.0043,20.0166,35.7435,17.2677,39.3472,20.6149,34.9223,17.977,33.1797,16.981,39.877,21.1081,35.7869,15.5692,30.2874,15.8685,39.5594,22.2166,35.9019,17.7725
Manipur,age_below10,14,1.2307,0.9729,1.0242,0.7465,0.937,0.7379,1.2347,1.2444,1.0434,0.7822,1.0244,0.8058,1.0376,0.8621,1.1431,0.7713,1.0458,0.7291,1.0737,0.8364,1.1031,0.739,1.0718,0.8186
Mizoram,age_10_13,15,0.3769,0.1273,0.2549,0.1534,0.4162,0.1935,0.3492,0.4669,0.8626,0.2862,0.3092,0.1394,0.1093,0.1104,0.1341,0.1433,0.1963,0.0384,0.13,0.0824,0.2751,0.1509,0.2855,0.1442
Mizoram,age_14_17,15,10.9162,2.2645,8.9424,1.776,10.1134,2.2194,8.8475,1.0611,16.722,4.1748,7.9962,1.5713,3.0155,0.8553,6.6617,1.3101,8.4127,1.0124,4.1599,0.9018,9.708,1.7437,8.4642,1.545
Mizoram,age_18_21,15,44.7173,27.1644,46.6056,24.8137,48.128,29.4566,44.0047,23.3871,51.633,35.1495,43.0898,24.4927,35.8956,20.625,45.9289,25.0657,45.0985,19.906,34.9736,19.5963,47.7202,27.2054,44.4586,24.0654
Mizoram,age_below10,15,0.6238,0.5729,0.6781,0.4472,0.944,0.669,0.6403,0.5518,1.1549,0.7407,0.7687,0.536,0.5492,0.4898,0.627,0.5034,0.6722,0.346,0.5294,0.4077,0.7428,0.6573,0.7357,0.5393
Tripura,age_10_13,16,1.6433,0.1015,3.8371,0.1335,1.2908,0.1121,3.1902,0.1413,4.0508,0.1996,2.002,0.1045,0.3597,0.0797,1.2843,0.1,2.9806,0.228,2.3636,0.101,2.7881,0.1397,2.6465,0.1228
Tripura,age_14_17,16,19.798,2.2872,31.6016,2.6973,16.2289,1.9794,30.6605,1.9312,27.0989,2.8498,20.0267,1.7923,9.8978,0.739,24.9898,1.6819,27.3425,2.3732,20.8775,1.544,32.88,2.4816,25.6523,1.9327
Tripura,age_18_21,16,55.1573,27.318,45.825,26.4021,55.8563,25.0943,44.6629,21.4508,46.2265,26.7005,45.5331,20.9416,43.5731,12.7242,47.7116,19.7759,43.358,16.8962,37.1158,16.9763,46.5128,25.7961,45.1838,20.9964
Tripura,age_below10,16,0.9764,0.7425,1.2803,0.717,0.9182,0.7342,1.1899,0.9044,1.3898,0.737,1.0478,0.742,1.0034,0.7512,1.1542,0.7873,1.3148,0.7656,1.1214,0.7413,1.2252,0.7735,1.2567,0.7488
Meghalaya,age_10_13,17,0.7884,0.5114,0.9271,0.5286,0.9428,0.6174,1.5711,0.7322,1.2955,0.5474,0.8307,0.5048,0.4407,0.4806,0.7733,0.5109,1.1091,0.4444,0.6326,0.3933,1.0641,0.5347,0.9892,0.5155
Meghalaya,age_14_17,17,12.3133,2.2321,13.4717,1.9272,10.5221,1.8995,11.8684,2.3352,14.2504,2.3381,10.5468,1.9068,5.9685,1.4904,10.9596,1.8889,13.829,1.7455,9.8034,1.8248,13.9608,2.1097,12.1932,1.9328
Meghalaya,age_18_21,17,53.0931,29.2261,52.3413,27.3158,51.5871,27.2687,47.3248,23.9066,48.5533,28.1121,48.4555,25.5916,40.66,21.2169,48.6997,24.5359,45.5604,16.8217,41.6861,23.2017,51.0287,26.1319,47.6467,25.039
Meghalaya,age_below10,17,1.5311,1.1512,1.5807,1.1386,1.8196,1.3832,3.0998,1.7613,1.8241,1.23,1.5567,1.1621,1.2685,1.213,1.5411,1.3,1.6337,1.103,1.0724,0.945,1.7115,1.2996,1.6682,1.2147
Assam,age_10_13,18,1.2223,0.0996,1.6806,0.102,0.9075,0.1062,1.2755,0.131,1.5174,0.1273,1.0188,0.1093,0.4206,0.1095,0.827,0.1075,1.3288,0.1424,1.0008,0.1128,1.5262,0.1241,1.2351,0.1156
Assam,age_14_17,18,18.3403,1.6325,22.3048,1.5635,14.4978,1.2244,15.3954,1.4059,20.9761,1.7653,15.1196,1.246,9.1184,0.727,18.1963,1.2398,19.6541,1.681,14.6703,1.1816,22.6502,1.5752,18.5874,1.3313
Assam,age_18_21,18,51.011,24.9643,50.026,21.1733,48.4235,20.4992,48.628,18.6484,50.8828,24.6726,46.49,18.8106,43.0166,11.6582,49.9011,17.3155,48.3611,14.9643,44.2565,16.1968,50.3304,21.1423,48.3568,18.7014
Assam,age_below10,18,1.9765,1.1235,1.8347,1.0607,1.7947,1.1032,2.1445,1.1638,1.9962,1.0962,1.8294,1.0981,1.4984,1.071,1.7574,1.1085,1.8988,0.9151,1.7794,1.086,1.9007,1.1171,1.9119,1.0949
West Bengal,age_10_13,19,3.967,0.1683,5.0018,0.223,3.5671,0.1392,4.5991,0.2149,6.6053,0.3452,3.7428,0.1679,0.7201,0.1353,1.8856,0.1519,4.4387,0.5344,3.3925,0.175,3.5471,0.1988,4.2355,0.2167
West Bengal,age_14_17,19,37.7337,3.5294,41.3068,3.5994,30.9585,2.2305,41.0803,2.9933,40.1322,4.3887,31.5248,2.4866,16.5651,1.0864,32.5569,2.0606,34.7355,4.3261,25.6844,2.0968,39.8744,3.2055,34.5751,2.8055
West Bengal,age_18_21,19,43.0102,32.2073,40.5368,30.4794,42.1717,24.7885,41.1625,26.5522,38.4928,32.0386,38.781,24.0365,48.5983,13.8725,46.1229,21.9483,40.6671,20.3593,35.603,20.0701,41.9716,28.7492,40.8906,24.3649
West Bengal,age_below10,19,1.447,1.0617,1.4214,1.1051,1.4232,1.0995,1.2795,1.1787,1.7014,0.9818,1.3547,1.1143,1.1146,1.1625,1.2288,1.1614,1.4897,0.9719,1.3257,1.138,1.3153,1.1349,1.4637,1.104
Jharkhand,age_10_13,20,2.4878,0.3703,3.1907,0.4944,2.3541,0.3551,3.2433,0.4506,3.6468,0.5658,2.5637,0.3607,1.3377,0.345,2.1002,0.3728,3.3899,1.0092,2.7226,0.3564,2.6716,0.4279,3.0359,0.4431
Jharkhand,age_14_17,20,28.3864,4.6058,34.2323,5.6052,25.5253,4.0217,31.406,4.3197,33.7108,6.0778,26.8447,3.8341,21.5929,3.5151,28.9277,4.2727,31.2251,8.1895,26.091,3.4833,32.1106,4.94,30.8184,4.6918
Jharkhand,age_18_21,20,52.6888,46.0511,47.6061,45.3154,52.0216,40.4086,51.2144,37.6517,48.2821,43.8279,49.868,36.9272,52.1992,33.7008,50.9245,40.9466,46.7947,34.8866,44.7097,32.3514,49.7099,45.0097,48.5259,39.5016
Jharkhand,age_below10,20,1.9592,1.115,1.7413,1.0256,1.933,1.0859,1.6059,1.1485,1.9991,1.0997,1.8004,1.1176,1.3938,1.129,1.5731,1.0488,1.8277,1.1792,1.5556,1.134,1.6502,1.0237,1.888,1.1207
Odisha,age_10_13,21,0.9408,0.1019,1.6385,0.1648,0.9776,0.115,1.1921,0.1197,1.6595,0.2008,1.0181,0.1051,0.3074,0.0883,0.5168,0.0872,1.4395,0.3387,1.083,0.0966,1.142,0.1265,1.2627,0.1386
Odisha,age_14_17,21,22.5328,1.4146,25.2585,1.8796,21.0496,1.4623,22.4179,1.1551,26.1065,2.7909,20.4279,1.2278,9.4241,0.5672,15.9158,0.9741,21.7678,3.3412,17.8128,0.9406,22.4496,1.5314,21.7039,1.5821
Odisha,age_18_21,21,57.7111,27.9244,54.1488,29.4008,56.2591,27.5429,54.8155,21.2292,54.2088,34.8068,51.7672,22.873,48.507,12.661,54.464,20.2135,50.4897,27.445,43.4029,16.5486,54.8415,26.7087,52.5577,24.3494
Odisha,age_below10,21,1.0804,0.9953,1.0701,0.954,1.0444,0.9488,1.1732,1.0869,1.1448,0.8782,1.0809,1.0071,0.9968,1.0906,0.977,1.032,1.1196,0.9169,1.0849,1.0571,1.0068,1.0003,1.1062,0.9907
Chhattisgarh,age_10_13,22,4.8609,1.2098,4.7832,2.0244,5.1743,1.3285,4.3505,0.8949,6.528,1.9325,4.8067,1.0295,0.7371,0.4668,1.5393,0.6871,4.9975,3.2693,3.9289,0.5812,2.9708,1.1582,4.6491,1.2265
Chhattisgarh,age_14_17,22,34.9263,8.2939,35.1491,11.0744,32.8201,7.9672,32.4976,5.934,36.9046,11.0344,32.7353,6.6429,12.5201,2.9497,24.5775,5.5248,29.7276,14.0768,27.346,4.0834,30.6038,8.0143,31.2258,7.4588
Chhattisgarh,age_18_21,22,50.6689,54.0443,49.1235,52.7827,50.9503,51.3162,49.3588,41.0339,46.11,52.1899,49.1919,44.9678,57.7322,32.5892,58.7012,49.0909,45.8065,38.5934,41.8647,31.9326,54.5161,53.0588,49.1662,45.5325
Chhattisgarh,age_below10,22,2.291,0.9583,2.0704,1.2268,2.638,1.0212,2.3919,1.1581,2.7266,1.18,2.314,1.0142,0.9835,0.9552,1.2962,0.8104,2.2087,1.7632,1.6639,1.0378,1.5876,0.961,2.1977,1.0645
Madhya Pradesh,age_10_13,23,4.8078,1.1827,5.0439,1.5778,5.4353,1.4027,6.8393,1.1342,6.6667,1.8435,5.0637,1.1221,1.5153,0.7306,2.4023,0.9966,4.9084,2.327,4.5779,0.766,3.8444,1.3134,5.0505,1.2806
Madhya Pradesh,age_14_17,23,34.3784,9.4336,34.4878,11.02,34.2983,10.5923,37.2075,7.6736,38.0554,12.5797,33.0475,8.3332,15.9368,5.2487,26.3276,8.1268,30.5759,13.177,27.1723,5.1091,32.1377,9.7123,32.3883,9.0415
Madhya Pradesh,age_18_21,23,52.4575,60.186,49.0406,55.2806,51.8028,60.3532,44.6081,44.0536,46.6234,58.285,49.9759,51.4668,56.086,43.6606,55.6464,54.3774,46.8121,40.6448,42.5489,36.1873,51.6566,55.6407,48.589,51.3517
Madhya Pradesh,age_below10,23,2.1403,0.9755,1.978,1.0618,2.3816,1.0167,2.0112,1.272,2.4075,1.1187,2.1885,1.1133,1.3309,1.1418,1.5642,1.0363,2.0049,1.373,1.9774,1.3028,1.7633,1.0329,2.1223,1.1352
Gujarat,age_10_13,24,1.7928,0.6445,2.4784,0.7539,1.4322,0.6203,2.3212,0.677,2.3549,0.7841,1.7923,0.5699,0.9352,0.5051,1.4853,0.6761,1.924,1.0561,1.9344,0.5193,1.9416,0.7292,1.8748,0.6364
Gujarat,age_14_17,24,16.9109,4.9889,18.9672,4.9907,13.9297,4.6633,14.4087,3.0501,19.7238,5.3798,15.098,3.4325,6.9082,2.5674,12.4375,3.8804,14.7882,5.5923,13.8897,2.3387,15.9071,4.3604,15.1352,3.756
Gujarat,age_18_21,24,63.8772,52.7421,60.3477,49.808,65.4149,52.9477,57.7232,39.7215,61.1767,51.8628,59.1889,41.5699,57.781,34.7292,59.4572,42.4807,57.1158,37.4648,51.7969,32.4385,60.5135,46.6572,58.4071,41.4537
Gujarat,age_below10,24,3.1545,1.3913,2.6862,1.2839,2.8437,1.2897,2.3905,1.4309,3.063,1.3956,2.7564,1.4186,1.7809,1.4505,2.2165,1.39,2.5342,1.5795,2.3424,1.491,2.4343,1.3156,2.6836,1.4572
Daman & Diu,age_10_13,25,1.0204,0.4484,1.8361,0.4025,0.6369,0.3364,5.3333,0.8621,2.9783,0.5912,1.6891,0.3897,0.5654,0.2684,1.2752,0.4482,1.5574,0.3072,1.7099,0.3888,1.426,0.5377,1.5853,0.3921
